[2339, 1653]
[paragraph, [140.0, 141.0, 1364.0, 36.0], shoonya_1sTM2GHOT7CMKF, 5752286]
[paragraph, [140.0, 177.0, 1364.0, 36.0], shoonya_1sTM2GHOT7CMKF, 5752286]
[paragraph, [140.0, 213.0, 1364.0, 36.0], shoonya_1sTM2GHOT7CMKF, 5752286]
[paragraph, [140.0, 249.0, 1364.0, 36.0], shoonya_1sTM2GHOT7CMKF, 5752286]
[paragraph, [140.0, 285.0, 1364.0, 36.0], shoonya_1sTM2GHOT7CMKF, 5752286]
[paragraph, [140.0, 321.0, 1364.0, 36.0], shoonya_1sTM2GHOT7CMKF, 5752286]
[paragraph, [140.0, 357.0, 1364.0, 36.0], shoonya_1sTM2GHOT7CMKF, 5752286]
[paragraph, [140.0, 393.0, 1364.0, 36.0], shoonya_1sTM2GHOT7CMKF, 5752286]
[paragraph, [140.0, 429.0, 1364.0, 36.0], shoonya_1sTM2GHOT7CMKF, 5752286]
[paragraph, [140.0, 465.0, 1364.0, 36.0], shoonya_1sTM2GHOT7CMKF, 5752286]
[paragraph, [140.0, 501.0, 1364.0, 36.0], shoonya_1sTM2GHOT7CMKF, 5752286]
[paragraph, [140.0, 537.0, 1364.0, 36.0], shoonya_1sTM2GHOT7CMKF, 5752286]
[paragraph, [140.0, 573.0, 1364.0, 36.0], shoonya_1sTM2GHOT7CMKF, 5752286]
[paragraph, [140.0, 609.0, 1364.0, 36.0], shoonya_1sTM2GHOT7CMKF, 5752286]
[paragraph, [140.0, 645.0, 1364.0, 36.0], shoonya_1sTM2GHOT7CMKF, 5752286]
[paragraph, [140.0, 681.0, 1364.0, 36.0], shoonya_1sTM2GHOT7CMKF, 5752286]
[paragraph, [140.0, 717.0, 1364.0, 36.0], shoonya_1sTM2GHOT7CMKF, 5752286]
[paragraph, [140.0, 753.0, 1364.0, 36.0], shoonya_1sTM2GHOT7CMKF, 5752286]
[paragraph, [140.0, 789.0, 1364.0, 36.0], shoonya_1sTM2GHOT7CMKF, 5752286]
[paragraph, [140.0, 825.0, 1364.0, 36.0], shoonya_1sTM2GHOT7CMKF, 5752286]
[paragraph, [140.0, 861.0, 1364.0, 36.0], shoonya_1sTM2GHOT7CMKF, 5752286]
[paragraph, [140.0, 897.0, 1364.0, 36.0], shoonya_1sTM2GHOT7CMKF, 5752286]
[paragraph, [140.0, 933.0, 1364.0, 36.0], shoonya_1sTM2GHOT7CMKF, 5752286]
[paragraph, [140.0, 969.0, 1364.0, 36.0], shoonya_1sTM2GHOT7CMKF, 5752286]
[paragraph, [140.0, 1005.0, 1364.0, 36.0], shoonya_1sTM2GHOT7CMKF, 5752286]
[paragraph, [143.0, 1110.0, 1370.0, 36.0], shoonya_2s7TB2KO6IMNI1, 5752286]
[paragraph, [143.0, 1146.0, 1370.0, 36.0], shoonya_2s7TB2KO6IMNI1, 5752286]
[paragraph, [143.0, 1182.0, 1370.0, 36.0], shoonya_2s7TB2KO6IMNI1, 5752286]
[paragraph, [143.0, 1218.0, 1370.0, 36.0], shoonya_2s7TB2KO6IMNI1, 5752286]
[paragraph, [143.0, 1254.0, 1370.0, 36.0], shoonya_2s7TB2KO6IMNI1, 5752286]
[paragraph, [143.0, 1290.0, 1370.0, 36.0], shoonya_2s7TB2KO6IMNI1, 5752286]
[paragraph, [143.0, 1326.0, 1370.0, 36.0], shoonya_2s7TB2KO6IMNI1, 5752286]
[paragraph, [143.0, 1362.0, 1370.0, 36.0], shoonya_2s7TB2KO6IMNI1, 5752286]
[paragraph, [143.0, 1398.0, 1370.0, 36.0], shoonya_2s7TB2KO6IMNI1, 5752286]
[paragraph, [143.0, 1434.0, 1370.0, 36.0], shoonya_2s7TB2KO6IMNI1, 5752286]
[author, [1129.0, 1525.0, 291.0, 36.0], shoonya_4s0NIOQ9T7DLT5, 5752286]
[author, [1129.0, 1561.0, 291.0, 36.0], shoonya_4s0NIOQ9T7DLT5, 5752286]
[figure-caption, [761.0, 1725.0, 731.0, 36.0], oPInYTp33K, 5752286]
[figure-caption, [761.0, 1761.0, 731.0, 36.0], oPInYTp33K, 5752286]
[figure-caption, [761.0, 1797.0, 731.0, 36.0], oPInYTp33K, 5752286]
[figure-caption, [761.0, 1833.0, 731.0, 36.0], oPInYTp33K, 5752286]
[figure-caption, [761.0, 1869.0, 731.0, 36.0], oPInYTp33K, 5752286]
[figure-caption, [761.0, 1905.0, 731.0, 36.0], oPInYTp33K, 5752286]
[figure-caption, [761.0, 1941.0, 731.0, 36.0], oPInYTp33K, 5752286]
