[3690, 2970]
[folio, [260.0, 143.0, 590.0, 52.5], shoonya_2s92XG1QPV0I1N, 5698198]
[ordered-list, [371.0, 263.0, 1473.0, 52.5], BGChm2XV5f, 5698198]
[ordered-list, [371.0, 315.5, 1473.0, 52.5], BGChm2XV5f, 5698198]
[ordered-list, [371.0, 368.0, 1473.0, 52.5], BGChm2XV5f, 5698198]
[ordered-list, [371.0, 420.5, 1473.0, 52.5], BGChm2XV5f, 5698198]
[ordered-list, [371.0, 473.0, 1473.0, 52.5], BGChm2XV5f, 5698198]
[section-title, [371.0, 556.0, 1592.0, 93.0], 4DUxW8dTAS, 5698198]
[ordered-list, [477.0, 664.0, 2249.0, 52.5], shoonya_1s82TGTTZJAOL0, 5698198]
[ordered-list, [477.0, 716.5, 2249.0, 52.5], shoonya_1s82TGTTZJAOL0, 5698198]
[ordered-list, [477.0, 769.0, 2249.0, 52.5], shoonya_1s82TGTTZJAOL0, 5698198]
[ordered-list, [477.0, 821.5, 2249.0, 52.5], shoonya_1s82TGTTZJAOL0, 5698198]
[ordered-list, [477.0, 874.0, 2249.0, 52.5], shoonya_1s82TGTTZJAOL0, 5698198]
[ordered-list, [477.0, 926.5, 2249.0, 52.5], shoonya_1s82TGTTZJAOL0, 5698198]
[ordered-list, [477.0, 979.0, 2249.0, 52.5], shoonya_1s82TGTTZJAOL0, 5698198]
[ordered-list, [477.0, 1031.5, 2249.0, 52.5], shoonya_1s82TGTTZJAOL0, 5698198]
[ordered-list, [477.0, 1084.0, 2249.0, 52.5], shoonya_1s82TGTTZJAOL0, 5698198]
[ordered-list, [477.0, 1136.5, 2249.0, 52.5], shoonya_1s82TGTTZJAOL0, 5698198]
[ordered-list, [477.0, 1189.0, 2249.0, 52.5], shoonya_1s82TGTTZJAOL0, 5698198]
[ordered-list, [477.0, 1241.5, 2249.0, 52.5], shoonya_1s82TGTTZJAOL0, 5698198]
[ordered-list, [477.0, 1294.0, 2249.0, 52.5], shoonya_1s82TGTTZJAOL0, 5698198]
[section-title, [374.0, 1399.0, 1243.0, 93.0], o86_vgKkp2, 5698198]
[unordered-list, [367.0, 1510.0, 2342.0, 52.5], EoniCyjrwF, 5698198]
[unordered-list, [367.0, 1562.5, 2342.0, 52.5], EoniCyjrwF, 5698198]
[unordered-list, [367.0, 1615.0, 2342.0, 52.5], EoniCyjrwF, 5698198]
[unordered-list, [367.0, 1667.5, 2342.0, 52.5], EoniCyjrwF, 5698198]
[unordered-list, [367.0, 1720.0, 2342.0, 52.5], EoniCyjrwF, 5698198]
[unordered-list, [367.0, 1772.5, 2342.0, 52.5], EoniCyjrwF, 5698198]
[unordered-list, [367.0, 1825.0, 2342.0, 52.5], EoniCyjrwF, 5698198]
[unordered-list, [367.0, 1877.5, 2342.0, 52.5], EoniCyjrwF, 5698198]
[unordered-list, [367.0, 1930.0, 2342.0, 52.5], EoniCyjrwF, 5698198]
[unordered-list, [367.0, 1982.5, 2342.0, 52.5], EoniCyjrwF, 5698198]
[unordered-list, [367.0, 2035.0, 2342.0, 52.5], EoniCyjrwF, 5698198]
[unordered-list, [367.0, 2087.5, 2342.0, 52.5], EoniCyjrwF, 5698198]
[unordered-list, [367.0, 2140.0, 2342.0, 52.5], EoniCyjrwF, 5698198]
[unordered-list, [367.0, 2192.5, 2342.0, 52.5], EoniCyjrwF, 5698198]
[unordered-list, [367.0, 2245.0, 2342.0, 52.5], EoniCyjrwF, 5698198]
[unordered-list, [367.0, 2297.5, 2342.0, 52.5], EoniCyjrwF, 5698198]
[unordered-list, [367.0, 2350.0, 2342.0, 52.5], EoniCyjrwF, 5698198]
[unordered-list, [367.0, 2402.5, 2342.0, 52.5], EoniCyjrwF, 5698198]
[unordered-list, [367.0, 2455.0, 2342.0, 52.5], EoniCyjrwF, 5698198]
[unordered-list, [367.0, 2507.5, 2342.0, 52.5], EoniCyjrwF, 5698198]
[unordered-list, [367.0, 2560.0, 2342.0, 52.5], EoniCyjrwF, 5698198]
[unordered-list, [367.0, 2612.5, 2342.0, 52.5], EoniCyjrwF, 5698198]
[unordered-list, [367.0, 2665.0, 2342.0, 52.5], EoniCyjrwF, 5698198]
[unordered-list, [367.0, 2717.5, 2342.0, 52.5], EoniCyjrwF, 5698198]
[unordered-list, [367.0, 2770.0, 2342.0, 52.5], EoniCyjrwF, 5698198]
[unordered-list, [367.0, 2822.5, 2342.0, 52.5], EoniCyjrwF, 5698198]
[unordered-list, [367.0, 2875.0, 2342.0, 52.5], EoniCyjrwF, 5698198]
[unordered-list, [367.0, 2927.5, 2342.0, 52.5], EoniCyjrwF, 5698198]
[unordered-list, [367.0, 2980.0, 2342.0, 52.5], EoniCyjrwF, 5698198]
[unordered-list, [367.0, 3032.5, 2342.0, 52.5], EoniCyjrwF, 5698198]
[unordered-list, [367.0, 3085.0, 2342.0, 52.5], EoniCyjrwF, 5698198]
[unordered-list, [367.0, 3137.5, 2342.0, 52.5], EoniCyjrwF, 5698198]
[unordered-list, [367.0, 3190.0, 2342.0, 52.5], EoniCyjrwF, 5698198]
[unordered-list, [367.0, 3242.5, 2342.0, 52.5], EoniCyjrwF, 5698198]
[unordered-list, [367.0, 3295.0, 2342.0, 52.5], EoniCyjrwF, 5698198]
[unordered-list, [367.0, 3347.5, 2342.0, 52.5], EoniCyjrwF, 5698198]
