[1754, 1241]
[folio, [53.0, 84.0, 160.0, 36.0], shoonya_4sIKCBGE3EAQ80, 6472556]
[paragraph, [63.0, 131.0, 544.0, 36.0], shoonya_5sH8R82CJH7WO5, 6472556]
[paragraph, [63.0, 167.0, 544.0, 36.0], shoonya_5sH8R82CJH7WO5, 6472556]
[paragraph, [63.0, 203.0, 544.0, 36.0], shoonya_5sH8R82CJH7WO5, 6472556]
[paragraph, [63.0, 239.0, 544.0, 36.0], shoonya_5sH8R82CJH7WO5, 6472556]
[paragraph, [63.0, 275.0, 544.0, 36.0], shoonya_5sH8R82CJH7WO5, 6472556]
[paragraph, [63.0, 311.0, 544.0, 36.0], shoonya_5sH8R82CJH7WO5, 6472556]
[unordered-list, [628.0, 136.0, 547.0, 36.0], 5JwfRU_5fv, 6472556]
[unordered-list, [628.0, 172.0, 547.0, 36.0], 5JwfRU_5fv, 6472556]
[unordered-list, [628.0, 208.0, 547.0, 36.0], 5JwfRU_5fv, 6472556]
[unordered-list, [628.0, 244.0, 547.0, 36.0], 5JwfRU_5fv, 6472556]
[unordered-list, [628.0, 280.0, 547.0, 36.0], 5JwfRU_5fv, 6472556]
[unordered-list, [628.0, 316.0, 547.0, 36.0], 5JwfRU_5fv, 6472556]
[unordered-list, [628.0, 352.0, 547.0, 36.0], 5JwfRU_5fv, 6472556]
[unordered-list, [628.0, 388.0, 547.0, 36.0], 5JwfRU_5fv, 6472556]
[unordered-list, [628.0, 424.0, 547.0, 36.0], 5JwfRU_5fv, 6472556]
[unordered-list, [628.0, 460.0, 547.0, 36.0], 5JwfRU_5fv, 6472556]
[unordered-list, [628.0, 496.0, 547.0, 36.0], 5JwfRU_5fv, 6472556]
[unordered-list, [628.0, 532.0, 547.0, 36.0], 5JwfRU_5fv, 6472556]
[unordered-list, [628.0, 568.0, 547.0, 36.0], 5JwfRU_5fv, 6472556]
[unordered-list, [628.0, 604.0, 547.0, 36.0], 5JwfRU_5fv, 6472556]
[unordered-list, [628.0, 640.0, 547.0, 36.0], 5JwfRU_5fv, 6472556]
[unordered-list, [628.0, 676.0, 547.0, 36.0], 5JwfRU_5fv, 6472556]
[unordered-list, [628.0, 712.0, 547.0, 36.0], 5JwfRU_5fv, 6472556]
[paragraph, [66.0, 403.0, 549.0, 36.0], Fwx4oRoLi4, 6472556]
[paragraph, [66.0, 439.0, 549.0, 36.0], Fwx4oRoLi4, 6472556]
[ordered-list, [58.0, 516.0, 554.0, 36.0], shoonya_11s7G7533Z37YM, 6472556]
[ordered-list, [58.0, 552.0, 554.0, 36.0], shoonya_11s7G7533Z37YM, 6472556]
[ordered-list, [58.0, 588.0, 554.0, 36.0], shoonya_11s7G7533Z37YM, 6472556]
[ordered-list, [58.0, 624.0, 554.0, 36.0], shoonya_11s7G7533Z37YM, 6472556]
[ordered-list, [58.0, 660.0, 554.0, 36.0], shoonya_11s7G7533Z37YM, 6472556]
[ordered-list, [58.0, 696.0, 554.0, 36.0], shoonya_11s7G7533Z37YM, 6472556]
[ordered-list, [58.0, 732.0, 554.0, 36.0], shoonya_11s7G7533Z37YM, 6472556]
[ordered-list, [58.0, 768.0, 554.0, 36.0], shoonya_11s7G7533Z37YM, 6472556]
[ordered-list, [58.0, 804.0, 554.0, 36.0], shoonya_11s7G7533Z37YM, 6472556]
[ordered-list, [58.0, 840.0, 554.0, 36.0], shoonya_11s7G7533Z37YM, 6472556]
[ordered-list, [58.0, 876.0, 554.0, 36.0], shoonya_11s7G7533Z37YM, 6472556]
[ordered-list, [58.0, 912.0, 554.0, 36.0], shoonya_11s7G7533Z37YM, 6472556]
[ordered-list, [58.0, 948.0, 554.0, 36.0], shoonya_11s7G7533Z37YM, 6472556]
[ordered-list, [58.0, 984.0, 554.0, 36.0], shoonya_11s7G7533Z37YM, 6472556]
[ordered-list, [58.0, 1020.0, 554.0, 36.0], shoonya_11s7G7533Z37YM, 6472556]
[section-title, [631.0, 779.0, 538.0, 49.5], shoonya_8sK74D433R9YDX, 6472556]
[ordered-list, [629.0, 850.0, 543.0, 36.0], shoonya_9sQEST4SXUGJZ7, 6472556]
[ordered-list, [629.0, 886.0, 543.0, 36.0], shoonya_9sQEST4SXUGJZ7, 6472556]
[ordered-list, [629.0, 922.0, 543.0, 36.0], shoonya_9sQEST4SXUGJZ7, 6472556]
[ordered-list, [629.0, 958.0, 543.0, 36.0], shoonya_9sQEST4SXUGJZ7, 6472556]
[ordered-list, [629.0, 994.0, 543.0, 36.0], shoonya_9sQEST4SXUGJZ7, 6472556]
[ordered-list, [629.0, 1030.0, 543.0, 36.0], shoonya_9sQEST4SXUGJZ7, 6472556]
[ordered-list, [629.0, 1066.0, 543.0, 36.0], shoonya_9sQEST4SXUGJZ7, 6472556]
[ordered-list, [629.0, 1102.0, 543.0, 36.0], shoonya_9sQEST4SXUGJZ7, 6472556]
[ordered-list, [629.0, 1138.0, 543.0, 36.0], shoonya_9sQEST4SXUGJZ7, 6472556]
[ordered-list, [629.0, 1174.0, 543.0, 36.0], shoonya_9sQEST4SXUGJZ7, 6472556]
[ordered-list, [629.0, 1210.0, 543.0, 36.0], shoonya_9sQEST4SXUGJZ7, 6472556]
[ordered-list, [629.0, 1246.0, 543.0, 36.0], shoonya_9sQEST4SXUGJZ7, 6472556]
[ordered-list, [629.0, 1282.0, 543.0, 36.0], shoonya_9sQEST4SXUGJZ7, 6472556]
[ordered-list, [629.0, 1318.0, 543.0, 36.0], shoonya_9sQEST4SXUGJZ7, 6472556]
[ordered-list, [629.0, 1354.0, 543.0, 36.0], shoonya_9sQEST4SXUGJZ7, 6472556]
[paragraph, [68.0, 1111.0, 536.0, 36.0], shoonya_3sJRAR3LBZJE8U, 6472556]
[paragraph, [68.0, 1147.0, 536.0, 36.0], shoonya_3sJRAR3LBZJE8U, 6472556]
[paragraph, [69.0, 1241.0, 544.0, 36.0], shoonya_7s346FQ9XV04EY, 6472556]
[paragraph, [69.0, 1277.0, 544.0, 36.0], shoonya_7s346FQ9XV04EY, 6472556]
[paragraph, [69.0, 1313.0, 544.0, 36.0], shoonya_7s346FQ9XV04EY, 6472556]
[paragraph, [69.0, 1349.0, 544.0, 36.0], shoonya_7s346FQ9XV04EY, 6472556]
[paragraph, [69.0, 1385.0, 544.0, 36.0], shoonya_7s346FQ9XV04EY, 6472556]
[paragraph, [69.0, 1421.0, 544.0, 36.0], shoonya_7s346FQ9XV04EY, 6472556]
[paragraph, [69.0, 1457.0, 544.0, 36.0], shoonya_7s346FQ9XV04EY, 6472556]
[section-title, [628.0, 1419.0, 546.0, 49.5], m2B_vSrl7j, 6472556]
[ordered-list, [628.0, 1491.0, 546.0, 36.0], ifUdB9VGbP, 6472556]
[ordered-list, [628.0, 1527.0, 546.0, 36.0], ifUdB9VGbP, 6472556]
[ordered-list, [628.0, 1563.0, 546.0, 36.0], ifUdB9VGbP, 6472556]
[unordered-list, [63.0, 1550.0, 427.0, 36.0], shoonya_0sGF8KC9Y0W1WG, 6472556]
[folio, [105.0, 1617.0, 89.0, 36.0], MGkenRb7o2, 6472556]
