[1755, 1240]
[folio, [623.0, 76.0, 509.0, 36.0], NsrAt0TCWM, 5743860]
[paragraph, [197.0, 207.0, 927.0, 36.0], shoonya_2sZKXBNN91U6ZF, 5743860]
[paragraph, [197.0, 243.0, 927.0, 36.0], shoonya_2sZKXBNN91U6ZF, 5743860]
[paragraph, [197.0, 279.0, 927.0, 36.0], shoonya_2sZKXBNN91U6ZF, 5743860]
[paragraph, [197.0, 315.0, 927.0, 36.0], shoonya_2sZKXBNN91U6ZF, 5743860]
[paragraph, [197.0, 351.0, 927.0, 36.0], shoonya_2sZKXBNN91U6ZF, 5743860]
[paragraph, [197.0, 387.0, 927.0, 36.0], shoonya_2sZKXBNN91U6ZF, 5743860]
[paragraph, [197.0, 423.0, 927.0, 36.0], shoonya_2sZKXBNN91U6ZF, 5743860]
[paragraph, [197.0, 459.0, 927.0, 36.0], shoonya_2sZKXBNN91U6ZF, 5743860]
[paragraph, [197.0, 495.0, 927.0, 36.0], shoonya_2sZKXBNN91U6ZF, 5743860]
[paragraph, [197.0, 531.0, 927.0, 36.0], shoonya_2sZKXBNN91U6ZF, 5743860]
[paragraph, [197.0, 567.0, 927.0, 36.0], shoonya_2sZKXBNN91U6ZF, 5743860]
[paragraph, [197.0, 603.0, 927.0, 36.0], shoonya_2sZKXBNN91U6ZF, 5743860]
[paragraph, [197.0, 639.0, 927.0, 36.0], shoonya_2sZKXBNN91U6ZF, 5743860]
[paragraph, [197.0, 675.0, 927.0, 36.0], shoonya_2sZKXBNN91U6ZF, 5743860]
[paragraph, [197.0, 711.0, 927.0, 36.0], shoonya_2sZKXBNN91U6ZF, 5743860]
[paragraph, [197.0, 747.0, 927.0, 36.0], shoonya_2sZKXBNN91U6ZF, 5743860]
[paragraph, [197.0, 783.0, 927.0, 36.0], shoonya_2sZKXBNN91U6ZF, 5743860]
[paragraph, [197.0, 819.0, 927.0, 36.0], shoonya_2sZKXBNN91U6ZF, 5743860]
[paragraph, [197.0, 855.0, 927.0, 36.0], shoonya_2sZKXBNN91U6ZF, 5743860]
[paragraph, [197.0, 891.0, 927.0, 36.0], shoonya_2sZKXBNN91U6ZF, 5743860]
[paragraph, [197.0, 927.0, 927.0, 36.0], shoonya_2sZKXBNN91U6ZF, 5743860]
[paragraph, [197.0, 963.0, 927.0, 36.0], shoonya_2sZKXBNN91U6ZF, 5743860]
[paragraph, [197.0, 999.0, 927.0, 36.0], shoonya_2sZKXBNN91U6ZF, 5743860]
[paragraph, [197.0, 1035.0, 927.0, 36.0], shoonya_2sZKXBNN91U6ZF, 5743860]
[paragraph, [197.0, 1071.0, 927.0, 36.0], shoonya_2sZKXBNN91U6ZF, 5743860]
[paragraph, [200.0, 1146.0, 927.0, 36.0], shoonya_0sT97M8LHMWVK0, 5743860]
[paragraph, [200.0, 1182.0, 927.0, 36.0], shoonya_0sT97M8LHMWVK0, 5743860]
[paragraph, [200.0, 1218.0, 927.0, 36.0], shoonya_0sT97M8LHMWVK0, 5743860]
[paragraph, [200.0, 1254.0, 927.0, 36.0], shoonya_0sT97M8LHMWVK0, 5743860]
[paragraph, [200.0, 1290.0, 927.0, 36.0], shoonya_0sT97M8LHMWVK0, 5743860]
[paragraph, [200.0, 1326.0, 927.0, 36.0], shoonya_0sT97M8LHMWVK0, 5743860]
[paragraph, [200.0, 1362.0, 927.0, 36.0], shoonya_0sT97M8LHMWVK0, 5743860]
[paragraph, [200.0, 1398.0, 927.0, 36.0], shoonya_0sT97M8LHMWVK0, 5743860]
[paragraph, [200.0, 1434.0, 927.0, 36.0], shoonya_0sT97M8LHMWVK0, 5743860]
[paragraph, [200.0, 1470.0, 927.0, 36.0], shoonya_0sT97M8LHMWVK0, 5743860]
[paragraph, [200.0, 1506.0, 927.0, 36.0], shoonya_0sT97M8LHMWVK0, 5743860]
[paragraph, [200.0, 1542.0, 927.0, 36.0], shoonya_0sT97M8LHMWVK0, 5743860]
