[1755, 1241]
[folio, [690.0, 88.0, 352.0, 36.0], Wj1Dux8fvK, 5760498]
[paragraph, [228.0, 152.0, 813.0, 36.0], shoonya_0sM9FZ5DK476TD, 5760498]
[paragraph, [228.0, 188.0, 813.0, 36.0], shoonya_0sM9FZ5DK476TD, 5760498]
[paragraph, [228.0, 224.0, 813.0, 36.0], shoonya_0sM9FZ5DK476TD, 5760498]
[paragraph, [228.0, 260.0, 813.0, 36.0], shoonya_0sM9FZ5DK476TD, 5760498]
[paragraph, [228.0, 296.0, 813.0, 36.0], shoonya_0sM9FZ5DK476TD, 5760498]
[paragraph, [228.0, 332.0, 813.0, 36.0], shoonya_0sM9FZ5DK476TD, 5760498]
[paragraph, [228.0, 368.0, 813.0, 36.0], shoonya_0sM9FZ5DK476TD, 5760498]
[paragraph, [228.0, 404.0, 813.0, 36.0], shoonya_0sM9FZ5DK476TD, 5760498]
[paragraph, [228.0, 440.0, 813.0, 36.0], shoonya_0sM9FZ5DK476TD, 5760498]
[paragraph, [228.0, 476.0, 813.0, 36.0], shoonya_0sM9FZ5DK476TD, 5760498]
[paragraph, [228.0, 512.0, 813.0, 36.0], shoonya_0sM9FZ5DK476TD, 5760498]
[paragraph, [228.0, 548.0, 813.0, 36.0], shoonya_0sM9FZ5DK476TD, 5760498]
[paragraph, [228.0, 584.0, 813.0, 36.0], shoonya_0sM9FZ5DK476TD, 5760498]
[paragraph, [224.0, 648.0, 812.0, 36.0], gJn5e5poFi, 5760498]
[paragraph, [224.0, 684.0, 812.0, 36.0], gJn5e5poFi, 5760498]
[paragraph, [224.0, 720.0, 812.0, 36.0], gJn5e5poFi, 5760498]
[paragraph, [224.0, 756.0, 812.0, 36.0], gJn5e5poFi, 5760498]
[paragraph, [224.0, 792.0, 812.0, 36.0], gJn5e5poFi, 5760498]
[paragraph, [224.0, 828.0, 812.0, 36.0], gJn5e5poFi, 5760498]
[paragraph, [226.0, 878.0, 809.0, 36.0], 0aoWBq5qkX, 5760498]
[paragraph, [226.0, 914.0, 809.0, 36.0], 0aoWBq5qkX, 5760498]
[paragraph, [226.0, 950.0, 809.0, 36.0], 0aoWBq5qkX, 5760498]
[paragraph, [226.0, 986.0, 809.0, 36.0], 0aoWBq5qkX, 5760498]
[paragraph, [226.0, 1022.0, 809.0, 36.0], 0aoWBq5qkX, 5760498]
[paragraph, [226.0, 1058.0, 809.0, 36.0], 0aoWBq5qkX, 5760498]
[paragraph, [226.0, 1094.0, 809.0, 36.0], 0aoWBq5qkX, 5760498]
[paragraph, [223.0, 1145.0, 809.0, 36.0], BOS8T_VkjK, 5760498]
[paragraph, [223.0, 1181.0, 809.0, 36.0], BOS8T_VkjK, 5760498]
[paragraph, [223.0, 1217.0, 809.0, 36.0], BOS8T_VkjK, 5760498]
[paragraph, [223.0, 1253.0, 809.0, 36.0], BOS8T_VkjK, 5760498]
[paragraph, [223.0, 1289.0, 809.0, 36.0], BOS8T_VkjK, 5760498]
[paragraph, [223.0, 1325.0, 809.0, 36.0], BOS8T_VkjK, 5760498]
[paragraph, [223.0, 1361.0, 809.0, 36.0], BOS8T_VkjK, 5760498]
[paragraph, [218.0, 1415.0, 809.0, 36.0], QF8-SxSvDB, 5760498]
[paragraph, [218.0, 1451.0, 809.0, 36.0], QF8-SxSvDB, 5760498]
[paragraph, [218.0, 1487.0, 809.0, 36.0], QF8-SxSvDB, 5760498]
[paragraph, [218.0, 1523.0, 809.0, 36.0], QF8-SxSvDB, 5760498]
[paragraph, [218.0, 1559.0, 809.0, 36.0], QF8-SxSvDB, 5760498]
[paragraph, [218.0, 1595.0, 809.0, 36.0], QF8-SxSvDB, 5760498]
