[1437, 878]
[headline, [245.0, 70.0, 496.0, 25.5], toMg5Aow7q, 5770593]
[headline, [245.0, 95.5, 496.0, 25.5], toMg5Aow7q, 5770593]
[paragraph, [436.0, 136.0, 359.0, 18.0], RkSqfQsabN, 5770593]
[paragraph, [436.0, 154.0, 359.0, 18.0], RkSqfQsabN, 5770593]
[paragraph, [436.0, 172.0, 359.0, 18.0], RkSqfQsabN, 5770593]
[paragraph, [436.0, 190.0, 359.0, 18.0], RkSqfQsabN, 5770593]
[paragraph, [436.0, 208.0, 359.0, 18.0], RkSqfQsabN, 5770593]
[paragraph, [436.0, 226.0, 359.0, 18.0], RkSqfQsabN, 5770593]
[paragraph, [67.0, 137.0, 308.0, 18.0], shoonya_0s1N84FXEPZZC4, 5770593]
[paragraph, [67.0, 155.0, 308.0, 18.0], shoonya_0s1N84FXEPZZC4, 5770593]
[paragraph, [71.0, 169.0, 356.0, 18.0], yCYvcdAxIq, 5770593]
[paragraph, [71.0, 187.0, 356.0, 18.0], yCYvcdAxIq, 5770593]
[paragraph, [71.0, 205.0, 356.0, 18.0], yCYvcdAxIq, 5770593]
[paragraph, [71.0, 223.0, 356.0, 18.0], yCYvcdAxIq, 5770593]
[paragraph, [71.0, 241.0, 356.0, 18.0], yCYvcdAxIq, 5770593]
[paragraph, [71.0, 259.0, 356.0, 18.0], yCYvcdAxIq, 5770593]
[paragraph, [71.0, 277.0, 356.0, 18.0], yCYvcdAxIq, 5770593]
[paragraph, [71.0, 295.0, 356.0, 18.0], yCYvcdAxIq, 5770593]
[paragraph, [71.0, 313.0, 356.0, 18.0], yCYvcdAxIq, 5770593]
[paragraph, [71.0, 331.0, 356.0, 18.0], yCYvcdAxIq, 5770593]
[paragraph, [71.0, 349.0, 356.0, 18.0], yCYvcdAxIq, 5770593]
[paragraph, [71.0, 367.0, 356.0, 18.0], yCYvcdAxIq, 5770593]
[paragraph, [71.0, 385.0, 356.0, 18.0], yCYvcdAxIq, 5770593]
[paragraph, [71.0, 403.0, 356.0, 18.0], yCYvcdAxIq, 5770593]
[paragraph, [71.0, 421.0, 356.0, 18.0], yCYvcdAxIq, 5770593]
[paragraph, [71.0, 439.0, 356.0, 18.0], yCYvcdAxIq, 5770593]
[paragraph, [71.0, 457.0, 356.0, 18.0], yCYvcdAxIq, 5770593]
[paragraph, [71.0, 475.0, 356.0, 18.0], yCYvcdAxIq, 5770593]
[paragraph, [440.0, 253.0, 353.0, 18.0], iMwbBwLZUH, 5770593]
[paragraph, [440.0, 271.0, 353.0, 18.0], iMwbBwLZUH, 5770593]
[paragraph, [440.0, 289.0, 353.0, 18.0], iMwbBwLZUH, 5770593]
[paragraph, [440.0, 307.0, 353.0, 18.0], iMwbBwLZUH, 5770593]
[paragraph, [440.0, 325.0, 353.0, 18.0], iMwbBwLZUH, 5770593]
[paragraph, [440.0, 343.0, 353.0, 18.0], iMwbBwLZUH, 5770593]
[paragraph, [440.0, 361.0, 353.0, 18.0], iMwbBwLZUH, 5770593]
[paragraph, [440.0, 379.0, 353.0, 18.0], iMwbBwLZUH, 5770593]
[paragraph, [443.0, 398.0, 356.0, 18.0], mOgxMHXXF3, 5770593]
[paragraph, [443.0, 416.0, 356.0, 18.0], mOgxMHXXF3, 5770593]
[paragraph, [443.0, 434.0, 356.0, 18.0], mOgxMHXXF3, 5770593]
[paragraph, [443.0, 452.0, 356.0, 18.0], mOgxMHXXF3, 5770593]
[paragraph, [443.0, 470.0, 356.0, 18.0], mOgxMHXXF3, 5770593]
[paragraph, [443.0, 488.0, 356.0, 18.0], mOgxMHXXF3, 5770593]
[paragraph, [443.0, 506.0, 356.0, 18.0], mOgxMHXXF3, 5770593]
[paragraph, [443.0, 524.0, 356.0, 18.0], mOgxMHXXF3, 5770593]
[paragraph, [443.0, 542.0, 356.0, 18.0], mOgxMHXXF3, 5770593]
[paragraph, [443.0, 560.0, 356.0, 18.0], mOgxMHXXF3, 5770593]
[paragraph, [443.0, 578.0, 356.0, 18.0], mOgxMHXXF3, 5770593]
[paragraph, [443.0, 596.0, 356.0, 18.0], mOgxMHXXF3, 5770593]
[paragraph, [443.0, 614.0, 356.0, 18.0], mOgxMHXXF3, 5770593]
[paragraph, [443.0, 632.0, 356.0, 18.0], mOgxMHXXF3, 5770593]
[paragraph, [443.0, 650.0, 356.0, 18.0], mOgxMHXXF3, 5770593]
[paragraph, [443.0, 668.0, 356.0, 18.0], mOgxMHXXF3, 5770593]
[paragraph, [443.0, 686.0, 356.0, 18.0], mOgxMHXXF3, 5770593]
[paragraph, [443.0, 704.0, 356.0, 18.0], mOgxMHXXF3, 5770593]
[paragraph, [443.0, 722.0, 356.0, 18.0], mOgxMHXXF3, 5770593]
[paragraph, [79.0, 503.0, 354.0, 18.0], KytQt1vOnj, 5770593]
[paragraph, [79.0, 521.0, 354.0, 18.0], KytQt1vOnj, 5770593]
[paragraph, [79.0, 539.0, 354.0, 18.0], KytQt1vOnj, 5770593]
[paragraph, [79.0, 557.0, 354.0, 18.0], KytQt1vOnj, 5770593]
[paragraph, [79.0, 575.0, 354.0, 18.0], KytQt1vOnj, 5770593]
[paragraph, [79.0, 593.0, 354.0, 18.0], KytQt1vOnj, 5770593]
[paragraph, [79.0, 611.0, 354.0, 18.0], KytQt1vOnj, 5770593]
[paragraph, [79.0, 629.0, 354.0, 18.0], KytQt1vOnj, 5770593]
[paragraph, [79.0, 647.0, 354.0, 18.0], KytQt1vOnj, 5770593]
[paragraph, [79.0, 665.0, 354.0, 18.0], KytQt1vOnj, 5770593]
[paragraph, [79.0, 683.0, 354.0, 18.0], KytQt1vOnj, 5770593]
[paragraph, [79.0, 701.0, 354.0, 18.0], KytQt1vOnj, 5770593]
[paragraph, [79.0, 719.0, 354.0, 18.0], KytQt1vOnj, 5770593]
[paragraph, [79.0, 737.0, 354.0, 18.0], KytQt1vOnj, 5770593]
[paragraph, [444.0, 744.0, 363.0, 18.0], H1jDCtHN_h, 5770593]
[paragraph, [444.0, 762.0, 363.0, 18.0], H1jDCtHN_h, 5770593]
[paragraph, [444.0, 780.0, 363.0, 18.0], H1jDCtHN_h, 5770593]
[paragraph, [444.0, 798.0, 363.0, 18.0], H1jDCtHN_h, 5770593]
[paragraph, [444.0, 816.0, 363.0, 18.0], H1jDCtHN_h, 5770593]
[paragraph, [444.0, 834.0, 363.0, 18.0], H1jDCtHN_h, 5770593]
[paragraph, [444.0, 852.0, 363.0, 18.0], H1jDCtHN_h, 5770593]
[paragraph, [444.0, 870.0, 363.0, 18.0], H1jDCtHN_h, 5770593]
[paragraph, [444.0, 888.0, 363.0, 18.0], H1jDCtHN_h, 5770593]
[paragraph, [444.0, 906.0, 363.0, 18.0], H1jDCtHN_h, 5770593]
[paragraph, [444.0, 924.0, 363.0, 18.0], H1jDCtHN_h, 5770593]
[paragraph, [444.0, 942.0, 363.0, 18.0], H1jDCtHN_h, 5770593]
[paragraph, [444.0, 960.0, 363.0, 18.0], H1jDCtHN_h, 5770593]
[paragraph, [444.0, 978.0, 363.0, 18.0], H1jDCtHN_h, 5770593]
[paragraph, [444.0, 996.0, 363.0, 18.0], H1jDCtHN_h, 5770593]
[paragraph, [78.0, 761.0, 358.0, 18.0], YV5Hu2b1FX, 5770593]
[paragraph, [78.0, 779.0, 358.0, 18.0], YV5Hu2b1FX, 5770593]
[paragraph, [78.0, 797.0, 358.0, 18.0], YV5Hu2b1FX, 5770593]
[paragraph, [78.0, 815.0, 358.0, 18.0], YV5Hu2b1FX, 5770593]
[paragraph, [78.0, 833.0, 358.0, 18.0], YV5Hu2b1FX, 5770593]
[paragraph, [77.0, 853.0, 366.0, 18.0], 8H5FGNn7al, 5770593]
[paragraph, [77.0, 871.0, 366.0, 18.0], 8H5FGNn7al, 5770593]
[paragraph, [77.0, 889.0, 366.0, 18.0], 8H5FGNn7al, 5770593]
[paragraph, [77.0, 907.0, 366.0, 18.0], 8H5FGNn7al, 5770593]
[paragraph, [77.0, 925.0, 366.0, 18.0], 8H5FGNn7al, 5770593]
[paragraph, [77.0, 943.0, 366.0, 18.0], 8H5FGNn7al, 5770593]
[paragraph, [73.0, 966.0, 372.0, 18.0], EzH1uNMW21, 5770593]
[paragraph, [73.0, 984.0, 372.0, 18.0], EzH1uNMW21, 5770593]
[paragraph, [73.0, 1002.0, 372.0, 18.0], EzH1uNMW21, 5770593]
[paragraph, [73.0, 1020.0, 372.0, 18.0], EzH1uNMW21, 5770593]
[paragraph, [73.0, 1038.0, 372.0, 18.0], EzH1uNMW21, 5770593]
[paragraph, [73.0, 1056.0, 372.0, 18.0], EzH1uNMW21, 5770593]
[paragraph, [447.0, 1058.0, 365.0, 18.0], gUOZ-ir2Zt, 5770593]
[paragraph, [447.0, 1076.0, 365.0, 18.0], gUOZ-ir2Zt, 5770593]
[paragraph, [447.0, 1094.0, 365.0, 18.0], gUOZ-ir2Zt, 5770593]
[paragraph, [447.0, 1112.0, 365.0, 18.0], gUOZ-ir2Zt, 5770593]
[paragraph, [447.0, 1130.0, 365.0, 18.0], gUOZ-ir2Zt, 5770593]
[paragraph, [447.0, 1148.0, 365.0, 18.0], gUOZ-ir2Zt, 5770593]
[paragraph, [447.0, 1166.0, 365.0, 18.0], gUOZ-ir2Zt, 5770593]
[paragraph, [447.0, 1184.0, 365.0, 18.0], gUOZ-ir2Zt, 5770593]
[paragraph, [447.0, 1202.0, 365.0, 18.0], gUOZ-ir2Zt, 5770593]
[paragraph, [447.0, 1220.0, 365.0, 18.0], gUOZ-ir2Zt, 5770593]
[paragraph, [447.0, 1238.0, 365.0, 18.0], gUOZ-ir2Zt, 5770593]
[paragraph, [447.0, 1256.0, 365.0, 18.0], gUOZ-ir2Zt, 5770593]
[paragraph, [80.0, 1078.0, 364.0, 18.0], DO5MspBtAz, 5770593]
[paragraph, [80.0, 1096.0, 364.0, 18.0], DO5MspBtAz, 5770593]
[paragraph, [80.0, 1114.0, 364.0, 18.0], DO5MspBtAz, 5770593]
[paragraph, [68.0, 1134.0, 378.0, 18.0], pLYkphLpMy, 5770593]
[paragraph, [68.0, 1152.0, 378.0, 18.0], pLYkphLpMy, 5770593]
[paragraph, [68.0, 1170.0, 378.0, 18.0], pLYkphLpMy, 5770593]
[paragraph, [68.0, 1188.0, 378.0, 18.0], pLYkphLpMy, 5770593]
[paragraph, [68.0, 1206.0, 378.0, 18.0], pLYkphLpMy, 5770593]
[paragraph, [68.0, 1224.0, 378.0, 18.0], pLYkphLpMy, 5770593]
[paragraph, [68.0, 1242.0, 378.0, 18.0], pLYkphLpMy, 5770593]
[footnote, [79.0, 1293.0, 733.0, 18.0], d7e3bdNDfz, 5770593]
[footnote, [79.0, 1311.0, 733.0, 18.0], d7e3bdNDfz, 5770593]
[footnote, [79.0, 1329.0, 733.0, 18.0], d7e3bdNDfz, 5770593]
