[1654, 1241]
[sub-section-title, [84.0, 154.0, 351.0, 36.0], shoonya_5sH0YWL6HDHXHK, 6468303]
[paragraph, [81.0, 200.0, 1078.0, 36.0], shoonya_1s9IGNVSKZ0054, 6468303]
[paragraph, [81.0, 236.0, 1078.0, 36.0], shoonya_1s9IGNVSKZ0054, 6468303]
[paragraph, [81.0, 272.0, 1078.0, 36.0], shoonya_1s9IGNVSKZ0054, 6468303]
[paragraph, [81.0, 308.0, 1078.0, 36.0], shoonya_1s9IGNVSKZ0054, 6468303]
[paragraph, [81.0, 344.0, 1078.0, 36.0], shoonya_1s9IGNVSKZ0054, 6468303]
[paragraph, [81.0, 380.0, 1078.0, 36.0], shoonya_1s9IGNVSKZ0054, 6468303]
[paragraph, [81.0, 416.0, 1078.0, 36.0], shoonya_1s9IGNVSKZ0054, 6468303]
[paragraph, [77.0, 490.0, 1086.0, 36.0], shoonya_3sQOQ3HTP3G4TV, 6468303]
[paragraph, [77.0, 526.0, 1086.0, 36.0], shoonya_3sQOQ3HTP3G4TV, 6468303]
[paragraph, [77.0, 562.0, 1086.0, 36.0], shoonya_3sQOQ3HTP3G4TV, 6468303]
[paragraph, [77.0, 598.0, 1086.0, 36.0], shoonya_3sQOQ3HTP3G4TV, 6468303]
[paragraph, [77.0, 634.0, 1086.0, 36.0], shoonya_3sQOQ3HTP3G4TV, 6468303]
[paragraph, [77.0, 670.0, 1086.0, 36.0], shoonya_3sQOQ3HTP3G4TV, 6468303]
[paragraph, [76.0, 740.0, 1088.0, 36.0], shoonya_0sW6GFCBOMQENA, 6468303]
[paragraph, [76.0, 776.0, 1088.0, 36.0], shoonya_0sW6GFCBOMQENA, 6468303]
[paragraph, [76.0, 812.0, 1088.0, 36.0], shoonya_0sW6GFCBOMQENA, 6468303]
[paragraph, [76.0, 848.0, 1088.0, 36.0], shoonya_0sW6GFCBOMQENA, 6468303]
[paragraph, [76.0, 884.0, 1088.0, 36.0], shoonya_0sW6GFCBOMQENA, 6468303]
[paragraph, [76.0, 920.0, 1088.0, 36.0], shoonya_0sW6GFCBOMQENA, 6468303]
[paragraph, [76.0, 956.0, 1088.0, 36.0], shoonya_0sW6GFCBOMQENA, 6468303]
[paragraph, [76.0, 992.0, 1088.0, 36.0], shoonya_0sW6GFCBOMQENA, 6468303]
[paragraph, [76.0, 1028.0, 1088.0, 36.0], shoonya_0sW6GFCBOMQENA, 6468303]
[paragraph, [129.0, 1141.0, 1034.0, 36.0], shoonya_2sYXLP8QKSQBTQ, 6468303]
[paragraph, [129.0, 1177.0, 1034.0, 36.0], shoonya_2sYXLP8QKSQBTQ, 6468303]
[paragraph, [129.0, 1213.0, 1034.0, 36.0], shoonya_2sYXLP8QKSQBTQ, 6468303]
[paragraph, [129.0, 1249.0, 1034.0, 36.0], shoonya_2sYXLP8QKSQBTQ, 6468303]
[paragraph, [129.0, 1285.0, 1034.0, 36.0], shoonya_2sYXLP8QKSQBTQ, 6468303]
[paragraph, [126.0, 1357.0, 1032.0, 36.0], shoonya_6sR1EQ24EGZGEX, 6468303]
[paragraph, [126.0, 1393.0, 1032.0, 36.0], shoonya_6sR1EQ24EGZGEX, 6468303]
[paragraph, [126.0, 1429.0, 1032.0, 36.0], shoonya_6sR1EQ24EGZGEX, 6468303]
[paragraph, [126.0, 1465.0, 1032.0, 36.0], shoonya_6sR1EQ24EGZGEX, 6468303]
