[1728, 1296]
[section-title, [43.0, 37.0, 707.0, 49.5], K6m8Fpzn-K, 5771563]
[section-title, [43.0, 86.5, 707.0, 49.5], K6m8Fpzn-K, 5771563]
[headline, [871.0, 63.0, 319.0, 37.5], OCo-KRFvM6, 5771563]
[headline, [871.0, 100.5, 319.0, 37.5], OCo-KRFvM6, 5771563]
[headline, [871.0, 138.0, 319.0, 37.5], OCo-KRFvM6, 5771563]
[folio, [900.0, 188.0, 253.0, 36.0], RmaUkiKKn1, 5771563]
[sub-section-title, [89.0, 199.0, 722.0, 36.0], cQzpuyu_7E, 5771563]
[sub-section-title, [89.0, 235.0, 722.0, 36.0], cQzpuyu_7E, 5771563]
[unordered-list, [24.0, 310.0, 1183.0, 36.0], shoonya_4sR7GF28I4XYRR, 5771563]
[unordered-list, [24.0, 346.0, 1183.0, 36.0], shoonya_4sR7GF28I4XYRR, 5771563]
[unordered-list, [24.0, 382.0, 1183.0, 36.0], shoonya_4sR7GF28I4XYRR, 5771563]
[unordered-list, [24.0, 418.0, 1183.0, 36.0], shoonya_4sR7GF28I4XYRR, 5771563]
[unordered-list, [24.0, 454.0, 1183.0, 36.0], shoonya_4sR7GF28I4XYRR, 5771563]
[unordered-list, [24.0, 490.0, 1183.0, 36.0], shoonya_4sR7GF28I4XYRR, 5771563]
[unordered-list, [24.0, 526.0, 1183.0, 36.0], shoonya_4sR7GF28I4XYRR, 5771563]
[unordered-list, [24.0, 562.0, 1183.0, 36.0], shoonya_4sR7GF28I4XYRR, 5771563]
[unordered-list, [24.0, 598.0, 1183.0, 36.0], shoonya_4sR7GF28I4XYRR, 5771563]
[unordered-list, [24.0, 634.0, 1183.0, 36.0], shoonya_4sR7GF28I4XYRR, 5771563]
[unordered-list, [24.0, 670.0, 1183.0, 36.0], shoonya_4sR7GF28I4XYRR, 5771563]
[unordered-list, [24.0, 706.0, 1183.0, 36.0], shoonya_4sR7GF28I4XYRR, 5771563]
[unordered-list, [24.0, 742.0, 1183.0, 36.0], shoonya_4sR7GF28I4XYRR, 5771563]
[unordered-list, [24.0, 778.0, 1183.0, 36.0], shoonya_4sR7GF28I4XYRR, 5771563]
[unordered-list, [24.0, 814.0, 1183.0, 36.0], shoonya_4sR7GF28I4XYRR, 5771563]
[unordered-list, [24.0, 850.0, 1183.0, 36.0], shoonya_4sR7GF28I4XYRR, 5771563]
[unordered-list, [24.0, 886.0, 1183.0, 36.0], shoonya_4sR7GF28I4XYRR, 5771563]
[unordered-list, [24.0, 922.0, 1183.0, 36.0], shoonya_4sR7GF28I4XYRR, 5771563]
[unordered-list, [24.0, 958.0, 1183.0, 36.0], shoonya_4sR7GF28I4XYRR, 5771563]
[unordered-list, [24.0, 994.0, 1183.0, 36.0], shoonya_4sR7GF28I4XYRR, 5771563]
[unordered-list, [24.0, 1030.0, 1183.0, 36.0], shoonya_4sR7GF28I4XYRR, 5771563]
[unordered-list, [24.0, 1066.0, 1183.0, 36.0], shoonya_4sR7GF28I4XYRR, 5771563]
[unordered-list, [24.0, 1102.0, 1183.0, 36.0], shoonya_4sR7GF28I4XYRR, 5771563]
[unordered-list, [24.0, 1138.0, 1183.0, 36.0], shoonya_4sR7GF28I4XYRR, 5771563]
[unordered-list, [24.0, 1174.0, 1183.0, 36.0], shoonya_4sR7GF28I4XYRR, 5771563]
[unordered-list, [24.0, 1210.0, 1183.0, 36.0], shoonya_4sR7GF28I4XYRR, 5771563]
[unordered-list, [24.0, 1246.0, 1183.0, 36.0], shoonya_4sR7GF28I4XYRR, 5771563]
[unordered-list, [24.0, 1282.0, 1183.0, 36.0], shoonya_4sR7GF28I4XYRR, 5771563]
[unordered-list, [24.0, 1318.0, 1183.0, 36.0], shoonya_4sR7GF28I4XYRR, 5771563]
[unordered-list, [24.0, 1354.0, 1183.0, 36.0], shoonya_4sR7GF28I4XYRR, 5771563]
[unordered-list, [24.0, 1390.0, 1183.0, 36.0], shoonya_4sR7GF28I4XYRR, 5771563]
[unordered-list, [24.0, 1426.0, 1183.0, 36.0], shoonya_4sR7GF28I4XYRR, 5771563]
[figure-caption, [613.0, 1596.0, 150.0, 36.0], _1JD3wZr4r, 5771563]
