[1763, 1275]
[section-title, [355.0, 54.0, 175.0, 49.5], y_Xz9MT3Os, 5713350]
[author, [362.0, 127.0, 180.0, 36.0], 7GmoRFiiPY, 5713350]
[paragraph, [820.0, 185.0, 376.0, 36.0], cmOUJV0wfu, 5713350]
[paragraph, [820.0, 221.0, 376.0, 36.0], cmOUJV0wfu, 5713350]
[paragraph, [348.0, 188.0, 415.0, 36.0], DhgR-DviJO, 5713350]
[paragraph, [348.0, 224.0, 415.0, 36.0], DhgR-DviJO, 5713350]
[paragraph, [348.0, 260.0, 415.0, 36.0], DhgR-DviJO, 5713350]
[paragraph, [825.0, 279.0, 435.0, 36.0], uHBXhz_uWN, 5713350]
[paragraph, [825.0, 315.0, 435.0, 36.0], uHBXhz_uWN, 5713350]
[paragraph, [825.0, 351.0, 435.0, 36.0], uHBXhz_uWN, 5713350]
[paragraph, [355.0, 345.0, 359.0, 36.0], 7Xv9PXWQ6u, 5713350]
[paragraph, [355.0, 381.0, 359.0, 36.0], 7Xv9PXWQ6u, 5713350]
[paragraph, [355.0, 417.0, 359.0, 36.0], 7Xv9PXWQ6u, 5713350]
[paragraph, [355.0, 453.0, 359.0, 36.0], 7Xv9PXWQ6u, 5713350]
[paragraph, [822.0, 422.0, 428.0, 36.0], CsFPSBc_0K, 5713350]
[paragraph, [822.0, 458.0, 428.0, 36.0], CsFPSBc_0K, 5713350]
[paragraph, [822.0, 494.0, 428.0, 36.0], CsFPSBc_0K, 5713350]
[paragraph, [822.0, 530.0, 428.0, 36.0], CsFPSBc_0K, 5713350]
[section-title, [49.0, 423.0, 212.0, 49.5], zSiKN2kT5X, 5713350]
[author, [57.0, 486.0, 205.0, 36.0], QWDyH-cTGx, 5713350]
[paragraph, [352.0, 495.0, 415.0, 36.0], xEdi29MbW3, 5713350]
[paragraph, [352.0, 531.0, 415.0, 36.0], xEdi29MbW3, 5713350]
[paragraph, [52.0, 554.0, 294.0, 36.0], sKrlUZIr1R, 5713350]
[paragraph, [52.0, 590.0, 294.0, 36.0], sKrlUZIr1R, 5713350]
[paragraph, [52.0, 626.0, 294.0, 36.0], sKrlUZIr1R, 5713350]
[paragraph, [52.0, 662.0, 294.0, 36.0], sKrlUZIr1R, 5713350]
[paragraph, [52.0, 702.0, 309.0, 36.0], K9EhUYHR3w, 5713350]
[paragraph, [52.0, 738.0, 309.0, 36.0], K9EhUYHR3w, 5713350]
[paragraph, [52.0, 774.0, 309.0, 36.0], K9EhUYHR3w, 5713350]
[author, [480.0, 777.0, 168.0, 36.0], phUon-J7Ll, 5713350]
[author, [989.0, 784.0, 219.0, 36.0], uhBvWgBLOg, 5713350]
[paragraph, [49.0, 850.0, 291.0, 36.0], EiUBkk-GSp, 5713350]
[paragraph, [49.0, 886.0, 291.0, 36.0], EiUBkk-GSp, 5713350]
[paragraph, [49.0, 922.0, 291.0, 36.0], EiUBkk-GSp, 5713350]
[paragraph, [980.0, 855.0, 262.0, 36.0], N0c4EXhbDR, 5713350]
[paragraph, [980.0, 891.0, 262.0, 36.0], N0c4EXhbDR, 5713350]
[paragraph, [980.0, 927.0, 262.0, 36.0], N0c4EXhbDR, 5713350]
[paragraph, [980.0, 963.0, 262.0, 36.0], N0c4EXhbDR, 5713350]
[paragraph, [980.0, 999.0, 262.0, 36.0], N0c4EXhbDR, 5713350]
[paragraph, [980.0, 1035.0, 262.0, 36.0], N0c4EXhbDR, 5713350]
[paragraph, [980.0, 1071.0, 262.0, 36.0], N0c4EXhbDR, 5713350]
[paragraph, [980.0, 1107.0, 262.0, 36.0], N0c4EXhbDR, 5713350]
[paragraph, [478.0, 861.0, 297.0, 36.0], 1LykSiaO7N, 5713350]
