[1275, 750]
[folio, [232.0, 80.0, 294.0, 18.0], 3RlznPWkvr, 5767695]
[folio, [232.0, 98.0, 294.0, 18.0], 3RlznPWkvr, 5767695]
[folio, [232.0, 116.0, 294.0, 18.0], 3RlznPWkvr, 5767695]
[paragraph, [85.0, 154.0, 590.0, 18.0], shoonya_1sWN4GRD8N62U9, 5767695]
[paragraph, [85.0, 172.0, 590.0, 18.0], shoonya_1sWN4GRD8N62U9, 5767695]
[paragraph, [85.0, 190.0, 590.0, 18.0], shoonya_1sWN4GRD8N62U9, 5767695]
[paragraph, [85.0, 208.0, 590.0, 18.0], shoonya_1sWN4GRD8N62U9, 5767695]
[paragraph, [69.0, 257.0, 611.0, 18.0], shoonya_2sD01KMQOZREP4, 5767695]
[paragraph, [69.0, 275.0, 611.0, 18.0], shoonya_2sD01KMQOZREP4, 5767695]
[paragraph, [69.0, 293.0, 611.0, 18.0], shoonya_2sD01KMQOZREP4, 5767695]
[paragraph, [69.0, 311.0, 611.0, 18.0], shoonya_2sD01KMQOZREP4, 5767695]
[paragraph, [69.0, 329.0, 611.0, 18.0], shoonya_2sD01KMQOZREP4, 5767695]
[paragraph, [69.0, 347.0, 611.0, 18.0], shoonya_2sD01KMQOZREP4, 5767695]
[paragraph, [69.0, 365.0, 611.0, 18.0], shoonya_2sD01KMQOZREP4, 5767695]
[paragraph, [69.0, 383.0, 611.0, 18.0], shoonya_2sD01KMQOZREP4, 5767695]
[paragraph, [69.0, 401.0, 611.0, 18.0], shoonya_2sD01KMQOZREP4, 5767695]
[paragraph, [69.0, 419.0, 611.0, 18.0], shoonya_2sD01KMQOZREP4, 5767695]
[paragraph, [69.0, 437.0, 611.0, 18.0], shoonya_2sD01KMQOZREP4, 5767695]
[paragraph, [69.0, 455.0, 611.0, 18.0], shoonya_2sD01KMQOZREP4, 5767695]
[paragraph, [69.0, 473.0, 611.0, 18.0], shoonya_2sD01KMQOZREP4, 5767695]
[paragraph, [69.0, 491.0, 611.0, 18.0], shoonya_2sD01KMQOZREP4, 5767695]
[paragraph, [69.0, 509.0, 611.0, 18.0], shoonya_2sD01KMQOZREP4, 5767695]
[paragraph, [69.0, 527.0, 611.0, 18.0], shoonya_2sD01KMQOZREP4, 5767695]
[paragraph, [69.0, 545.0, 611.0, 18.0], shoonya_2sD01KMQOZREP4, 5767695]
[paragraph, [69.0, 563.0, 611.0, 18.0], shoonya_2sD01KMQOZREP4, 5767695]
[paragraph, [69.0, 581.0, 611.0, 18.0], shoonya_2sD01KMQOZREP4, 5767695]
[paragraph, [69.0, 599.0, 611.0, 18.0], shoonya_2sD01KMQOZREP4, 5767695]
[paragraph, [69.0, 617.0, 611.0, 18.0], shoonya_2sD01KMQOZREP4, 5767695]
[paragraph, [69.0, 635.0, 611.0, 18.0], shoonya_2sD01KMQOZREP4, 5767695]
[paragraph, [69.0, 653.0, 611.0, 18.0], shoonya_2sD01KMQOZREP4, 5767695]
[paragraph, [69.0, 671.0, 611.0, 18.0], shoonya_2sD01KMQOZREP4, 5767695]
[paragraph, [69.0, 689.0, 611.0, 18.0], shoonya_2sD01KMQOZREP4, 5767695]
[paragraph, [69.0, 707.0, 611.0, 18.0], shoonya_2sD01KMQOZREP4, 5767695]
[section-title, [187.0, 751.0, 370.0, 30.0], shoonya_3sFSOP1312NO62, 5767695]
[ordered-list, [67.0, 811.0, 608.0, 18.0], shoonya_0sO79Q3XWNKROM, 5767695]
[ordered-list, [67.0, 829.0, 608.0, 18.0], shoonya_0sO79Q3XWNKROM, 5767695]
[ordered-list, [67.0, 847.0, 608.0, 18.0], shoonya_0sO79Q3XWNKROM, 5767695]
[ordered-list, [67.0, 865.0, 608.0, 18.0], shoonya_0sO79Q3XWNKROM, 5767695]
[ordered-list, [67.0, 883.0, 608.0, 18.0], shoonya_0sO79Q3XWNKROM, 5767695]
[ordered-list, [67.0, 901.0, 608.0, 18.0], shoonya_0sO79Q3XWNKROM, 5767695]
[ordered-list, [67.0, 919.0, 608.0, 18.0], shoonya_0sO79Q3XWNKROM, 5767695]
[ordered-list, [67.0, 937.0, 608.0, 18.0], shoonya_0sO79Q3XWNKROM, 5767695]
[ordered-list, [67.0, 955.0, 608.0, 18.0], shoonya_0sO79Q3XWNKROM, 5767695]
[ordered-list, [67.0, 973.0, 608.0, 18.0], shoonya_0sO79Q3XWNKROM, 5767695]
[ordered-list, [67.0, 991.0, 608.0, 18.0], shoonya_0sO79Q3XWNKROM, 5767695]
[ordered-list, [67.0, 1009.0, 608.0, 18.0], shoonya_0sO79Q3XWNKROM, 5767695]
[ordered-list, [67.0, 1027.0, 608.0, 18.0], shoonya_0sO79Q3XWNKROM, 5767695]
[ordered-list, [67.0, 1045.0, 608.0, 18.0], shoonya_0sO79Q3XWNKROM, 5767695]
[ordered-list, [67.0, 1063.0, 608.0, 18.0], shoonya_0sO79Q3XWNKROM, 5767695]
[ordered-list, [67.0, 1081.0, 608.0, 18.0], shoonya_0sO79Q3XWNKROM, 5767695]
[ordered-list, [67.0, 1099.0, 608.0, 18.0], shoonya_0sO79Q3XWNKROM, 5767695]
[ordered-list, [67.0, 1117.0, 608.0, 18.0], shoonya_0sO79Q3XWNKROM, 5767695]
[ordered-list, [67.0, 1135.0, 608.0, 18.0], shoonya_0sO79Q3XWNKROM, 5767695]
[ordered-list, [67.0, 1153.0, 608.0, 18.0], shoonya_0sO79Q3XWNKROM, 5767695]
[ordered-list, [67.0, 1171.0, 608.0, 18.0], shoonya_0sO79Q3XWNKROM, 5767695]
