[1211, 798]
[section-title, [311.0, 398.0, 164.0, 30.0], ItiUjgSQTn, 5740474]
[paragraph, [52.0, 466.0, 686.0, 18.0], shoonya_1sVWB360IATYO5, 5740474]
[paragraph, [52.0, 484.0, 686.0, 18.0], shoonya_1sVWB360IATYO5, 5740474]
[paragraph, [52.0, 502.0, 686.0, 18.0], shoonya_1sVWB360IATYO5, 5740474]
[paragraph, [52.0, 520.0, 686.0, 18.0], shoonya_1sVWB360IATYO5, 5740474]
[paragraph, [52.0, 538.0, 686.0, 18.0], shoonya_1sVWB360IATYO5, 5740474]
[paragraph, [52.0, 556.0, 686.0, 18.0], shoonya_1sVWB360IATYO5, 5740474]
[paragraph, [52.0, 574.0, 686.0, 18.0], shoonya_1sVWB360IATYO5, 5740474]
[paragraph, [52.0, 592.0, 686.0, 18.0], shoonya_1sVWB360IATYO5, 5740474]
[paragraph, [52.0, 610.0, 686.0, 18.0], shoonya_1sVWB360IATYO5, 5740474]
[paragraph, [52.0, 628.0, 686.0, 18.0], shoonya_1sVWB360IATYO5, 5740474]
[paragraph, [52.0, 646.0, 686.0, 18.0], shoonya_1sVWB360IATYO5, 5740474]
[paragraph, [52.0, 683.0, 686.0, 18.0], shoonya_3sWZDXKGSXGZ83, 5740474]
[paragraph, [52.0, 701.0, 686.0, 18.0], shoonya_3sWZDXKGSXGZ83, 5740474]
[paragraph, [52.0, 719.0, 686.0, 18.0], shoonya_3sWZDXKGSXGZ83, 5740474]
[paragraph, [52.0, 737.0, 686.0, 18.0], shoonya_3sWZDXKGSXGZ83, 5740474]
[paragraph, [52.0, 755.0, 686.0, 18.0], shoonya_3sWZDXKGSXGZ83, 5740474]
[paragraph, [52.0, 773.0, 686.0, 18.0], shoonya_3sWZDXKGSXGZ83, 5740474]
[paragraph, [52.0, 791.0, 686.0, 18.0], shoonya_3sWZDXKGSXGZ83, 5740474]
[paragraph, [52.0, 809.0, 686.0, 18.0], shoonya_3sWZDXKGSXGZ83, 5740474]
[paragraph, [52.0, 827.0, 686.0, 18.0], shoonya_3sWZDXKGSXGZ83, 5740474]
[paragraph, [52.0, 845.0, 686.0, 18.0], shoonya_3sWZDXKGSXGZ83, 5740474]
[paragraph, [52.0, 863.0, 686.0, 18.0], shoonya_3sWZDXKGSXGZ83, 5740474]
[paragraph, [52.0, 881.0, 686.0, 18.0], shoonya_3sWZDXKGSXGZ83, 5740474]
[paragraph, [52.0, 899.0, 686.0, 18.0], shoonya_3sWZDXKGSXGZ83, 5740474]
[paragraph, [52.0, 917.0, 686.0, 18.0], shoonya_3sWZDXKGSXGZ83, 5740474]
[paragraph, [52.0, 935.0, 686.0, 18.0], shoonya_3sWZDXKGSXGZ83, 5740474]
[paragraph, [52.0, 953.0, 686.0, 18.0], shoonya_3sWZDXKGSXGZ83, 5740474]
[paragraph, [52.0, 971.0, 686.0, 18.0], shoonya_3sWZDXKGSXGZ83, 5740474]
[paragraph, [52.0, 989.0, 686.0, 18.0], shoonya_3sWZDXKGSXGZ83, 5740474]
[paragraph, [52.0, 1007.0, 686.0, 18.0], shoonya_3sWZDXKGSXGZ83, 5740474]
[paragraph, [52.0, 1025.0, 686.0, 18.0], shoonya_3sWZDXKGSXGZ83, 5740474]
[paragraph, [52.0, 1043.0, 686.0, 18.0], shoonya_3sWZDXKGSXGZ83, 5740474]
[paragraph, [52.0, 1061.0, 686.0, 18.0], shoonya_3sWZDXKGSXGZ83, 5740474]
[paragraph, [52.0, 1079.0, 686.0, 18.0], shoonya_3sWZDXKGSXGZ83, 5740474]
[paragraph, [52.0, 1097.0, 686.0, 18.0], shoonya_3sWZDXKGSXGZ83, 5740474]
[paragraph, [52.0, 1115.0, 686.0, 18.0], shoonya_3sWZDXKGSXGZ83, 5740474]
[paragraph, [52.0, 1133.0, 686.0, 18.0], shoonya_3sWZDXKGSXGZ83, 5740474]
[footnote, [417.0, 1173.0, 323.0, 18.0], shoonya_0sTJIZOGO5QHFL, 5740474]
