[2338, 1654]
[paragraph, [368.0, 161.0, 738.0, 36.0], YG-6aR9trV, 5753544]
[paragraph, [368.0, 197.0, 738.0, 36.0], YG-6aR9trV, 5753544]
[paragraph, [368.0, 233.0, 738.0, 36.0], YG-6aR9trV, 5753544]
[paragraph, [368.0, 269.0, 738.0, 36.0], YG-6aR9trV, 5753544]
[paragraph, [368.0, 305.0, 738.0, 36.0], YG-6aR9trV, 5753544]
[paragraph, [368.0, 341.0, 738.0, 36.0], YG-6aR9trV, 5753544]
[paragraph, [368.0, 377.0, 738.0, 36.0], YG-6aR9trV, 5753544]
[paragraph, [368.0, 413.0, 738.0, 36.0], YG-6aR9trV, 5753544]
[paragraph, [368.0, 449.0, 738.0, 36.0], YG-6aR9trV, 5753544]
[paragraph, [368.0, 485.0, 738.0, 36.0], YG-6aR9trV, 5753544]
[paragraph, [368.0, 521.0, 738.0, 36.0], YG-6aR9trV, 5753544]
[paragraph, [368.0, 557.0, 738.0, 36.0], YG-6aR9trV, 5753544]
[paragraph, [368.0, 593.0, 738.0, 36.0], YG-6aR9trV, 5753544]
[paragraph, [368.0, 629.0, 738.0, 36.0], YG-6aR9trV, 5753544]
[paragraph, [368.0, 665.0, 738.0, 36.0], YG-6aR9trV, 5753544]
[paragraph, [368.0, 701.0, 738.0, 36.0], YG-6aR9trV, 5753544]
[paragraph, [368.0, 737.0, 738.0, 36.0], YG-6aR9trV, 5753544]
[paragraph, [368.0, 773.0, 738.0, 36.0], YG-6aR9trV, 5753544]
[paragraph, [368.0, 809.0, 738.0, 36.0], YG-6aR9trV, 5753544]
[paragraph, [368.0, 845.0, 738.0, 36.0], YG-6aR9trV, 5753544]
[paragraph, [368.0, 881.0, 738.0, 36.0], YG-6aR9trV, 5753544]
[paragraph, [368.0, 917.0, 738.0, 36.0], YG-6aR9trV, 5753544]
[paragraph, [368.0, 953.0, 738.0, 36.0], YG-6aR9trV, 5753544]
[paragraph, [368.0, 989.0, 738.0, 36.0], YG-6aR9trV, 5753544]
[paragraph, [368.0, 1025.0, 738.0, 36.0], YG-6aR9trV, 5753544]
[paragraph, [368.0, 1061.0, 738.0, 36.0], YG-6aR9trV, 5753544]
[author, [998.0, 1040.0, 388.0, 36.0], -AhBdb24bD, 5753544]
[paragraph, [194.0, 1103.0, 1276.0, 36.0], shoonya_1sWW65TBSO5VOF, 5753544]
[paragraph, [194.0, 1139.0, 1276.0, 36.0], shoonya_1sWW65TBSO5VOF, 5753544]
[paragraph, [194.0, 1175.0, 1276.0, 36.0], shoonya_1sWW65TBSO5VOF, 5753544]
[paragraph, [194.0, 1211.0, 1276.0, 36.0], shoonya_1sWW65TBSO5VOF, 5753544]
[paragraph, [194.0, 1247.0, 1276.0, 36.0], shoonya_1sWW65TBSO5VOF, 5753544]
[paragraph, [194.0, 1283.0, 1276.0, 36.0], shoonya_1sWW65TBSO5VOF, 5753544]
[paragraph, [194.0, 1319.0, 1276.0, 36.0], shoonya_1sWW65TBSO5VOF, 5753544]
[paragraph, [194.0, 1355.0, 1276.0, 36.0], shoonya_1sWW65TBSO5VOF, 5753544]
[paragraph, [194.0, 1391.0, 1276.0, 36.0], shoonya_1sWW65TBSO5VOF, 5753544]
[paragraph, [194.0, 1427.0, 1276.0, 36.0], shoonya_1sWW65TBSO5VOF, 5753544]
[paragraph, [194.0, 1463.0, 1276.0, 36.0], shoonya_1sWW65TBSO5VOF, 5753544]
[paragraph, [187.0, 1508.0, 1266.0, 36.0], shoonya_0sFP8BW6MQ8YPD, 5753544]
[paragraph, [187.0, 1544.0, 1266.0, 36.0], shoonya_0sFP8BW6MQ8YPD, 5753544]
[paragraph, [187.0, 1580.0, 1266.0, 36.0], shoonya_0sFP8BW6MQ8YPD, 5753544]
[paragraph, [187.0, 1616.0, 1266.0, 36.0], shoonya_0sFP8BW6MQ8YPD, 5753544]
[paragraph, [187.0, 1652.0, 1266.0, 36.0], shoonya_0sFP8BW6MQ8YPD, 5753544]
[paragraph, [187.0, 1688.0, 1266.0, 36.0], shoonya_0sFP8BW6MQ8YPD, 5753544]
[paragraph, [187.0, 1724.0, 1266.0, 36.0], shoonya_0sFP8BW6MQ8YPD, 5753544]
[paragraph, [187.0, 1760.0, 1266.0, 36.0], shoonya_0sFP8BW6MQ8YPD, 5753544]
[paragraph, [187.0, 1796.0, 1266.0, 36.0], shoonya_0sFP8BW6MQ8YPD, 5753544]
[paragraph, [187.0, 1832.0, 1266.0, 36.0], shoonya_0sFP8BW6MQ8YPD, 5753544]
[paragraph, [187.0, 1868.0, 1266.0, 36.0], shoonya_0sFP8BW6MQ8YPD, 5753544]
[paragraph, [187.0, 1904.0, 1266.0, 36.0], shoonya_0sFP8BW6MQ8YPD, 5753544]
[paragraph, [187.0, 1940.0, 1266.0, 36.0], shoonya_0sFP8BW6MQ8YPD, 5753544]
[paragraph, [187.0, 1976.0, 1266.0, 36.0], shoonya_0sFP8BW6MQ8YPD, 5753544]
