[2876, 2048]
[section-title, [135.0, 181.0, 429.0, 79.5], RaDpLGBv1k, 6473758]
[paragraph, [558.0, 712.0, 1271.0, 46.5], shoonya_5s5ZJ7EG8PWUB0, 6473758]
[paragraph, [558.0, 758.5, 1271.0, 46.5], shoonya_5s5ZJ7EG8PWUB0, 6473758]
[paragraph, [558.0, 805.0, 1271.0, 46.5], shoonya_5s5ZJ7EG8PWUB0, 6473758]
[paragraph, [558.0, 851.5, 1271.0, 46.5], shoonya_5s5ZJ7EG8PWUB0, 6473758]
[paragraph, [558.0, 898.0, 1271.0, 46.5], shoonya_5s5ZJ7EG8PWUB0, 6473758]
[paragraph, [558.0, 944.5, 1271.0, 46.5], shoonya_5s5ZJ7EG8PWUB0, 6473758]
[paragraph, [561.0, 1052.0, 1263.0, 46.5], shoonya_7sE04E2DD8CHUV, 6473758]
[paragraph, [561.0, 1098.5, 1263.0, 46.5], shoonya_7sE04E2DD8CHUV, 6473758]
[paragraph, [561.0, 1145.0, 1263.0, 46.5], shoonya_7sE04E2DD8CHUV, 6473758]
[paragraph, [561.0, 1191.5, 1263.0, 46.5], shoonya_7sE04E2DD8CHUV, 6473758]
[paragraph, [561.0, 1238.0, 1263.0, 46.5], shoonya_7sE04E2DD8CHUV, 6473758]
[paragraph, [561.0, 1284.5, 1263.0, 46.5], shoonya_7sE04E2DD8CHUV, 6473758]
[figure-caption, [207.0, 1316.0, 332.0, 46.5], px3leHNuo3, 6473758]
[paragraph, [225.0, 1384.0, 1595.0, 46.5], shoonya_10sNIA6V0H8I5I, 6473758]
[paragraph, [225.0, 1430.5, 1595.0, 46.5], shoonya_10sNIA6V0H8I5I, 6473758]
[paragraph, [225.0, 1477.0, 1595.0, 46.5], shoonya_10sNIA6V0H8I5I, 6473758]
[paragraph, [225.0, 1523.5, 1595.0, 46.5], shoonya_10sNIA6V0H8I5I, 6473758]
[paragraph, [225.0, 1570.0, 1595.0, 46.5], shoonya_10sNIA6V0H8I5I, 6473758]
[paragraph, [1030.0, 1746.0, 818.0, 46.5], shoonya_0sE8K6LPWX2MTX, 6473758]
[paragraph, [1030.0, 1792.5, 818.0, 46.5], shoonya_0sE8K6LPWX2MTX, 6473758]
[paragraph, [1030.0, 1839.0, 818.0, 46.5], shoonya_0sE8K6LPWX2MTX, 6473758]
[paragraph, [1030.0, 1885.5, 818.0, 46.5], shoonya_0sE8K6LPWX2MTX, 6473758]
[paragraph, [1030.0, 1932.0, 818.0, 46.5], shoonya_0sE8K6LPWX2MTX, 6473758]
[paragraph, [1030.0, 1978.5, 818.0, 46.5], shoonya_0sE8K6LPWX2MTX, 6473758]
[paragraph, [1030.0, 2025.0, 818.0, 46.5], shoonya_0sE8K6LPWX2MTX, 6473758]
[paragraph, [1030.0, 2071.5, 818.0, 46.5], shoonya_0sE8K6LPWX2MTX, 6473758]
[paragraph, [1030.0, 2118.0, 818.0, 46.5], shoonya_0sE8K6LPWX2MTX, 6473758]
[paragraph, [1030.0, 2164.5, 818.0, 46.5], shoonya_0sE8K6LPWX2MTX, 6473758]
[paragraph, [1030.0, 2211.0, 818.0, 46.5], shoonya_0sE8K6LPWX2MTX, 6473758]
[paragraph, [1030.0, 2257.5, 818.0, 46.5], shoonya_0sE8K6LPWX2MTX, 6473758]
[paragraph, [1030.0, 2304.0, 818.0, 46.5], shoonya_0sE8K6LPWX2MTX, 6473758]
[paragraph, [1030.0, 2350.5, 818.0, 46.5], shoonya_0sE8K6LPWX2MTX, 6473758]
[paragraph, [187.0, 1756.0, 828.0, 46.5], shoonya_2s2BZ26DMNX86E, 6473758]
[paragraph, [187.0, 1802.5, 828.0, 46.5], shoonya_2s2BZ26DMNX86E, 6473758]
[paragraph, [187.0, 1849.0, 828.0, 46.5], shoonya_2s2BZ26DMNX86E, 6473758]
[paragraph, [187.0, 1895.5, 828.0, 46.5], shoonya_2s2BZ26DMNX86E, 6473758]
[paragraph, [187.0, 1942.0, 828.0, 46.5], shoonya_2s2BZ26DMNX86E, 6473758]
[paragraph, [187.0, 1988.5, 828.0, 46.5], shoonya_2s2BZ26DMNX86E, 6473758]
[paragraph, [187.0, 2035.0, 828.0, 46.5], shoonya_2s2BZ26DMNX86E, 6473758]
[paragraph, [187.0, 2081.5, 828.0, 46.5], shoonya_2s2BZ26DMNX86E, 6473758]
[paragraph, [187.0, 2128.0, 828.0, 46.5], shoonya_2s2BZ26DMNX86E, 6473758]
