[861, 612]
[section-title, [301.0, 52.0, 88.0, 30.0], ZVU-YVyRr3, 6459839]
[paragraph, [122.0, 100.0, 452.0, 18.0], EGZ_lVkqg8, 6459839]
[paragraph, [122.0, 118.0, 452.0, 18.0], EGZ_lVkqg8, 6459839]
[paragraph, [122.0, 136.0, 452.0, 18.0], EGZ_lVkqg8, 6459839]
[paragraph, [116.0, 163.0, 456.0, 18.0], ZwOpWTFauv, 6459839]
[paragraph, [116.0, 181.0, 456.0, 18.0], ZwOpWTFauv, 6459839]
[paragraph, [116.0, 199.0, 456.0, 18.0], ZwOpWTFauv, 6459839]
[paragraph, [166.0, 233.0, 268.0, 18.0], shoonya_0sEVQ171SKXM47, 6459839]
[paragraph, [166.0, 251.0, 268.0, 18.0], shoonya_0sEVQ171SKXM47, 6459839]
[paragraph, [166.0, 269.0, 268.0, 18.0], shoonya_0sEVQ171SKXM47, 6459839]
[paragraph, [166.0, 287.0, 268.0, 18.0], shoonya_0sEVQ171SKXM47, 6459839]
[paragraph, [166.0, 305.0, 268.0, 18.0], shoonya_0sEVQ171SKXM47, 6459839]
[paragraph, [166.0, 323.0, 268.0, 18.0], shoonya_0sEVQ171SKXM47, 6459839]
[paragraph, [166.0, 341.0, 268.0, 18.0], shoonya_0sEVQ171SKXM47, 6459839]
[paragraph, [116.0, 364.0, 458.0, 18.0], WapNWa1rsL, 6459839]
[paragraph, [116.0, 382.0, 458.0, 18.0], WapNWa1rsL, 6459839]
[paragraph, [116.0, 400.0, 458.0, 18.0], WapNWa1rsL, 6459839]
[paragraph, [116.0, 426.0, 450.0, 18.0], JC6qMItd3r, 6459839]
[paragraph, [116.0, 444.0, 450.0, 18.0], JC6qMItd3r, 6459839]
[paragraph, [116.0, 462.0, 450.0, 18.0], JC6qMItd3r, 6459839]
[paragraph, [116.0, 480.0, 450.0, 18.0], JC6qMItd3r, 6459839]
[paragraph, [116.0, 498.0, 450.0, 18.0], JC6qMItd3r, 6459839]
[paragraph, [116.0, 516.0, 450.0, 18.0], JC6qMItd3r, 6459839]
[paragraph, [116.0, 534.0, 450.0, 18.0], JC6qMItd3r, 6459839]
[paragraph, [123.0, 553.0, 442.0, 18.0], 3vlb6Vh3XZ, 6459839]
[paragraph, [123.0, 571.0, 442.0, 18.0], 3vlb6Vh3XZ, 6459839]
[paragraph, [123.0, 589.0, 442.0, 18.0], 3vlb6Vh3XZ, 6459839]
[paragraph, [116.0, 613.0, 448.0, 18.0], P8EUF2UcNz, 6459839]
[paragraph, [116.0, 631.0, 448.0, 18.0], P8EUF2UcNz, 6459839]
[paragraph, [116.0, 649.0, 448.0, 18.0], P8EUF2UcNz, 6459839]
[paragraph, [111.0, 676.0, 453.0, 18.0], yvfQwVIBEB, 6459839]
[paragraph, [111.0, 694.0, 453.0, 18.0], yvfQwVIBEB, 6459839]
[paragraph, [111.0, 712.0, 453.0, 18.0], yvfQwVIBEB, 6459839]
[paragraph, [106.0, 739.0, 463.0, 18.0], ESJO8pLufE, 6459839]
[paragraph, [106.0, 757.0, 463.0, 18.0], ESJO8pLufE, 6459839]
[paragraph, [106.0, 775.0, 463.0, 18.0], ESJO8pLufE, 6459839]
[jumpline, [300.0, 808.0, 92.0, 18.0], a1jLXT82bL, 6459839]
