[2337, 1653]
[paragraph, [148.0, 151.0, 1362.0, 36.0], shoonya_0sG64MXIZKEK15, 5752680]
[paragraph, [148.0, 187.0, 1362.0, 36.0], shoonya_0sG64MXIZKEK15, 5752680]
[paragraph, [148.0, 223.0, 1362.0, 36.0], shoonya_0sG64MXIZKEK15, 5752680]
[paragraph, [148.0, 259.0, 1362.0, 36.0], shoonya_0sG64MXIZKEK15, 5752680]
[paragraph, [119.0, 332.0, 1398.0, 36.0], ffBHV9QnrZ, 5752680]
[paragraph, [119.0, 368.0, 1398.0, 36.0], ffBHV9QnrZ, 5752680]
[paragraph, [119.0, 404.0, 1398.0, 36.0], ffBHV9QnrZ, 5752680]
[paragraph, [119.0, 440.0, 1398.0, 36.0], ffBHV9QnrZ, 5752680]
[paragraph, [119.0, 476.0, 1398.0, 36.0], ffBHV9QnrZ, 5752680]
[paragraph, [119.0, 512.0, 1398.0, 36.0], ffBHV9QnrZ, 5752680]
[paragraph, [119.0, 548.0, 1398.0, 36.0], ffBHV9QnrZ, 5752680]
[paragraph, [119.0, 584.0, 1398.0, 36.0], ffBHV9QnrZ, 5752680]
[paragraph, [119.0, 620.0, 1398.0, 36.0], ffBHV9QnrZ, 5752680]
[paragraph, [119.0, 656.0, 1398.0, 36.0], ffBHV9QnrZ, 5752680]
[paragraph, [119.0, 692.0, 1398.0, 36.0], ffBHV9QnrZ, 5752680]
[paragraph, [119.0, 728.0, 1398.0, 36.0], ffBHV9QnrZ, 5752680]
[paragraph, [119.0, 764.0, 1398.0, 36.0], ffBHV9QnrZ, 5752680]
[paragraph, [119.0, 800.0, 1398.0, 36.0], ffBHV9QnrZ, 5752680]
[paragraph, [119.0, 836.0, 1398.0, 36.0], ffBHV9QnrZ, 5752680]
[paragraph, [115.0, 889.0, 1406.0, 36.0], UmjTm1QDjF, 5752680]
[paragraph, [115.0, 925.0, 1406.0, 36.0], UmjTm1QDjF, 5752680]
[paragraph, [115.0, 961.0, 1406.0, 36.0], UmjTm1QDjF, 5752680]
[paragraph, [115.0, 997.0, 1406.0, 36.0], UmjTm1QDjF, 5752680]
[paragraph, [115.0, 1033.0, 1406.0, 36.0], UmjTm1QDjF, 5752680]
[paragraph, [115.0, 1069.0, 1406.0, 36.0], UmjTm1QDjF, 5752680]
[paragraph, [115.0, 1105.0, 1406.0, 36.0], UmjTm1QDjF, 5752680]
[paragraph, [115.0, 1141.0, 1406.0, 36.0], UmjTm1QDjF, 5752680]
[paragraph, [115.0, 1177.0, 1406.0, 36.0], UmjTm1QDjF, 5752680]
[paragraph, [115.0, 1213.0, 1406.0, 36.0], UmjTm1QDjF, 5752680]
[paragraph, [115.0, 1249.0, 1406.0, 36.0], UmjTm1QDjF, 5752680]
[paragraph, [115.0, 1285.0, 1406.0, 36.0], UmjTm1QDjF, 5752680]
[paragraph, [115.0, 1321.0, 1406.0, 36.0], UmjTm1QDjF, 5752680]
[paragraph, [115.0, 1357.0, 1406.0, 36.0], UmjTm1QDjF, 5752680]
[paragraph, [115.0, 1393.0, 1406.0, 36.0], UmjTm1QDjF, 5752680]
[paragraph, [115.0, 1429.0, 1406.0, 36.0], UmjTm1QDjF, 5752680]
[paragraph, [115.0, 1465.0, 1406.0, 36.0], UmjTm1QDjF, 5752680]
[paragraph, [115.0, 1501.0, 1406.0, 36.0], UmjTm1QDjF, 5752680]
[paragraph, [115.0, 1537.0, 1406.0, 36.0], UmjTm1QDjF, 5752680]
[paragraph, [115.0, 1573.0, 1406.0, 36.0], UmjTm1QDjF, 5752680]
[paragraph, [115.0, 1609.0, 1406.0, 36.0], UmjTm1QDjF, 5752680]
[paragraph, [115.0, 1645.0, 1406.0, 36.0], UmjTm1QDjF, 5752680]
[paragraph, [115.0, 1681.0, 1406.0, 36.0], UmjTm1QDjF, 5752680]
[paragraph, [115.0, 1717.0, 1406.0, 36.0], UmjTm1QDjF, 5752680]
[paragraph, [115.0, 1753.0, 1406.0, 36.0], UmjTm1QDjF, 5752680]
[paragraph, [126.0, 1811.0, 1406.0, 36.0], JugVOv4Zk4, 5752680]
[paragraph, [126.0, 1847.0, 1406.0, 36.0], JugVOv4Zk4, 5752680]
[paragraph, [126.0, 1883.0, 1406.0, 36.0], JugVOv4Zk4, 5752680]
[paragraph, [126.0, 1919.0, 1406.0, 36.0], JugVOv4Zk4, 5752680]
[paragraph, [126.0, 1955.0, 1406.0, 36.0], JugVOv4Zk4, 5752680]
[paragraph, [126.0, 1991.0, 1406.0, 36.0], JugVOv4Zk4, 5752680]
[paragraph, [126.0, 2027.0, 1406.0, 36.0], JugVOv4Zk4, 5752680]
