[6000, 4167]
[folio, [1205.0, 616.0, 1854.0, 52.5], HIG0_SZp_y, 5721871]
[folio, [1205.0, 668.5, 1854.0, 52.5], HIG0_SZp_y, 5721871]
[folio, [1205.0, 721.0, 1854.0, 52.5], HIG0_SZp_y, 5721871]
[paragraph, [558.0, 917.0, 3048.0, 52.5], shoonya_1sZYEAC6PGDFKX, 5721871]
[paragraph, [558.0, 969.5, 3048.0, 52.5], shoonya_1sZYEAC6PGDFKX, 5721871]
[paragraph, [558.0, 1022.0, 3048.0, 52.5], shoonya_1sZYEAC6PGDFKX, 5721871]
[paragraph, [558.0, 1074.5, 3048.0, 52.5], shoonya_1sZYEAC6PGDFKX, 5721871]
[paragraph, [558.0, 1127.0, 3048.0, 52.5], shoonya_1sZYEAC6PGDFKX, 5721871]
[paragraph, [558.0, 1179.5, 3048.0, 52.5], shoonya_1sZYEAC6PGDFKX, 5721871]
[paragraph, [558.0, 1232.0, 3048.0, 52.5], shoonya_1sZYEAC6PGDFKX, 5721871]
[paragraph, [558.0, 1284.5, 3048.0, 52.5], shoonya_1sZYEAC6PGDFKX, 5721871]
[paragraph, [558.0, 1337.0, 3048.0, 52.5], shoonya_1sZYEAC6PGDFKX, 5721871]
[paragraph, [558.0, 1389.5, 3048.0, 52.5], shoonya_1sZYEAC6PGDFKX, 5721871]
[paragraph, [558.0, 1442.0, 3048.0, 52.5], shoonya_1sZYEAC6PGDFKX, 5721871]
[paragraph, [558.0, 1494.5, 3048.0, 52.5], shoonya_1sZYEAC6PGDFKX, 5721871]
[paragraph, [558.0, 1547.0, 3048.0, 52.5], shoonya_1sZYEAC6PGDFKX, 5721871]
[paragraph, [558.0, 1599.5, 3048.0, 52.5], shoonya_1sZYEAC6PGDFKX, 5721871]
[paragraph, [558.0, 1652.0, 3048.0, 52.5], shoonya_1sZYEAC6PGDFKX, 5721871]
[paragraph, [558.0, 1704.5, 3048.0, 52.5], shoonya_1sZYEAC6PGDFKX, 5721871]
[paragraph, [558.0, 1757.0, 3048.0, 52.5], shoonya_1sZYEAC6PGDFKX, 5721871]
[paragraph, [558.0, 1809.5, 3048.0, 52.5], shoonya_1sZYEAC6PGDFKX, 5721871]
[paragraph, [558.0, 1862.0, 3048.0, 52.5], shoonya_1sZYEAC6PGDFKX, 5721871]
[paragraph, [558.0, 1914.5, 3048.0, 52.5], shoonya_1sZYEAC6PGDFKX, 5721871]
[paragraph, [558.0, 1967.0, 3048.0, 52.5], shoonya_1sZYEAC6PGDFKX, 5721871]
[paragraph, [558.0, 2019.5, 3048.0, 52.5], shoonya_1sZYEAC6PGDFKX, 5721871]
[paragraph, [558.0, 2072.0, 3048.0, 52.5], shoonya_1sZYEAC6PGDFKX, 5721871]
[paragraph, [558.0, 2124.5, 3048.0, 52.5], shoonya_1sZYEAC6PGDFKX, 5721871]
[paragraph, [558.0, 2177.0, 3048.0, 52.5], shoonya_1sZYEAC6PGDFKX, 5721871]
[paragraph, [558.0, 2229.5, 3048.0, 52.5], shoonya_1sZYEAC6PGDFKX, 5721871]
[paragraph, [558.0, 2282.0, 3048.0, 52.5], shoonya_1sZYEAC6PGDFKX, 5721871]
[paragraph, [558.0, 2334.5, 3048.0, 52.5], shoonya_1sZYEAC6PGDFKX, 5721871]
[paragraph, [558.0, 2387.0, 3048.0, 52.5], shoonya_1sZYEAC6PGDFKX, 5721871]
[paragraph, [558.0, 2439.5, 3048.0, 52.5], shoonya_1sZYEAC6PGDFKX, 5721871]
[paragraph, [558.0, 2492.0, 3048.0, 52.5], shoonya_1sZYEAC6PGDFKX, 5721871]
[paragraph, [558.0, 2544.5, 3048.0, 52.5], shoonya_1sZYEAC6PGDFKX, 5721871]
[paragraph, [558.0, 2597.0, 3048.0, 52.5], shoonya_1sZYEAC6PGDFKX, 5721871]
[paragraph, [558.0, 2649.5, 3048.0, 52.5], shoonya_1sZYEAC6PGDFKX, 5721871]
[paragraph, [558.0, 2702.0, 3048.0, 52.5], shoonya_1sZYEAC6PGDFKX, 5721871]
[paragraph, [558.0, 2754.5, 3048.0, 52.5], shoonya_1sZYEAC6PGDFKX, 5721871]
[paragraph, [558.0, 2807.0, 3048.0, 52.5], shoonya_1sZYEAC6PGDFKX, 5721871]
[paragraph, [579.0, 2999.0, 3001.0, 52.5], shoonya_2sGE32YZ9B4D9R, 5721871]
[paragraph, [579.0, 3051.5, 3001.0, 52.5], shoonya_2sGE32YZ9B4D9R, 5721871]
[paragraph, [579.0, 3104.0, 3001.0, 52.5], shoonya_2sGE32YZ9B4D9R, 5721871]
[paragraph, [579.0, 3156.5, 3001.0, 52.5], shoonya_2sGE32YZ9B4D9R, 5721871]
[paragraph, [579.0, 3209.0, 3001.0, 52.5], shoonya_2sGE32YZ9B4D9R, 5721871]
[paragraph, [579.0, 3261.5, 3001.0, 52.5], shoonya_2sGE32YZ9B4D9R, 5721871]
[paragraph, [579.0, 3314.0, 3001.0, 52.5], shoonya_2sGE32YZ9B4D9R, 5721871]
[paragraph, [579.0, 3366.5, 3001.0, 52.5], shoonya_2sGE32YZ9B4D9R, 5721871]
[paragraph, [579.0, 3419.0, 3001.0, 52.5], shoonya_2sGE32YZ9B4D9R, 5721871]
[paragraph, [579.0, 3471.5, 3001.0, 52.5], shoonya_2sGE32YZ9B4D9R, 5721871]
[paragraph, [579.0, 3524.0, 3001.0, 52.5], shoonya_2sGE32YZ9B4D9R, 5721871]
[paragraph, [579.0, 3576.5, 3001.0, 52.5], shoonya_2sGE32YZ9B4D9R, 5721871]
[paragraph, [579.0, 3629.0, 3001.0, 52.5], shoonya_2sGE32YZ9B4D9R, 5721871]
[paragraph, [579.0, 3681.5, 3001.0, 52.5], shoonya_2sGE32YZ9B4D9R, 5721871]
[paragraph, [579.0, 3734.0, 3001.0, 52.5], shoonya_2sGE32YZ9B4D9R, 5721871]
[paragraph, [579.0, 3786.5, 3001.0, 52.5], shoonya_2sGE32YZ9B4D9R, 5721871]
[paragraph, [579.0, 3839.0, 3001.0, 52.5], shoonya_2sGE32YZ9B4D9R, 5721871]
[paragraph, [579.0, 3891.5, 3001.0, 52.5], shoonya_2sGE32YZ9B4D9R, 5721871]
[paragraph, [579.0, 3944.0, 3001.0, 52.5], shoonya_2sGE32YZ9B4D9R, 5721871]
[paragraph, [579.0, 3996.5, 3001.0, 52.5], shoonya_2sGE32YZ9B4D9R, 5721871]
[paragraph, [579.0, 4049.0, 3001.0, 52.5], shoonya_2sGE32YZ9B4D9R, 5721871]
[paragraph, [579.0, 4101.5, 3001.0, 52.5], shoonya_2sGE32YZ9B4D9R, 5721871]
[paragraph, [579.0, 4154.0, 3001.0, 52.5], shoonya_2sGE32YZ9B4D9R, 5721871]
[paragraph, [579.0, 4206.5, 3001.0, 52.5], shoonya_2sGE32YZ9B4D9R, 5721871]
[paragraph, [579.0, 4259.0, 3001.0, 52.5], shoonya_2sGE32YZ9B4D9R, 5721871]
[paragraph, [579.0, 4311.5, 3001.0, 52.5], shoonya_2sGE32YZ9B4D9R, 5721871]
[paragraph, [579.0, 4364.0, 3001.0, 52.5], shoonya_2sGE32YZ9B4D9R, 5721871]
[paragraph, [579.0, 4416.5, 3001.0, 52.5], shoonya_2sGE32YZ9B4D9R, 5721871]
[paragraph, [579.0, 4469.0, 3001.0, 52.5], shoonya_2sGE32YZ9B4D9R, 5721871]
[paragraph, [546.0, 4603.0, 3030.0, 52.5], shoonya_0sVM14EONREWNN, 5721871]
[paragraph, [546.0, 4655.5, 3030.0, 52.5], shoonya_0sVM14EONREWNN, 5721871]
[paragraph, [546.0, 4708.0, 3030.0, 52.5], shoonya_0sVM14EONREWNN, 5721871]
[paragraph, [546.0, 4760.5, 3030.0, 52.5], shoonya_0sVM14EONREWNN, 5721871]
[paragraph, [546.0, 4813.0, 3030.0, 52.5], shoonya_0sVM14EONREWNN, 5721871]
[paragraph, [546.0, 4865.5, 3030.0, 52.5], shoonya_0sVM14EONREWNN, 5721871]
[paragraph, [546.0, 4918.0, 3030.0, 52.5], shoonya_0sVM14EONREWNN, 5721871]
[paragraph, [546.0, 4970.5, 3030.0, 52.5], shoonya_0sVM14EONREWNN, 5721871]
[paragraph, [546.0, 5023.0, 3030.0, 52.5], shoonya_0sVM14EONREWNN, 5721871]
[paragraph, [546.0, 5075.5, 3030.0, 52.5], shoonya_0sVM14EONREWNN, 5721871]
[paragraph, [546.0, 5128.0, 3030.0, 52.5], shoonya_0sVM14EONREWNN, 5721871]
[paragraph, [546.0, 5180.5, 3030.0, 52.5], shoonya_0sVM14EONREWNN, 5721871]
