[2200, 1700]
[section-title, [1198.0, 628.0, 77.0, 52.5], shoonya_4sDOALXYT04WN0, 5652150]
[paragraph, [259.0, 809.0, 1011.0, 36.0], shoonya_1sQVQYIHA2NGP9, 5652150]
[paragraph, [259.0, 845.0, 1011.0, 36.0], shoonya_1sQVQYIHA2NGP9, 5652150]
[paragraph, [259.0, 881.0, 1011.0, 36.0], shoonya_1sQVQYIHA2NGP9, 5652150]
[paragraph, [259.0, 917.0, 1011.0, 36.0], shoonya_1sQVQYIHA2NGP9, 5652150]
[paragraph, [259.0, 953.0, 1011.0, 36.0], shoonya_1sQVQYIHA2NGP9, 5652150]
[paragraph, [259.0, 989.0, 1011.0, 36.0], shoonya_1sQVQYIHA2NGP9, 5652150]
[paragraph, [259.0, 1025.0, 1011.0, 36.0], shoonya_1sQVQYIHA2NGP9, 5652150]
[paragraph, [259.0, 1061.0, 1011.0, 36.0], shoonya_1sQVQYIHA2NGP9, 5652150]
[paragraph, [259.0, 1097.0, 1011.0, 36.0], shoonya_1sQVQYIHA2NGP9, 5652150]
[paragraph, [259.0, 1133.0, 1011.0, 36.0], shoonya_1sQVQYIHA2NGP9, 5652150]
[paragraph, [258.0, 1181.0, 999.0, 36.0], shoonya_0sJKMQSXLXPE8E, 5652150]
[paragraph, [258.0, 1217.0, 999.0, 36.0], shoonya_0sJKMQSXLXPE8E, 5652150]
[paragraph, [258.0, 1253.0, 999.0, 36.0], shoonya_0sJKMQSXLXPE8E, 5652150]
[paragraph, [258.0, 1289.0, 999.0, 36.0], shoonya_0sJKMQSXLXPE8E, 5652150]
[paragraph, [258.0, 1325.0, 999.0, 36.0], shoonya_0sJKMQSXLXPE8E, 5652150]
[paragraph, [258.0, 1361.0, 999.0, 36.0], shoonya_0sJKMQSXLXPE8E, 5652150]
[paragraph, [258.0, 1397.0, 999.0, 36.0], shoonya_0sJKMQSXLXPE8E, 5652150]
[paragraph, [258.0, 1433.0, 999.0, 36.0], shoonya_0sJKMQSXLXPE8E, 5652150]
[paragraph, [243.0, 1478.0, 1019.0, 36.0], shoonya_2sFO516411JH8Q, 5652150]
[paragraph, [243.0, 1514.0, 1019.0, 36.0], shoonya_2sFO516411JH8Q, 5652150]
[paragraph, [243.0, 1550.0, 1019.0, 36.0], shoonya_2sFO516411JH8Q, 5652150]
[paragraph, [243.0, 1586.0, 1019.0, 36.0], shoonya_2sFO516411JH8Q, 5652150]
[paragraph, [243.0, 1622.0, 1019.0, 36.0], shoonya_2sFO516411JH8Q, 5652150]
[paragraph, [243.0, 1658.0, 1019.0, 36.0], shoonya_2sFO516411JH8Q, 5652150]
[paragraph, [243.0, 1694.0, 1019.0, 36.0], shoonya_2sFO516411JH8Q, 5652150]
[paragraph, [243.0, 1730.0, 1019.0, 36.0], shoonya_2sFO516411JH8Q, 5652150]
[paragraph, [327.0, 1779.0, 924.0, 36.0], rF3R8eeSRr, 5652150]
[paragraph, [327.0, 1815.0, 924.0, 36.0], rF3R8eeSRr, 5652150]
[folio, [316.0, 1868.0, 106.0, 36.0], SGuLGSF-UG, 5652150]
