[1806, 1262]
[folio, [159.0, 99.0, 506.0, 36.0], shoonya_5sXYWSI0CE7APY, 5680987]
[paragraph, [640.0, 172.0, 503.0, 36.0], shoonya_4sY4OL9HGLK31L, 5680987]
[paragraph, [640.0, 208.0, 503.0, 36.0], shoonya_4sY4OL9HGLK31L, 5680987]
[paragraph, [97.0, 178.0, 493.0, 36.0], shoonya_0sBIXQ2WBJ21TI, 5680987]
[paragraph, [97.0, 214.0, 493.0, 36.0], shoonya_0sBIXQ2WBJ21TI, 5680987]
[paragraph, [97.0, 250.0, 493.0, 36.0], shoonya_0sBIXQ2WBJ21TI, 5680987]
[paragraph, [97.0, 286.0, 493.0, 36.0], shoonya_0sBIXQ2WBJ21TI, 5680987]
[paragraph, [97.0, 322.0, 493.0, 36.0], shoonya_0sBIXQ2WBJ21TI, 5680987]
[paragraph, [97.0, 358.0, 493.0, 36.0], shoonya_0sBIXQ2WBJ21TI, 5680987]
[paragraph, [97.0, 394.0, 493.0, 36.0], shoonya_0sBIXQ2WBJ21TI, 5680987]
[paragraph, [97.0, 430.0, 493.0, 36.0], shoonya_0sBIXQ2WBJ21TI, 5680987]
[paragraph, [97.0, 466.0, 493.0, 36.0], shoonya_0sBIXQ2WBJ21TI, 5680987]
[paragraph, [97.0, 502.0, 493.0, 36.0], shoonya_0sBIXQ2WBJ21TI, 5680987]
[paragraph, [97.0, 538.0, 493.0, 36.0], shoonya_0sBIXQ2WBJ21TI, 5680987]
[paragraph, [97.0, 574.0, 493.0, 36.0], shoonya_0sBIXQ2WBJ21TI, 5680987]
[paragraph, [97.0, 610.0, 493.0, 36.0], shoonya_0sBIXQ2WBJ21TI, 5680987]
[paragraph, [97.0, 646.0, 493.0, 36.0], shoonya_0sBIXQ2WBJ21TI, 5680987]
[paragraph, [97.0, 682.0, 493.0, 36.0], shoonya_0sBIXQ2WBJ21TI, 5680987]
[paragraph, [97.0, 718.0, 493.0, 36.0], shoonya_0sBIXQ2WBJ21TI, 5680987]
[paragraph, [97.0, 754.0, 493.0, 36.0], shoonya_0sBIXQ2WBJ21TI, 5680987]
[paragraph, [97.0, 790.0, 493.0, 36.0], shoonya_0sBIXQ2WBJ21TI, 5680987]
[paragraph, [97.0, 826.0, 493.0, 36.0], shoonya_0sBIXQ2WBJ21TI, 5680987]
[paragraph, [97.0, 862.0, 493.0, 36.0], shoonya_0sBIXQ2WBJ21TI, 5680987]
[paragraph, [97.0, 898.0, 493.0, 36.0], shoonya_0sBIXQ2WBJ21TI, 5680987]
[paragraph, [672.0, 247.0, 372.0, 36.0], shoonya_3sC7L2HPW94Z82, 5680987]
[paragraph, [672.0, 283.0, 372.0, 36.0], shoonya_3sC7L2HPW94Z82, 5680987]
[paragraph, [672.0, 319.0, 372.0, 36.0], shoonya_3sC7L2HPW94Z82, 5680987]
[paragraph, [672.0, 355.0, 372.0, 36.0], shoonya_3sC7L2HPW94Z82, 5680987]
[paragraph, [642.0, 393.0, 499.0, 36.0], bvcog-0D_a, 5680987]
[paragraph, [642.0, 429.0, 499.0, 36.0], bvcog-0D_a, 5680987]
[paragraph, [642.0, 465.0, 499.0, 36.0], bvcog-0D_a, 5680987]
[paragraph, [642.0, 501.0, 499.0, 36.0], bvcog-0D_a, 5680987]
[paragraph, [641.0, 577.0, 506.0, 36.0], shoonya_2sXA1KGJGEP7CF, 5680987]
[paragraph, [641.0, 613.0, 506.0, 36.0], shoonya_2sXA1KGJGEP7CF, 5680987]
[paragraph, [641.0, 649.0, 506.0, 36.0], shoonya_2sXA1KGJGEP7CF, 5680987]
[paragraph, [641.0, 685.0, 506.0, 36.0], shoonya_2sXA1KGJGEP7CF, 5680987]
[paragraph, [641.0, 721.0, 506.0, 36.0], shoonya_2sXA1KGJGEP7CF, 5680987]
[paragraph, [641.0, 757.0, 506.0, 36.0], shoonya_2sXA1KGJGEP7CF, 5680987]
[paragraph, [641.0, 793.0, 506.0, 36.0], shoonya_2sXA1KGJGEP7CF, 5680987]
[paragraph, [641.0, 829.0, 506.0, 36.0], shoonya_2sXA1KGJGEP7CF, 5680987]
[paragraph, [641.0, 865.0, 506.0, 36.0], shoonya_2sXA1KGJGEP7CF, 5680987]
[paragraph, [641.0, 901.0, 506.0, 36.0], shoonya_2sXA1KGJGEP7CF, 5680987]
[paragraph, [641.0, 937.0, 506.0, 36.0], shoonya_2sXA1KGJGEP7CF, 5680987]
[paragraph, [641.0, 973.0, 506.0, 36.0], shoonya_2sXA1KGJGEP7CF, 5680987]
[paragraph, [641.0, 1009.0, 506.0, 36.0], shoonya_2sXA1KGJGEP7CF, 5680987]
[paragraph, [641.0, 1045.0, 506.0, 36.0], shoonya_2sXA1KGJGEP7CF, 5680987]
[paragraph, [641.0, 1081.0, 506.0, 36.0], shoonya_2sXA1KGJGEP7CF, 5680987]
[paragraph, [641.0, 1117.0, 506.0, 36.0], shoonya_2sXA1KGJGEP7CF, 5680987]
[paragraph, [641.0, 1153.0, 506.0, 36.0], shoonya_2sXA1KGJGEP7CF, 5680987]
[paragraph, [641.0, 1189.0, 506.0, 36.0], shoonya_2sXA1KGJGEP7CF, 5680987]
[paragraph, [641.0, 1225.0, 506.0, 36.0], shoonya_2sXA1KGJGEP7CF, 5680987]
[paragraph, [641.0, 1261.0, 506.0, 36.0], shoonya_2sXA1KGJGEP7CF, 5680987]
[paragraph, [641.0, 1297.0, 506.0, 36.0], shoonya_2sXA1KGJGEP7CF, 5680987]
[paragraph, [641.0, 1333.0, 506.0, 36.0], shoonya_2sXA1KGJGEP7CF, 5680987]
[paragraph, [641.0, 1369.0, 506.0, 36.0], shoonya_2sXA1KGJGEP7CF, 5680987]
[paragraph, [641.0, 1405.0, 506.0, 36.0], shoonya_2sXA1KGJGEP7CF, 5680987]
[paragraph, [641.0, 1441.0, 506.0, 36.0], shoonya_2sXA1KGJGEP7CF, 5680987]
[paragraph, [641.0, 1477.0, 506.0, 36.0], shoonya_2sXA1KGJGEP7CF, 5680987]
[paragraph, [641.0, 1513.0, 506.0, 36.0], shoonya_2sXA1KGJGEP7CF, 5680987]
[paragraph, [641.0, 1549.0, 506.0, 36.0], shoonya_2sXA1KGJGEP7CF, 5680987]
[paragraph, [641.0, 1585.0, 506.0, 36.0], shoonya_2sXA1KGJGEP7CF, 5680987]
[paragraph, [641.0, 1621.0, 506.0, 36.0], shoonya_2sXA1KGJGEP7CF, 5680987]
[paragraph, [641.0, 1657.0, 506.0, 36.0], shoonya_2sXA1KGJGEP7CF, 5680987]
[paragraph, [98.0, 949.0, 495.0, 36.0], shoonya_1sZP1RJIRWAI6P, 5680987]
[paragraph, [98.0, 985.0, 495.0, 36.0], shoonya_1sZP1RJIRWAI6P, 5680987]
[paragraph, [98.0, 1021.0, 495.0, 36.0], shoonya_1sZP1RJIRWAI6P, 5680987]
[paragraph, [98.0, 1057.0, 495.0, 36.0], shoonya_1sZP1RJIRWAI6P, 5680987]
[paragraph, [98.0, 1093.0, 495.0, 36.0], shoonya_1sZP1RJIRWAI6P, 5680987]
[paragraph, [98.0, 1129.0, 495.0, 36.0], shoonya_1sZP1RJIRWAI6P, 5680987]
[paragraph, [98.0, 1165.0, 495.0, 36.0], shoonya_1sZP1RJIRWAI6P, 5680987]
[paragraph, [98.0, 1201.0, 495.0, 36.0], shoonya_1sZP1RJIRWAI6P, 5680987]
[paragraph, [98.0, 1237.0, 495.0, 36.0], shoonya_1sZP1RJIRWAI6P, 5680987]
[paragraph, [98.0, 1273.0, 495.0, 36.0], shoonya_1sZP1RJIRWAI6P, 5680987]
[paragraph, [98.0, 1309.0, 495.0, 36.0], shoonya_1sZP1RJIRWAI6P, 5680987]
