[1823, 1375]
[folio, [975.0, 120.0, 278.0, 36.0], shoonya_4s2X1QIXPFJQ6C, 5684188]
[folio, [629.0, 123.0, 126.0, 36.0], shoonya_2s7FFSSAYAJ8KT, 5684188]
[paragraph, [119.0, 200.0, 564.0, 36.0], shoonya_1sAA1CM7QQK48E, 5684188]
[paragraph, [119.0, 236.0, 564.0, 36.0], shoonya_1sAA1CM7QQK48E, 5684188]
[paragraph, [119.0, 272.0, 564.0, 36.0], shoonya_1sAA1CM7QQK48E, 5684188]
[paragraph, [119.0, 308.0, 564.0, 36.0], shoonya_1sAA1CM7QQK48E, 5684188]
[paragraph, [119.0, 344.0, 564.0, 36.0], shoonya_1sAA1CM7QQK48E, 5684188]
[paragraph, [119.0, 380.0, 564.0, 36.0], shoonya_1sAA1CM7QQK48E, 5684188]
[paragraph, [119.0, 416.0, 564.0, 36.0], shoonya_1sAA1CM7QQK48E, 5684188]
[paragraph, [119.0, 452.0, 564.0, 36.0], shoonya_1sAA1CM7QQK48E, 5684188]
[paragraph, [119.0, 488.0, 564.0, 36.0], shoonya_1sAA1CM7QQK48E, 5684188]
[paragraph, [119.0, 524.0, 564.0, 36.0], shoonya_1sAA1CM7QQK48E, 5684188]
[paragraph, [119.0, 560.0, 564.0, 36.0], shoonya_1sAA1CM7QQK48E, 5684188]
[paragraph, [119.0, 596.0, 564.0, 36.0], shoonya_1sAA1CM7QQK48E, 5684188]
[paragraph, [119.0, 632.0, 564.0, 36.0], shoonya_1sAA1CM7QQK48E, 5684188]
[paragraph, [119.0, 668.0, 564.0, 36.0], shoonya_1sAA1CM7QQK48E, 5684188]
[paragraph, [119.0, 704.0, 564.0, 36.0], shoonya_1sAA1CM7QQK48E, 5684188]
[paragraph, [119.0, 740.0, 564.0, 36.0], shoonya_1sAA1CM7QQK48E, 5684188]
[paragraph, [119.0, 776.0, 564.0, 36.0], shoonya_1sAA1CM7QQK48E, 5684188]
[paragraph, [119.0, 812.0, 564.0, 36.0], shoonya_1sAA1CM7QQK48E, 5684188]
[paragraph, [119.0, 848.0, 564.0, 36.0], shoonya_1sAA1CM7QQK48E, 5684188]
[paragraph, [119.0, 884.0, 564.0, 36.0], shoonya_1sAA1CM7QQK48E, 5684188]
[paragraph, [119.0, 920.0, 564.0, 36.0], shoonya_1sAA1CM7QQK48E, 5684188]
[paragraph, [119.0, 956.0, 564.0, 36.0], shoonya_1sAA1CM7QQK48E, 5684188]
[paragraph, [119.0, 992.0, 564.0, 36.0], shoonya_1sAA1CM7QQK48E, 5684188]
[paragraph, [119.0, 1028.0, 564.0, 36.0], shoonya_1sAA1CM7QQK48E, 5684188]
[paragraph, [119.0, 1064.0, 564.0, 36.0], shoonya_1sAA1CM7QQK48E, 5684188]
[paragraph, [119.0, 1100.0, 564.0, 36.0], shoonya_1sAA1CM7QQK48E, 5684188]
[paragraph, [119.0, 1136.0, 564.0, 36.0], shoonya_1sAA1CM7QQK48E, 5684188]
[paragraph, [119.0, 1172.0, 564.0, 36.0], shoonya_1sAA1CM7QQK48E, 5684188]
[paragraph, [119.0, 1208.0, 564.0, 36.0], shoonya_1sAA1CM7QQK48E, 5684188]
[paragraph, [119.0, 1244.0, 564.0, 36.0], shoonya_1sAA1CM7QQK48E, 5684188]
[paragraph, [692.0, 201.0, 569.0, 36.0], shoonya_0sKOSE79FIGMM4, 5684188]
[paragraph, [692.0, 237.0, 569.0, 36.0], shoonya_0sKOSE79FIGMM4, 5684188]
[paragraph, [692.0, 273.0, 569.0, 36.0], shoonya_0sKOSE79FIGMM4, 5684188]
[paragraph, [692.0, 309.0, 569.0, 36.0], shoonya_0sKOSE79FIGMM4, 5684188]
[paragraph, [692.0, 345.0, 569.0, 36.0], shoonya_0sKOSE79FIGMM4, 5684188]
[paragraph, [692.0, 381.0, 569.0, 36.0], shoonya_0sKOSE79FIGMM4, 5684188]
[paragraph, [692.0, 417.0, 569.0, 36.0], shoonya_0sKOSE79FIGMM4, 5684188]
[paragraph, [692.0, 453.0, 569.0, 36.0], shoonya_0sKOSE79FIGMM4, 5684188]
[paragraph, [692.0, 489.0, 569.0, 36.0], shoonya_0sKOSE79FIGMM4, 5684188]
[paragraph, [692.0, 525.0, 569.0, 36.0], shoonya_0sKOSE79FIGMM4, 5684188]
[paragraph, [692.0, 561.0, 569.0, 36.0], shoonya_0sKOSE79FIGMM4, 5684188]
[paragraph, [692.0, 597.0, 569.0, 36.0], shoonya_0sKOSE79FIGMM4, 5684188]
[paragraph, [692.0, 633.0, 569.0, 36.0], shoonya_0sKOSE79FIGMM4, 5684188]
[paragraph, [692.0, 669.0, 569.0, 36.0], shoonya_0sKOSE79FIGMM4, 5684188]
[paragraph, [692.0, 705.0, 569.0, 36.0], shoonya_0sKOSE79FIGMM4, 5684188]
[paragraph, [692.0, 741.0, 569.0, 36.0], shoonya_0sKOSE79FIGMM4, 5684188]
[paragraph, [692.0, 777.0, 569.0, 36.0], shoonya_0sKOSE79FIGMM4, 5684188]
[paragraph, [692.0, 813.0, 569.0, 36.0], shoonya_0sKOSE79FIGMM4, 5684188]
[paragraph, [692.0, 849.0, 569.0, 36.0], shoonya_0sKOSE79FIGMM4, 5684188]
[paragraph, [692.0, 885.0, 569.0, 36.0], shoonya_0sKOSE79FIGMM4, 5684188]
[paragraph, [692.0, 921.0, 569.0, 36.0], shoonya_0sKOSE79FIGMM4, 5684188]
[paragraph, [692.0, 957.0, 569.0, 36.0], shoonya_0sKOSE79FIGMM4, 5684188]
