[1119, 861]
[chapter-title, [280.0, 46.0, 314.0, 30.0], shoonya_2sDCV3C9XTAU8C, 5750516]
[chapter-title, [280.0, 76.0, 314.0, 30.0], shoonya_2sDCV3C9XTAU8C, 5750516]
[chapter-title, [280.0, 106.0, 314.0, 30.0], shoonya_2sDCV3C9XTAU8C, 5750516]
[paragraph, [50.0, 183.0, 765.0, 18.0], shoonya_1sMO1BA63TSG7Y, 5750516]
[paragraph, [50.0, 201.0, 765.0, 18.0], shoonya_1sMO1BA63TSG7Y, 5750516]
[paragraph, [50.0, 219.0, 765.0, 18.0], shoonya_1sMO1BA63TSG7Y, 5750516]
[paragraph, [50.0, 237.0, 765.0, 18.0], shoonya_1sMO1BA63TSG7Y, 5750516]
[paragraph, [50.0, 255.0, 765.0, 18.0], shoonya_1sMO1BA63TSG7Y, 5750516]
[paragraph, [50.0, 273.0, 765.0, 18.0], shoonya_1sMO1BA63TSG7Y, 5750516]
[paragraph, [50.0, 291.0, 765.0, 18.0], shoonya_1sMO1BA63TSG7Y, 5750516]
[paragraph, [50.0, 309.0, 765.0, 18.0], shoonya_1sMO1BA63TSG7Y, 5750516]
[paragraph, [50.0, 327.0, 765.0, 18.0], shoonya_1sMO1BA63TSG7Y, 5750516]
[paragraph, [50.0, 345.0, 765.0, 18.0], shoonya_1sMO1BA63TSG7Y, 5750516]
[paragraph, [50.0, 363.0, 765.0, 18.0], shoonya_1sMO1BA63TSG7Y, 5750516]
[paragraph, [50.0, 381.0, 765.0, 18.0], shoonya_1sMO1BA63TSG7Y, 5750516]
[paragraph, [50.0, 399.0, 765.0, 18.0], shoonya_1sMO1BA63TSG7Y, 5750516]
[paragraph, [50.0, 417.0, 765.0, 18.0], shoonya_1sMO1BA63TSG7Y, 5750516]
[paragraph, [50.0, 435.0, 765.0, 18.0], shoonya_1sMO1BA63TSG7Y, 5750516]
[paragraph, [50.0, 453.0, 765.0, 18.0], shoonya_1sMO1BA63TSG7Y, 5750516]
[paragraph, [50.0, 471.0, 765.0, 18.0], shoonya_1sMO1BA63TSG7Y, 5750516]
[paragraph, [50.0, 489.0, 765.0, 18.0], shoonya_1sMO1BA63TSG7Y, 5750516]
[paragraph, [50.0, 507.0, 765.0, 18.0], shoonya_1sMO1BA63TSG7Y, 5750516]
[paragraph, [50.0, 525.0, 765.0, 18.0], shoonya_1sMO1BA63TSG7Y, 5750516]
[paragraph, [50.0, 543.0, 765.0, 18.0], shoonya_1sMO1BA63TSG7Y, 5750516]
[paragraph, [50.0, 561.0, 765.0, 18.0], shoonya_1sMO1BA63TSG7Y, 5750516]
[paragraph, [50.0, 579.0, 765.0, 18.0], shoonya_1sMO1BA63TSG7Y, 5750516]
[paragraph, [50.0, 597.0, 765.0, 18.0], shoonya_1sMO1BA63TSG7Y, 5750516]
[paragraph, [50.0, 615.0, 765.0, 18.0], shoonya_1sMO1BA63TSG7Y, 5750516]
[paragraph, [50.0, 633.0, 765.0, 18.0], shoonya_1sMO1BA63TSG7Y, 5750516]
[paragraph, [50.0, 651.0, 765.0, 18.0], shoonya_1sMO1BA63TSG7Y, 5750516]
[paragraph, [50.0, 669.0, 765.0, 18.0], shoonya_1sMO1BA63TSG7Y, 5750516]
[paragraph, [50.0, 687.0, 765.0, 18.0], shoonya_1sMO1BA63TSG7Y, 5750516]
[paragraph, [50.0, 705.0, 765.0, 18.0], shoonya_1sMO1BA63TSG7Y, 5750516]
[paragraph, [50.0, 729.0, 762.0, 18.0], shoonya_0sOK2RIFI3JB7A, 5750516]
[paragraph, [50.0, 747.0, 762.0, 18.0], shoonya_0sOK2RIFI3JB7A, 5750516]
[paragraph, [50.0, 765.0, 762.0, 18.0], shoonya_0sOK2RIFI3JB7A, 5750516]
[paragraph, [50.0, 783.0, 762.0, 18.0], shoonya_0sOK2RIFI3JB7A, 5750516]
[paragraph, [50.0, 801.0, 762.0, 18.0], shoonya_0sOK2RIFI3JB7A, 5750516]
[paragraph, [50.0, 819.0, 762.0, 18.0], shoonya_0sOK2RIFI3JB7A, 5750516]
[paragraph, [50.0, 837.0, 762.0, 18.0], shoonya_0sOK2RIFI3JB7A, 5750516]
[paragraph, [50.0, 855.0, 762.0, 18.0], shoonya_0sOK2RIFI3JB7A, 5750516]
[paragraph, [50.0, 873.0, 762.0, 18.0], shoonya_0sOK2RIFI3JB7A, 5750516]
[paragraph, [50.0, 891.0, 762.0, 18.0], shoonya_0sOK2RIFI3JB7A, 5750516]
[paragraph, [50.0, 909.0, 762.0, 18.0], shoonya_0sOK2RIFI3JB7A, 5750516]
[paragraph, [50.0, 927.0, 762.0, 18.0], shoonya_0sOK2RIFI3JB7A, 5750516]
[paragraph, [50.0, 945.0, 762.0, 18.0], shoonya_0sOK2RIFI3JB7A, 5750516]
[paragraph, [50.0, 963.0, 762.0, 18.0], shoonya_0sOK2RIFI3JB7A, 5750516]
[paragraph, [50.0, 981.0, 762.0, 18.0], shoonya_0sOK2RIFI3JB7A, 5750516]
[paragraph, [50.0, 999.0, 762.0, 18.0], shoonya_0sOK2RIFI3JB7A, 5750516]
[paragraph, [50.0, 1017.0, 762.0, 18.0], shoonya_0sOK2RIFI3JB7A, 5750516]
