[709, 412]
[paragraph, [205.0, 59.0, 177.0, 18.0], kzlWbjU96o, 5740898]
[paragraph, [205.0, 77.0, 177.0, 18.0], kzlWbjU96o, 5740898]
[paragraph, [205.0, 95.0, 177.0, 18.0], kzlWbjU96o, 5740898]
[paragraph, [205.0, 113.0, 177.0, 18.0], kzlWbjU96o, 5740898]
[paragraph, [205.0, 131.0, 177.0, 18.0], kzlWbjU96o, 5740898]
[paragraph, [205.0, 149.0, 177.0, 18.0], kzlWbjU96o, 5740898]
[paragraph, [205.0, 167.0, 177.0, 18.0], kzlWbjU96o, 5740898]
[paragraph, [205.0, 185.0, 177.0, 18.0], kzlWbjU96o, 5740898]
[paragraph, [205.0, 203.0, 177.0, 18.0], kzlWbjU96o, 5740898]
[paragraph, [205.0, 221.0, 177.0, 18.0], kzlWbjU96o, 5740898]
[paragraph, [205.0, 239.0, 177.0, 18.0], kzlWbjU96o, 5740898]
[paragraph, [205.0, 257.0, 177.0, 18.0], kzlWbjU96o, 5740898]
[paragraph, [205.0, 275.0, 177.0, 18.0], kzlWbjU96o, 5740898]
[paragraph, [205.0, 293.0, 177.0, 18.0], kzlWbjU96o, 5740898]
[paragraph, [205.0, 311.0, 177.0, 18.0], kzlWbjU96o, 5740898]
[paragraph, [205.0, 329.0, 177.0, 18.0], kzlWbjU96o, 5740898]
[paragraph, [205.0, 347.0, 177.0, 18.0], kzlWbjU96o, 5740898]
[paragraph, [205.0, 365.0, 177.0, 18.0], kzlWbjU96o, 5740898]
[paragraph, [205.0, 383.0, 177.0, 18.0], kzlWbjU96o, 5740898]
[paragraph, [205.0, 401.0, 177.0, 18.0], kzlWbjU96o, 5740898]
[paragraph, [205.0, 419.0, 177.0, 18.0], kzlWbjU96o, 5740898]
[paragraph, [205.0, 437.0, 177.0, 18.0], kzlWbjU96o, 5740898]
[paragraph, [205.0, 455.0, 177.0, 18.0], kzlWbjU96o, 5740898]
[paragraph, [205.0, 473.0, 177.0, 18.0], kzlWbjU96o, 5740898]
[paragraph, [205.0, 491.0, 177.0, 18.0], kzlWbjU96o, 5740898]
[paragraph, [205.0, 509.0, 177.0, 18.0], kzlWbjU96o, 5740898]
[paragraph, [205.0, 527.0, 177.0, 18.0], kzlWbjU96o, 5740898]
[paragraph, [205.0, 545.0, 177.0, 18.0], kzlWbjU96o, 5740898]
[paragraph, [205.0, 563.0, 177.0, 18.0], kzlWbjU96o, 5740898]
[paragraph, [205.0, 581.0, 177.0, 18.0], kzlWbjU96o, 5740898]
[paragraph, [205.0, 599.0, 177.0, 18.0], kzlWbjU96o, 5740898]
[paragraph, [205.0, 617.0, 177.0, 18.0], kzlWbjU96o, 5740898]
[paragraph, [205.0, 635.0, 177.0, 18.0], kzlWbjU96o, 5740898]
[paragraph, [205.0, 653.0, 177.0, 18.0], kzlWbjU96o, 5740898]
[paragraph, [28.0, 61.0, 180.0, 18.0], shoonya_0sYQPPYDQYY6QT, 5740898]
[paragraph, [28.0, 79.0, 180.0, 18.0], shoonya_0sYQPPYDQYY6QT, 5740898]
[paragraph, [28.0, 97.0, 180.0, 18.0], shoonya_0sYQPPYDQYY6QT, 5740898]
[paragraph, [28.0, 115.0, 180.0, 18.0], shoonya_0sYQPPYDQYY6QT, 5740898]
[paragraph, [28.0, 133.0, 180.0, 18.0], shoonya_0sYQPPYDQYY6QT, 5740898]
[paragraph, [28.0, 151.0, 180.0, 18.0], shoonya_0sYQPPYDQYY6QT, 5740898]
[paragraph, [28.0, 169.0, 180.0, 18.0], shoonya_0sYQPPYDQYY6QT, 5740898]
[paragraph, [28.0, 187.0, 180.0, 18.0], shoonya_0sYQPPYDQYY6QT, 5740898]
[paragraph, [28.0, 205.0, 180.0, 18.0], shoonya_0sYQPPYDQYY6QT, 5740898]
[paragraph, [28.0, 223.0, 180.0, 18.0], shoonya_0sYQPPYDQYY6QT, 5740898]
[paragraph, [28.0, 241.0, 180.0, 18.0], shoonya_0sYQPPYDQYY6QT, 5740898]
[paragraph, [28.0, 259.0, 180.0, 18.0], shoonya_0sYQPPYDQYY6QT, 5740898]
[paragraph, [28.0, 277.0, 180.0, 18.0], shoonya_0sYQPPYDQYY6QT, 5740898]
[paragraph, [28.0, 295.0, 180.0, 18.0], shoonya_0sYQPPYDQYY6QT, 5740898]
[paragraph, [28.0, 313.0, 180.0, 18.0], shoonya_0sYQPPYDQYY6QT, 5740898]
[paragraph, [28.0, 331.0, 180.0, 18.0], shoonya_0sYQPPYDQYY6QT, 5740898]
[paragraph, [28.0, 349.0, 180.0, 18.0], shoonya_0sYQPPYDQYY6QT, 5740898]
[paragraph, [28.0, 367.0, 180.0, 18.0], shoonya_0sYQPPYDQYY6QT, 5740898]
[paragraph, [28.0, 385.0, 180.0, 18.0], shoonya_0sYQPPYDQYY6QT, 5740898]
[paragraph, [28.0, 403.0, 180.0, 18.0], shoonya_0sYQPPYDQYY6QT, 5740898]
[paragraph, [28.0, 421.0, 180.0, 18.0], shoonya_0sYQPPYDQYY6QT, 5740898]
[paragraph, [28.0, 439.0, 180.0, 18.0], shoonya_0sYQPPYDQYY6QT, 5740898]
[paragraph, [28.0, 457.0, 180.0, 18.0], shoonya_0sYQPPYDQYY6QT, 5740898]
[paragraph, [28.0, 475.0, 180.0, 18.0], shoonya_0sYQPPYDQYY6QT, 5740898]
[paragraph, [28.0, 493.0, 180.0, 18.0], shoonya_0sYQPPYDQYY6QT, 5740898]
[paragraph, [28.0, 511.0, 180.0, 18.0], shoonya_0sYQPPYDQYY6QT, 5740898]
[paragraph, [28.0, 529.0, 180.0, 18.0], shoonya_0sYQPPYDQYY6QT, 5740898]
[paragraph, [28.0, 547.0, 180.0, 18.0], shoonya_0sYQPPYDQYY6QT, 5740898]
[paragraph, [28.0, 565.0, 180.0, 18.0], shoonya_0sYQPPYDQYY6QT, 5740898]
[paragraph, [28.0, 583.0, 180.0, 18.0], shoonya_0sYQPPYDQYY6QT, 5740898]
[paragraph, [28.0, 601.0, 180.0, 18.0], shoonya_0sYQPPYDQYY6QT, 5740898]
[paragraph, [28.0, 619.0, 180.0, 18.0], shoonya_0sYQPPYDQYY6QT, 5740898]
[paragraph, [28.0, 637.0, 180.0, 18.0], shoonya_0sYQPPYDQYY6QT, 5740898]
[paragraph, [28.0, 655.0, 180.0, 18.0], shoonya_0sYQPPYDQYY6QT, 5740898]
