[1387, 987]
[paragraph, [50.0, 98.0, 864.0, 18.0], shoonya_0s5XP0C6AD1RSY, 5652717]
[paragraph, [50.0, 116.0, 864.0, 18.0], shoonya_0s5XP0C6AD1RSY, 5652717]
[paragraph, [50.0, 134.0, 864.0, 18.0], shoonya_0s5XP0C6AD1RSY, 5652717]
[paragraph, [50.0, 152.0, 864.0, 18.0], shoonya_0s5XP0C6AD1RSY, 5652717]
[paragraph, [50.0, 170.0, 864.0, 18.0], shoonya_0s5XP0C6AD1RSY, 5652717]
[paragraph, [50.0, 188.0, 864.0, 18.0], shoonya_0s5XP0C6AD1RSY, 5652717]
[paragraph, [50.0, 206.0, 864.0, 18.0], shoonya_0s5XP0C6AD1RSY, 5652717]
[paragraph, [50.0, 224.0, 864.0, 18.0], shoonya_0s5XP0C6AD1RSY, 5652717]
[paragraph, [50.0, 242.0, 864.0, 18.0], shoonya_0s5XP0C6AD1RSY, 5652717]
[paragraph, [48.0, 273.0, 850.0, 18.0], 4my6rvnFpy, 5652717]
[paragraph, [48.0, 291.0, 850.0, 18.0], 4my6rvnFpy, 5652717]
[paragraph, [48.0, 309.0, 850.0, 18.0], 4my6rvnFpy, 5652717]
[paragraph, [48.0, 327.0, 850.0, 18.0], 4my6rvnFpy, 5652717]
[paragraph, [48.0, 345.0, 850.0, 18.0], 4my6rvnFpy, 5652717]
[paragraph, [48.0, 363.0, 850.0, 18.0], 4my6rvnFpy, 5652717]
[paragraph, [48.0, 381.0, 850.0, 18.0], 4my6rvnFpy, 5652717]
[paragraph, [48.0, 399.0, 850.0, 18.0], 4my6rvnFpy, 5652717]
[paragraph, [48.0, 417.0, 850.0, 18.0], 4my6rvnFpy, 5652717]
[paragraph, [48.0, 435.0, 850.0, 18.0], 4my6rvnFpy, 5652717]
[paragraph, [48.0, 453.0, 850.0, 18.0], 4my6rvnFpy, 5652717]
[paragraph, [48.0, 471.0, 850.0, 18.0], 4my6rvnFpy, 5652717]
[paragraph, [48.0, 489.0, 850.0, 18.0], 4my6rvnFpy, 5652717]
[paragraph, [48.0, 507.0, 850.0, 18.0], 4my6rvnFpy, 5652717]
[paragraph, [48.0, 525.0, 850.0, 18.0], 4my6rvnFpy, 5652717]
[paragraph, [48.0, 543.0, 850.0, 18.0], 4my6rvnFpy, 5652717]
[paragraph, [48.0, 561.0, 850.0, 18.0], 4my6rvnFpy, 5652717]
[paragraph, [74.0, 583.0, 837.0, 18.0], U1iH8Cjj7V, 5652717]
[paragraph, [74.0, 601.0, 837.0, 18.0], U1iH8Cjj7V, 5652717]
[paragraph, [74.0, 619.0, 837.0, 18.0], U1iH8Cjj7V, 5652717]
[paragraph, [74.0, 637.0, 837.0, 18.0], U1iH8Cjj7V, 5652717]
[paragraph, [74.0, 655.0, 837.0, 18.0], U1iH8Cjj7V, 5652717]
[paragraph, [74.0, 673.0, 837.0, 18.0], U1iH8Cjj7V, 5652717]
[paragraph, [74.0, 691.0, 837.0, 18.0], U1iH8Cjj7V, 5652717]
[paragraph, [74.0, 709.0, 837.0, 18.0], U1iH8Cjj7V, 5652717]
[paragraph, [74.0, 727.0, 837.0, 18.0], U1iH8Cjj7V, 5652717]
[paragraph, [74.0, 745.0, 837.0, 18.0], U1iH8Cjj7V, 5652717]
[paragraph, [74.0, 763.0, 837.0, 18.0], U1iH8Cjj7V, 5652717]
[paragraph, [74.0, 781.0, 837.0, 18.0], U1iH8Cjj7V, 5652717]
[paragraph, [74.0, 799.0, 837.0, 18.0], U1iH8Cjj7V, 5652717]
[paragraph, [74.0, 817.0, 837.0, 18.0], U1iH8Cjj7V, 5652717]
[paragraph, [74.0, 835.0, 837.0, 18.0], U1iH8Cjj7V, 5652717]
[paragraph, [74.0, 853.0, 837.0, 18.0], U1iH8Cjj7V, 5652717]
[paragraph, [74.0, 871.0, 837.0, 18.0], U1iH8Cjj7V, 5652717]
[paragraph, [74.0, 889.0, 837.0, 18.0], U1iH8Cjj7V, 5652717]
[paragraph, [74.0, 907.0, 837.0, 18.0], U1iH8Cjj7V, 5652717]
[paragraph, [74.0, 925.0, 837.0, 18.0], U1iH8Cjj7V, 5652717]
[paragraph, [74.0, 943.0, 837.0, 18.0], U1iH8Cjj7V, 5652717]
[paragraph, [74.0, 961.0, 837.0, 18.0], U1iH8Cjj7V, 5652717]
[paragraph, [74.0, 979.0, 837.0, 18.0], U1iH8Cjj7V, 5652717]
[paragraph, [74.0, 997.0, 837.0, 18.0], U1iH8Cjj7V, 5652717]
[paragraph, [74.0, 1015.0, 837.0, 18.0], U1iH8Cjj7V, 5652717]
[paragraph, [74.0, 1033.0, 837.0, 18.0], U1iH8Cjj7V, 5652717]
[paragraph, [74.0, 1051.0, 837.0, 18.0], U1iH8Cjj7V, 5652717]
[paragraph, [74.0, 1069.0, 837.0, 18.0], U1iH8Cjj7V, 5652717]
[paragraph, [74.0, 1104.0, 823.0, 18.0], 2dz1IKNx3H, 5652717]
[paragraph, [74.0, 1122.0, 823.0, 18.0], 2dz1IKNx3H, 5652717]
[paragraph, [74.0, 1140.0, 823.0, 18.0], 2dz1IKNx3H, 5652717]
[paragraph, [74.0, 1158.0, 823.0, 18.0], 2dz1IKNx3H, 5652717]
[paragraph, [74.0, 1176.0, 823.0, 18.0], 2dz1IKNx3H, 5652717]
[paragraph, [74.0, 1194.0, 823.0, 18.0], 2dz1IKNx3H, 5652717]
[paragraph, [74.0, 1212.0, 823.0, 18.0], 2dz1IKNx3H, 5652717]
[paragraph, [74.0, 1230.0, 823.0, 18.0], 2dz1IKNx3H, 5652717]
[paragraph, [74.0, 1248.0, 823.0, 18.0], 2dz1IKNx3H, 5652717]
[paragraph, [74.0, 1266.0, 823.0, 18.0], 2dz1IKNx3H, 5652717]
[paragraph, [74.0, 1284.0, 823.0, 18.0], 2dz1IKNx3H, 5652717]
