[1754, 1241]
[section-title, [399.0, 87.0, 558.0, 49.5], shoonya_0s79IVCIKMKRJ0, 5781172]
[section-title, [399.0, 136.5, 558.0, 49.5], shoonya_0s79IVCIKMKRJ0, 5781172]
[ordered-list, [203.0, 231.0, 953.0, 36.0], nhGLxDp8Ux, 5781172]
[ordered-list, [203.0, 267.0, 953.0, 36.0], nhGLxDp8Ux, 5781172]
[ordered-list, [203.0, 303.0, 953.0, 36.0], nhGLxDp8Ux, 5781172]
[ordered-list, [203.0, 339.0, 953.0, 36.0], nhGLxDp8Ux, 5781172]
[ordered-list, [203.0, 375.0, 953.0, 36.0], nhGLxDp8Ux, 5781172]
[ordered-list, [203.0, 411.0, 953.0, 36.0], nhGLxDp8Ux, 5781172]
[ordered-list, [203.0, 447.0, 953.0, 36.0], nhGLxDp8Ux, 5781172]
[ordered-list, [203.0, 483.0, 953.0, 36.0], nhGLxDp8Ux, 5781172]
[ordered-list, [203.0, 519.0, 953.0, 36.0], nhGLxDp8Ux, 5781172]
[ordered-list, [203.0, 555.0, 953.0, 36.0], nhGLxDp8Ux, 5781172]
[ordered-list, [203.0, 591.0, 953.0, 36.0], nhGLxDp8Ux, 5781172]
[ordered-list, [203.0, 627.0, 953.0, 36.0], nhGLxDp8Ux, 5781172]
[ordered-list, [203.0, 663.0, 953.0, 36.0], nhGLxDp8Ux, 5781172]
[ordered-list, [203.0, 699.0, 953.0, 36.0], nhGLxDp8Ux, 5781172]
[ordered-list, [203.0, 735.0, 953.0, 36.0], nhGLxDp8Ux, 5781172]
[ordered-list, [203.0, 771.0, 953.0, 36.0], nhGLxDp8Ux, 5781172]
[ordered-list, [203.0, 807.0, 953.0, 36.0], nhGLxDp8Ux, 5781172]
[ordered-list, [203.0, 843.0, 953.0, 36.0], nhGLxDp8Ux, 5781172]
[ordered-list, [203.0, 879.0, 953.0, 36.0], nhGLxDp8Ux, 5781172]
[ordered-list, [203.0, 915.0, 953.0, 36.0], nhGLxDp8Ux, 5781172]
[ordered-list, [203.0, 951.0, 953.0, 36.0], nhGLxDp8Ux, 5781172]
[ordered-list, [203.0, 987.0, 953.0, 36.0], nhGLxDp8Ux, 5781172]
[sidebar, [999.0, 240.0, 128.0, 36.0], 1qd2ZuvtBd, 5781172]
[sub-ordered-list, [236.0, 285.0, 920.0, 36.0], lacHNpj-gd, 5781172]
[sub-ordered-list, [236.0, 321.0, 920.0, 36.0], lacHNpj-gd, 5781172]
[sub-ordered-list, [236.0, 357.0, 920.0, 36.0], lacHNpj-gd, 5781172]
[sub-ordered-list, [236.0, 393.0, 920.0, 36.0], lacHNpj-gd, 5781172]
[sub-ordered-list, [236.0, 429.0, 920.0, 36.0], lacHNpj-gd, 5781172]
[sidebar, [994.0, 511.0, 152.0, 36.0], fU1U6l8rtq, 5781172]
[sub-ordered-list, [244.0, 553.0, 266.0, 36.0], hKsBDqNxfT, 5781172]
[sub-ordered-list, [244.0, 589.0, 266.0, 36.0], hKsBDqNxfT, 5781172]
[sidebar, [994.0, 678.0, 151.0, 36.0], 4OjGde51eb, 5781172]
[sub-ordered-list, [237.0, 716.0, 546.0, 36.0], K7SAjhLVJr, 5781172]
[sub-ordered-list, [237.0, 752.0, 546.0, 36.0], K7SAjhLVJr, 5781172]
[sub-ordered-list, [237.0, 788.0, 546.0, 36.0], K7SAjhLVJr, 5781172]
[sidebar, [996.0, 874.0, 139.0, 36.0], LxHHWEXtGY, 5781172]
[sub-ordered-list, [241.0, 913.0, 669.0, 36.0], rCHwAZS0Vl, 5781172]
[sub-ordered-list, [241.0, 949.0, 669.0, 36.0], rCHwAZS0Vl, 5781172]
[reference, [193.0, 1042.0, 1005.0, 36.0], 9C3ElAOkgG, 5781172]
[reference, [193.0, 1078.0, 1005.0, 36.0], 9C3ElAOkgG, 5781172]
[reference, [193.0, 1114.0, 1005.0, 36.0], 9C3ElAOkgG, 5781172]
[reference, [193.0, 1150.0, 1005.0, 36.0], 9C3ElAOkgG, 5781172]
[reference, [193.0, 1186.0, 1005.0, 36.0], 9C3ElAOkgG, 5781172]
[reference, [193.0, 1222.0, 1005.0, 36.0], 9C3ElAOkgG, 5781172]
[reference, [193.0, 1258.0, 1005.0, 36.0], 9C3ElAOkgG, 5781172]
[reference, [193.0, 1294.0, 1005.0, 36.0], 9C3ElAOkgG, 5781172]
[reference, [193.0, 1330.0, 1005.0, 36.0], 9C3ElAOkgG, 5781172]
[reference, [193.0, 1366.0, 1005.0, 36.0], 9C3ElAOkgG, 5781172]
[reference, [193.0, 1402.0, 1005.0, 36.0], 9C3ElAOkgG, 5781172]
[reference, [193.0, 1438.0, 1005.0, 36.0], 9C3ElAOkgG, 5781172]
[reference, [193.0, 1474.0, 1005.0, 36.0], 9C3ElAOkgG, 5781172]
[reference, [193.0, 1510.0, 1005.0, 36.0], 9C3ElAOkgG, 5781172]
[reference, [193.0, 1546.0, 1005.0, 36.0], 9C3ElAOkgG, 5781172]
[reference, [193.0, 1582.0, 1005.0, 36.0], 9C3ElAOkgG, 5781172]
