[3508, 2481]
[contact-info, [516.0, 99.0, 1420.0, 52.5], R1ifQU9Z4R, 6490694]
[contact-info, [516.0, 151.5, 1420.0, 52.5], R1ifQU9Z4R, 6490694]
[contact-info, [366.0, 510.0, 1756.0, 52.5], MU7iSCFqom, 6490694]
[contact-info, [366.0, 562.5, 1756.0, 52.5], MU7iSCFqom, 6490694]
[contact-info, [366.0, 615.0, 1756.0, 52.5], MU7iSCFqom, 6490694]
[contact-info, [366.0, 667.5, 1756.0, 52.5], MU7iSCFqom, 6490694]
[headline, [1069.0, 870.0, 314.0, 52.5], kHgwWbKj7A, 6490694]
[headline, [1069.0, 922.5, 314.0, 52.5], kHgwWbKj7A, 6490694]
[sub-headline, [609.0, 1107.0, 1252.0, 73.5], 5MWvvbQnx9, 6490694]
[dateline, [1933.0, 1359.0, 326.0, 52.5], 0lcfEdMr52, 6490694]
[paragraph, [189.0, 1629.0, 503.0, 52.5], LrGLME-JuE, 6490694]
[paragraph, [170.0, 1738.0, 2120.0, 52.5], myOi8kfVXT, 6490694]
[paragraph, [170.0, 1790.5, 2120.0, 52.5], myOi8kfVXT, 6490694]
[paragraph, [170.0, 1843.0, 2120.0, 52.5], myOi8kfVXT, 6490694]
[paragraph, [170.0, 1895.5, 2120.0, 52.5], myOi8kfVXT, 6490694]
[paragraph, [170.0, 1948.0, 2120.0, 52.5], myOi8kfVXT, 6490694]
[paragraph, [170.0, 2000.5, 2120.0, 52.5], myOi8kfVXT, 6490694]
[paragraph, [183.0, 2102.0, 2098.0, 52.5], _k70A6CsIz, 6490694]
[paragraph, [183.0, 2154.5, 2098.0, 52.5], _k70A6CsIz, 6490694]
[paragraph, [183.0, 2207.0, 2098.0, 52.5], _k70A6CsIz, 6490694]
[paragraph, [183.0, 2259.5, 2098.0, 52.5], _k70A6CsIz, 6490694]
[paragraph, [183.0, 2312.0, 2098.0, 52.5], _k70A6CsIz, 6490694]
[paragraph, [183.0, 2364.5, 2098.0, 52.5], _k70A6CsIz, 6490694]
[paragraph, [183.0, 2417.0, 2098.0, 52.5], _k70A6CsIz, 6490694]
[paragraph, [183.0, 2568.0, 2179.0, 52.5], J09xDGcI6i, 6490694]
[paragraph, [183.0, 2620.5, 2179.0, 52.5], J09xDGcI6i, 6490694]
[paragraph, [183.0, 2673.0, 2179.0, 52.5], J09xDGcI6i, 6490694]
[paragraph, [183.0, 2725.5, 2179.0, 52.5], J09xDGcI6i, 6490694]
[paragraph, [183.0, 2778.0, 2179.0, 52.5], J09xDGcI6i, 6490694]
[paragraph, [183.0, 2830.5, 2179.0, 52.5], J09xDGcI6i, 6490694]
[paragraph, [183.0, 2883.0, 2179.0, 52.5], J09xDGcI6i, 6490694]
[paragraph, [183.0, 2935.5, 2179.0, 52.5], J09xDGcI6i, 6490694]
[paragraph, [183.0, 2988.0, 2179.0, 52.5], J09xDGcI6i, 6490694]
[paragraph, [183.0, 3040.5, 2179.0, 52.5], J09xDGcI6i, 6490694]
[ordered-list, [286.0, 3159.0, 1992.0, 52.5], VcoNW2pvwP, 6490694]
[ordered-list, [286.0, 3211.5, 1992.0, 52.5], VcoNW2pvwP, 6490694]
[ordered-list, [286.0, 3264.0, 1992.0, 52.5], VcoNW2pvwP, 6490694]
[ordered-list, [286.0, 3316.5, 1992.0, 52.5], VcoNW2pvwP, 6490694]
