[1806, 1262]
[chapter-title, [435.0, 363.0, 359.0, 58.5], shoonya_3sH1VVJOEI5TIS, 5680651]
[paragraph, [649.0, 577.0, 511.0, 36.0], rLYonGmxXH, 5680651]
[paragraph, [649.0, 613.0, 511.0, 36.0], rLYonGmxXH, 5680651]
[paragraph, [649.0, 649.0, 511.0, 36.0], rLYonGmxXH, 5680651]
[paragraph, [649.0, 685.0, 511.0, 36.0], rLYonGmxXH, 5680651]
[paragraph, [649.0, 721.0, 511.0, 36.0], rLYonGmxXH, 5680651]
[paragraph, [649.0, 757.0, 511.0, 36.0], rLYonGmxXH, 5680651]
[paragraph, [649.0, 793.0, 511.0, 36.0], rLYonGmxXH, 5680651]
[paragraph, [649.0, 829.0, 511.0, 36.0], rLYonGmxXH, 5680651]
[paragraph, [649.0, 865.0, 511.0, 36.0], rLYonGmxXH, 5680651]
[paragraph, [649.0, 901.0, 511.0, 36.0], rLYonGmxXH, 5680651]
[paragraph, [649.0, 937.0, 511.0, 36.0], rLYonGmxXH, 5680651]
[paragraph, [649.0, 973.0, 511.0, 36.0], rLYonGmxXH, 5680651]
[paragraph, [649.0, 1009.0, 511.0, 36.0], rLYonGmxXH, 5680651]
[paragraph, [649.0, 1045.0, 511.0, 36.0], rLYonGmxXH, 5680651]
[paragraph, [649.0, 1081.0, 511.0, 36.0], rLYonGmxXH, 5680651]
[paragraph, [649.0, 1117.0, 511.0, 36.0], rLYonGmxXH, 5680651]
[paragraph, [99.0, 583.0, 511.0, 36.0], shoonya_0s9K5PIDXRINYG, 5680651]
[paragraph, [99.0, 619.0, 511.0, 36.0], shoonya_0s9K5PIDXRINYG, 5680651]
[paragraph, [99.0, 655.0, 511.0, 36.0], shoonya_0s9K5PIDXRINYG, 5680651]
[paragraph, [99.0, 691.0, 511.0, 36.0], shoonya_0s9K5PIDXRINYG, 5680651]
[paragraph, [99.0, 727.0, 511.0, 36.0], shoonya_0s9K5PIDXRINYG, 5680651]
[paragraph, [99.0, 763.0, 511.0, 36.0], shoonya_0s9K5PIDXRINYG, 5680651]
[paragraph, [99.0, 799.0, 511.0, 36.0], shoonya_0s9K5PIDXRINYG, 5680651]
[paragraph, [99.0, 835.0, 511.0, 36.0], shoonya_0s9K5PIDXRINYG, 5680651]
[paragraph, [99.0, 871.0, 511.0, 36.0], shoonya_0s9K5PIDXRINYG, 5680651]
[paragraph, [99.0, 907.0, 511.0, 36.0], shoonya_0s9K5PIDXRINYG, 5680651]
[paragraph, [99.0, 943.0, 511.0, 36.0], shoonya_0s9K5PIDXRINYG, 5680651]
[paragraph, [98.0, 1016.0, 511.0, 36.0], shoonya_1sRPTFGO1ZVLF9, 5680651]
[paragraph, [98.0, 1052.0, 511.0, 36.0], shoonya_1sRPTFGO1ZVLF9, 5680651]
[paragraph, [98.0, 1088.0, 511.0, 36.0], shoonya_1sRPTFGO1ZVLF9, 5680651]
[paragraph, [98.0, 1124.0, 511.0, 36.0], shoonya_1sRPTFGO1ZVLF9, 5680651]
[paragraph, [98.0, 1160.0, 511.0, 36.0], shoonya_1sRPTFGO1ZVLF9, 5680651]
[paragraph, [98.0, 1196.0, 511.0, 36.0], shoonya_1sRPTFGO1ZVLF9, 5680651]
[paragraph, [98.0, 1232.0, 511.0, 36.0], shoonya_1sRPTFGO1ZVLF9, 5680651]
[paragraph, [98.0, 1268.0, 511.0, 36.0], shoonya_1sRPTFGO1ZVLF9, 5680651]
[paragraph, [98.0, 1304.0, 511.0, 36.0], shoonya_1sRPTFGO1ZVLF9, 5680651]
[paragraph, [98.0, 1340.0, 511.0, 36.0], shoonya_1sRPTFGO1ZVLF9, 5680651]
[paragraph, [98.0, 1376.0, 511.0, 36.0], shoonya_1sRPTFGO1ZVLF9, 5680651]
[paragraph, [98.0, 1412.0, 511.0, 36.0], shoonya_1sRPTFGO1ZVLF9, 5680651]
