[3835, 2318]
[paragraph, [63.0, 411.0, 2088.0, 52.5], vq1aMNqPt5, 5719917]
[paragraph, [63.0, 463.5, 2088.0, 52.5], vq1aMNqPt5, 5719917]
[paragraph, [63.0, 516.0, 2088.0, 52.5], vq1aMNqPt5, 5719917]
[paragraph, [63.0, 568.5, 2088.0, 52.5], vq1aMNqPt5, 5719917]
[paragraph, [63.0, 621.0, 2088.0, 52.5], vq1aMNqPt5, 5719917]
[paragraph, [63.0, 673.5, 2088.0, 52.5], vq1aMNqPt5, 5719917]
[paragraph, [89.0, 760.0, 2065.0, 52.5], x7I8IEDNIS, 5719917]
[paragraph, [89.0, 812.5, 2065.0, 52.5], x7I8IEDNIS, 5719917]
[paragraph, [89.0, 865.0, 2065.0, 52.5], x7I8IEDNIS, 5719917]
[paragraph, [89.0, 917.5, 2065.0, 52.5], x7I8IEDNIS, 5719917]
[paragraph, [89.0, 970.0, 2065.0, 52.5], x7I8IEDNIS, 5719917]
[paragraph, [89.0, 1022.5, 2065.0, 52.5], x7I8IEDNIS, 5719917]
[paragraph, [89.0, 1075.0, 2065.0, 52.5], x7I8IEDNIS, 5719917]
[paragraph, [89.0, 1127.5, 2065.0, 52.5], x7I8IEDNIS, 5719917]
[paragraph, [89.0, 1180.0, 2065.0, 52.5], x7I8IEDNIS, 5719917]
[paragraph, [89.0, 1232.5, 2065.0, 52.5], x7I8IEDNIS, 5719917]
[paragraph, [89.0, 1285.0, 2065.0, 52.5], x7I8IEDNIS, 5719917]
[paragraph, [89.0, 1337.5, 2065.0, 52.5], x7I8IEDNIS, 5719917]
[paragraph, [89.0, 1390.0, 2065.0, 52.5], x7I8IEDNIS, 5719917]
[paragraph, [89.0, 1442.5, 2065.0, 52.5], x7I8IEDNIS, 5719917]
[paragraph, [89.0, 1495.0, 2065.0, 52.5], x7I8IEDNIS, 5719917]
[paragraph, [89.0, 1547.5, 2065.0, 52.5], x7I8IEDNIS, 5719917]
[paragraph, [89.0, 1600.0, 2065.0, 52.5], x7I8IEDNIS, 5719917]
[paragraph, [89.0, 1652.5, 2065.0, 52.5], x7I8IEDNIS, 5719917]
[paragraph, [81.0, 1731.0, 2068.0, 52.5], hFIvv__Bim, 5719917]
[paragraph, [81.0, 1783.5, 2068.0, 52.5], hFIvv__Bim, 5719917]
[paragraph, [81.0, 1836.0, 2068.0, 52.5], hFIvv__Bim, 5719917]
[paragraph, [81.0, 1888.5, 2068.0, 52.5], hFIvv__Bim, 5719917]
[paragraph, [81.0, 1941.0, 2068.0, 52.5], hFIvv__Bim, 5719917]
[paragraph, [81.0, 1993.5, 2068.0, 52.5], hFIvv__Bim, 5719917]
[paragraph, [81.0, 2046.0, 2068.0, 52.5], hFIvv__Bim, 5719917]
[paragraph, [81.0, 2098.5, 2068.0, 52.5], hFIvv__Bim, 5719917]
[paragraph, [81.0, 2151.0, 2068.0, 52.5], hFIvv__Bim, 5719917]
[section-title, [693.0, 2579.0, 813.0, 93.0], YckHlXa8bT, 5719917]
[paragraph, [62.0, 2772.0, 2069.0, 52.5], shoonya_0sS8AHLH8QYVTI, 5719917]
[paragraph, [62.0, 2824.5, 2069.0, 52.5], shoonya_0sS8AHLH8QYVTI, 5719917]
[paragraph, [62.0, 2877.0, 2069.0, 52.5], shoonya_0sS8AHLH8QYVTI, 5719917]
[paragraph, [62.0, 2929.5, 2069.0, 52.5], shoonya_0sS8AHLH8QYVTI, 5719917]
[paragraph, [62.0, 2982.0, 2069.0, 52.5], shoonya_0sS8AHLH8QYVTI, 5719917]
[paragraph, [62.0, 3034.5, 2069.0, 52.5], shoonya_0sS8AHLH8QYVTI, 5719917]
[paragraph, [62.0, 3087.0, 2069.0, 52.5], shoonya_0sS8AHLH8QYVTI, 5719917]
[paragraph, [62.0, 3139.5, 2069.0, 52.5], shoonya_0sS8AHLH8QYVTI, 5719917]
[paragraph, [62.0, 3192.0, 2069.0, 52.5], shoonya_0sS8AHLH8QYVTI, 5719917]
[paragraph, [62.0, 3244.5, 2069.0, 52.5], shoonya_0sS8AHLH8QYVTI, 5719917]
[paragraph, [62.0, 3297.0, 2069.0, 52.5], shoonya_0sS8AHLH8QYVTI, 5719917]
[paragraph, [62.0, 3349.5, 2069.0, 52.5], shoonya_0sS8AHLH8QYVTI, 5719917]
[paragraph, [62.0, 3402.0, 2069.0, 52.5], shoonya_0sS8AHLH8QYVTI, 5719917]
[paragraph, [62.0, 3454.5, 2069.0, 52.5], shoonya_0sS8AHLH8QYVTI, 5719917]
