[872, 605]
[section-title, [269.0, 36.0, 65.0, 30.0], 7i47f50TUF, 6456764]
[folio, [42.0, 39.0, 78.0, 18.0], iGioRW5987, 6456764]
[paragraph, [33.0, 76.0, 268.0, 18.0], shoonya_0sN8OVAS2XYQ8M, 6456764]
[paragraph, [33.0, 94.0, 268.0, 18.0], shoonya_0sN8OVAS2XYQ8M, 6456764]
[paragraph, [33.0, 112.0, 268.0, 18.0], shoonya_0sN8OVAS2XYQ8M, 6456764]
[paragraph, [33.0, 130.0, 268.0, 18.0], shoonya_0sN8OVAS2XYQ8M, 6456764]
[paragraph, [33.0, 148.0, 268.0, 18.0], shoonya_0sN8OVAS2XYQ8M, 6456764]
[paragraph, [33.0, 166.0, 268.0, 18.0], shoonya_0sN8OVAS2XYQ8M, 6456764]
[paragraph, [299.0, 79.0, 263.0, 18.0], LYoGZudmqI, 6456764]
[paragraph, [299.0, 97.0, 263.0, 18.0], LYoGZudmqI, 6456764]
[paragraph, [299.0, 115.0, 263.0, 18.0], LYoGZudmqI, 6456764]
[paragraph, [299.0, 133.0, 263.0, 18.0], LYoGZudmqI, 6456764]
[paragraph, [299.0, 151.0, 263.0, 18.0], LYoGZudmqI, 6456764]
[paragraph, [299.0, 169.0, 263.0, 18.0], LYoGZudmqI, 6456764]
[paragraph, [299.0, 187.0, 263.0, 18.0], LYoGZudmqI, 6456764]
[paragraph, [299.0, 205.0, 263.0, 18.0], LYoGZudmqI, 6456764]
[paragraph, [299.0, 223.0, 263.0, 18.0], LYoGZudmqI, 6456764]
[paragraph, [299.0, 241.0, 263.0, 18.0], LYoGZudmqI, 6456764]
[paragraph, [299.0, 259.0, 263.0, 18.0], LYoGZudmqI, 6456764]
[paragraph, [37.0, 195.0, 233.0, 18.0], h3xGq1UfSI, 6456764]
[paragraph, [35.0, 215.0, 264.0, 18.0], JFKrYvBnFW, 6456764]
[paragraph, [36.0, 248.0, 264.0, 18.0], 6VTV-MP6uC, 6456764]
[paragraph, [36.0, 266.0, 264.0, 18.0], 6VTV-MP6uC, 6456764]
[paragraph, [301.0, 282.0, 262.0, 18.0], S5AhzSITWH, 6456764]
[paragraph, [301.0, 300.0, 262.0, 18.0], S5AhzSITWH, 6456764]
[paragraph, [301.0, 318.0, 262.0, 18.0], S5AhzSITWH, 6456764]
[paragraph, [36.0, 283.0, 263.0, 18.0], s498Id3vta, 6456764]
[paragraph, [36.0, 301.0, 263.0, 18.0], s498Id3vta, 6456764]
[paragraph, [36.0, 319.0, 263.0, 18.0], WMgUSVgR1E, 6456764]
[paragraph, [36.0, 337.0, 263.0, 18.0], WMgUSVgR1E, 6456764]
[paragraph, [448.0, 349.0, 105.0, 18.0], BC84xZ7Cm_, 6456764]
[paragraph, [34.0, 352.0, 233.0, 18.0], MRQQYf5pJn, 6456764]
[paragraph, [304.0, 364.0, 215.0, 18.0], KL8fBHbPoS, 6456764]
[paragraph, [52.0, 370.0, 247.0, 18.0], iEjF4kOrWY, 6456764]
[paragraph, [302.0, 383.0, 90.0, 18.0], COzV1jmvcL, 6456764]
[paragraph, [35.0, 388.0, 263.0, 18.0], vzlueynr2_, 6456764]
[paragraph, [35.0, 406.0, 263.0, 18.0], vzlueynr2_, 6456764]
[paragraph, [302.0, 400.0, 263.0, 18.0], I5SrfRxxdS, 6456764]
[paragraph, [302.0, 418.0, 263.0, 18.0], I5SrfRxxdS, 6456764]
[paragraph, [302.0, 436.0, 263.0, 18.0], I5SrfRxxdS, 6456764]
[paragraph, [302.0, 454.0, 263.0, 18.0], I5SrfRxxdS, 6456764]
[paragraph, [302.0, 472.0, 263.0, 18.0], I5SrfRxxdS, 6456764]
[paragraph, [302.0, 490.0, 263.0, 18.0], I5SrfRxxdS, 6456764]
[paragraph, [302.0, 508.0, 263.0, 18.0], I5SrfRxxdS, 6456764]
[paragraph, [35.0, 421.0, 265.0, 18.0], rab4pHjDwk, 6456764]
[paragraph, [36.0, 442.0, 265.0, 18.0], oni5YHJLRd, 6456764]
[paragraph, [36.0, 460.0, 265.0, 18.0], oni5YHJLRd, 6456764]
[paragraph, [36.0, 478.0, 265.0, 18.0], oni5YHJLRd, 6456764]
[paragraph, [36.0, 496.0, 265.0, 18.0], oni5YHJLRd, 6456764]
[paragraph, [39.0, 528.0, 262.0, 18.0], aDekWH7Wgf, 6456764]
[paragraph, [39.0, 546.0, 262.0, 18.0], aDekWH7Wgf, 6456764]
[paragraph, [39.0, 564.0, 262.0, 18.0], aDekWH7Wgf, 6456764]
[paragraph, [304.0, 535.0, 261.0, 18.0], mN1_2Dpd2f, 6456764]
[paragraph, [304.0, 553.0, 261.0, 18.0], mN1_2Dpd2f, 6456764]
[paragraph, [304.0, 571.0, 261.0, 18.0], mN1_2Dpd2f, 6456764]
[paragraph, [304.0, 589.0, 261.0, 18.0], mN1_2Dpd2f, 6456764]
[paragraph, [304.0, 607.0, 261.0, 18.0], mN1_2Dpd2f, 6456764]
[paragraph, [36.0, 594.0, 266.0, 18.0], zIDqHNwAir, 6456764]
[paragraph, [36.0, 612.0, 266.0, 18.0], zIDqHNwAir, 6456764]
[paragraph, [40.0, 629.0, 208.0, 18.0], 1bP6B63Zrb, 6456764]
[paragraph, [362.0, 634.0, 199.0, 18.0], CdIeR_Itwr, 6456764]
[paragraph, [39.0, 645.0, 158.0, 18.0], MmmMHhc5ZW, 6456764]
[paragraph, [306.0, 651.0, 261.0, 18.0], LH8b2IJfHA, 6456764]
[paragraph, [306.0, 669.0, 261.0, 18.0], LH8b2IJfHA, 6456764]
[paragraph, [306.0, 687.0, 261.0, 18.0], LH8b2IJfHA, 6456764]
[paragraph, [38.0, 665.0, 264.0, 18.0], nQZmYx36Db, 6456764]
[paragraph, [38.0, 683.0, 264.0, 18.0], nQZmYx36Db, 6456764]
[paragraph, [38.0, 701.0, 264.0, 18.0], nQZmYx36Db, 6456764]
[paragraph, [38.0, 719.0, 264.0, 18.0], nQZmYx36Db, 6456764]
[paragraph, [38.0, 737.0, 264.0, 18.0], nQZmYx36Db, 6456764]
[reference, [303.0, 707.0, 262.0, 18.0], oIXYKrSvFg, 6456764]
[reference, [303.0, 725.0, 262.0, 18.0], oIXYKrSvFg, 6456764]
[reference, [303.0, 743.0, 262.0, 18.0], oIXYKrSvFg, 6456764]
[reference, [303.0, 761.0, 262.0, 18.0], oIXYKrSvFg, 6456764]
[reference, [303.0, 779.0, 262.0, 18.0], oIXYKrSvFg, 6456764]
[reference, [303.0, 797.0, 262.0, 18.0], oIXYKrSvFg, 6456764]
[reference, [303.0, 815.0, 262.0, 18.0], oIXYKrSvFg, 6456764]
[reference, [37.0, 757.0, 266.0, 18.0], DB91WEXnLe, 6456764]
[reference, [37.0, 775.0, 266.0, 18.0], DB91WEXnLe, 6456764]
[reference, [37.0, 793.0, 266.0, 18.0], DB91WEXnLe, 6456764]
[reference, [37.0, 811.0, 266.0, 18.0], DB91WEXnLe, 6456764]
