[2339, 1653]
[paragraph, [391.0, 197.0, 1076.0, 36.0], shoonya_1sIL0R6Q7ORQP4, 5733730]
[paragraph, [391.0, 233.0, 1076.0, 36.0], shoonya_1sIL0R6Q7ORQP4, 5733730]
[paragraph, [385.0, 314.0, 1079.0, 36.0], shoonya_0sP60NH59MBJXY, 5733730]
[paragraph, [385.0, 350.0, 1079.0, 36.0], shoonya_0sP60NH59MBJXY, 5733730]
[paragraph, [385.0, 386.0, 1079.0, 36.0], shoonya_0sP60NH59MBJXY, 5733730]
[paragraph, [385.0, 422.0, 1079.0, 36.0], shoonya_0sP60NH59MBJXY, 5733730]
[paragraph, [385.0, 458.0, 1079.0, 36.0], shoonya_0sP60NH59MBJXY, 5733730]
[paragraph, [385.0, 494.0, 1079.0, 36.0], shoonya_0sP60NH59MBJXY, 5733730]
[paragraph, [385.0, 530.0, 1079.0, 36.0], shoonya_0sP60NH59MBJXY, 5733730]
[paragraph, [385.0, 566.0, 1079.0, 36.0], shoonya_0sP60NH59MBJXY, 5733730]
[paragraph, [385.0, 602.0, 1079.0, 36.0], shoonya_0sP60NH59MBJXY, 5733730]
[paragraph, [385.0, 638.0, 1079.0, 36.0], shoonya_0sP60NH59MBJXY, 5733730]
[paragraph, [385.0, 674.0, 1079.0, 36.0], shoonya_0sP60NH59MBJXY, 5733730]
[paragraph, [385.0, 710.0, 1079.0, 36.0], shoonya_0sP60NH59MBJXY, 5733730]
[paragraph, [385.0, 746.0, 1079.0, 36.0], shoonya_0sP60NH59MBJXY, 5733730]
[paragraph, [385.0, 782.0, 1079.0, 36.0], shoonya_0sP60NH59MBJXY, 5733730]
[paragraph, [385.0, 818.0, 1079.0, 36.0], shoonya_0sP60NH59MBJXY, 5733730]
[paragraph, [385.0, 854.0, 1079.0, 36.0], shoonya_0sP60NH59MBJXY, 5733730]
[paragraph, [385.0, 890.0, 1079.0, 36.0], shoonya_0sP60NH59MBJXY, 5733730]
[paragraph, [385.0, 926.0, 1079.0, 36.0], shoonya_0sP60NH59MBJXY, 5733730]
[paragraph, [385.0, 962.0, 1079.0, 36.0], shoonya_0sP60NH59MBJXY, 5733730]
[paragraph, [385.0, 998.0, 1079.0, 36.0], shoonya_0sP60NH59MBJXY, 5733730]
[paragraph, [385.0, 1034.0, 1079.0, 36.0], shoonya_0sP60NH59MBJXY, 5733730]
[paragraph, [385.0, 1070.0, 1079.0, 36.0], shoonya_0sP60NH59MBJXY, 5733730]
[paragraph, [385.0, 1106.0, 1079.0, 36.0], shoonya_0sP60NH59MBJXY, 5733730]
[paragraph, [385.0, 1142.0, 1079.0, 36.0], shoonya_0sP60NH59MBJXY, 5733730]
[paragraph, [385.0, 1178.0, 1079.0, 36.0], shoonya_0sP60NH59MBJXY, 5733730]
[paragraph, [385.0, 1214.0, 1079.0, 36.0], shoonya_0sP60NH59MBJXY, 5733730]
[paragraph, [385.0, 1250.0, 1079.0, 36.0], shoonya_0sP60NH59MBJXY, 5733730]
[paragraph, [385.0, 1286.0, 1079.0, 36.0], shoonya_0sP60NH59MBJXY, 5733730]
[paragraph, [385.0, 1322.0, 1079.0, 36.0], shoonya_0sP60NH59MBJXY, 5733730]
[paragraph, [385.0, 1358.0, 1079.0, 36.0], shoonya_0sP60NH59MBJXY, 5733730]
[paragraph, [385.0, 1394.0, 1079.0, 36.0], shoonya_0sP60NH59MBJXY, 5733730]
[paragraph, [385.0, 1430.0, 1079.0, 36.0], shoonya_0sP60NH59MBJXY, 5733730]
[paragraph, [385.0, 1466.0, 1079.0, 36.0], shoonya_0sP60NH59MBJXY, 5733730]
[paragraph, [385.0, 1502.0, 1079.0, 36.0], shoonya_0sP60NH59MBJXY, 5733730]
[paragraph, [385.0, 1538.0, 1079.0, 36.0], shoonya_0sP60NH59MBJXY, 5733730]
[paragraph, [385.0, 1574.0, 1079.0, 36.0], shoonya_0sP60NH59MBJXY, 5733730]
[paragraph, [385.0, 1610.0, 1079.0, 36.0], shoonya_0sP60NH59MBJXY, 5733730]
[paragraph, [385.0, 1646.0, 1079.0, 36.0], shoonya_0sP60NH59MBJXY, 5733730]
[paragraph, [385.0, 1682.0, 1079.0, 36.0], shoonya_0sP60NH59MBJXY, 5733730]
[paragraph, [385.0, 1718.0, 1079.0, 36.0], shoonya_0sP60NH59MBJXY, 5733730]
[paragraph, [385.0, 1754.0, 1079.0, 36.0], shoonya_0sP60NH59MBJXY, 5733730]
[paragraph, [385.0, 1790.0, 1079.0, 36.0], shoonya_0sP60NH59MBJXY, 5733730]
[paragraph, [385.0, 1826.0, 1079.0, 36.0], shoonya_0sP60NH59MBJXY, 5733730]
[paragraph, [385.0, 1862.0, 1079.0, 36.0], shoonya_0sP60NH59MBJXY, 5733730]
[paragraph, [385.0, 1898.0, 1079.0, 36.0], shoonya_0sP60NH59MBJXY, 5733730]
[paragraph, [385.0, 1934.0, 1079.0, 36.0], shoonya_0sP60NH59MBJXY, 5733730]
[paragraph, [385.0, 1970.0, 1079.0, 36.0], shoonya_0sP60NH59MBJXY, 5733730]
[paragraph, [385.0, 2006.0, 1079.0, 36.0], shoonya_0sP60NH59MBJXY, 5733730]
[paragraph, [385.0, 2042.0, 1079.0, 36.0], shoonya_0sP60NH59MBJXY, 5733730]
[paragraph, [385.0, 2078.0, 1079.0, 36.0], shoonya_0sP60NH59MBJXY, 5733730]
[folio, [852.0, 2180.0, 559.0, 36.0], unBd840drI, 5733730]
