[2084, 1289]
[paragraph, [97.0, 265.0, 1080.0, 36.0], shoonya_1sU05DX7FO0JQN, 5660841]
[paragraph, [97.0, 301.0, 1080.0, 36.0], shoonya_1sU05DX7FO0JQN, 5660841]
[paragraph, [97.0, 337.0, 1080.0, 36.0], shoonya_1sU05DX7FO0JQN, 5660841]
[paragraph, [97.0, 373.0, 1080.0, 36.0], shoonya_1sU05DX7FO0JQN, 5660841]
[paragraph, [97.0, 409.0, 1080.0, 36.0], shoonya_1sU05DX7FO0JQN, 5660841]
[paragraph, [97.0, 445.0, 1080.0, 36.0], shoonya_1sU05DX7FO0JQN, 5660841]
[paragraph, [97.0, 481.0, 1080.0, 36.0], shoonya_1sU05DX7FO0JQN, 5660841]
[paragraph, [97.0, 517.0, 1080.0, 36.0], shoonya_1sU05DX7FO0JQN, 5660841]
[paragraph, [97.0, 553.0, 1080.0, 36.0], shoonya_1sU05DX7FO0JQN, 5660841]
[paragraph, [97.0, 589.0, 1080.0, 36.0], shoonya_1sU05DX7FO0JQN, 5660841]
[paragraph, [97.0, 625.0, 1080.0, 36.0], shoonya_1sU05DX7FO0JQN, 5660841]
[ordered-list, [122.0, 714.0, 1069.0, 36.0], shoonya_0sU7HXPIE8MAEG, 5660841]
[ordered-list, [122.0, 750.0, 1069.0, 36.0], shoonya_0sU7HXPIE8MAEG, 5660841]
[ordered-list, [122.0, 786.0, 1069.0, 36.0], shoonya_0sU7HXPIE8MAEG, 5660841]
[ordered-list, [122.0, 822.0, 1069.0, 36.0], shoonya_0sU7HXPIE8MAEG, 5660841]
[ordered-list, [122.0, 858.0, 1069.0, 36.0], shoonya_0sU7HXPIE8MAEG, 5660841]
[ordered-list, [122.0, 894.0, 1069.0, 36.0], shoonya_0sU7HXPIE8MAEG, 5660841]
[ordered-list, [122.0, 930.0, 1069.0, 36.0], shoonya_0sU7HXPIE8MAEG, 5660841]
[ordered-list, [122.0, 966.0, 1069.0, 36.0], shoonya_0sU7HXPIE8MAEG, 5660841]
[ordered-list, [122.0, 1002.0, 1069.0, 36.0], shoonya_0sU7HXPIE8MAEG, 5660841]
[ordered-list, [122.0, 1038.0, 1069.0, 36.0], shoonya_0sU7HXPIE8MAEG, 5660841]
[ordered-list, [122.0, 1074.0, 1069.0, 36.0], shoonya_0sU7HXPIE8MAEG, 5660841]
[ordered-list, [122.0, 1110.0, 1069.0, 36.0], shoonya_0sU7HXPIE8MAEG, 5660841]
[ordered-list, [122.0, 1146.0, 1069.0, 36.0], shoonya_0sU7HXPIE8MAEG, 5660841]
[ordered-list, [122.0, 1182.0, 1069.0, 36.0], shoonya_0sU7HXPIE8MAEG, 5660841]
[ordered-list, [122.0, 1218.0, 1069.0, 36.0], shoonya_0sU7HXPIE8MAEG, 5660841]
[ordered-list, [122.0, 1254.0, 1069.0, 36.0], shoonya_0sU7HXPIE8MAEG, 5660841]
[ordered-list, [122.0, 1290.0, 1069.0, 36.0], shoonya_0sU7HXPIE8MAEG, 5660841]
[ordered-list, [122.0, 1326.0, 1069.0, 36.0], shoonya_0sU7HXPIE8MAEG, 5660841]
[ordered-list, [122.0, 1362.0, 1069.0, 36.0], shoonya_0sU7HXPIE8MAEG, 5660841]
[ordered-list, [122.0, 1398.0, 1069.0, 36.0], shoonya_0sU7HXPIE8MAEG, 5660841]
[ordered-list, [122.0, 1434.0, 1069.0, 36.0], shoonya_0sU7HXPIE8MAEG, 5660841]
[ordered-list, [122.0, 1470.0, 1069.0, 36.0], shoonya_0sU7HXPIE8MAEG, 5660841]
[ordered-list, [122.0, 1506.0, 1069.0, 36.0], shoonya_0sU7HXPIE8MAEG, 5660841]
[ordered-list, [122.0, 1542.0, 1069.0, 36.0], shoonya_0sU7HXPIE8MAEG, 5660841]
[ordered-list, [122.0, 1578.0, 1069.0, 36.0], shoonya_0sU7HXPIE8MAEG, 5660841]
[paragraph, [113.0, 1665.0, 1069.0, 36.0], shoonya_2sHXKNGHLYOZTG, 5660841]
[paragraph, [113.0, 1701.0, 1069.0, 36.0], shoonya_2sHXKNGHLYOZTG, 5660841]
[paragraph, [113.0, 1737.0, 1069.0, 36.0], shoonya_2sHXKNGHLYOZTG, 5660841]
[paragraph, [113.0, 1773.0, 1069.0, 36.0], shoonya_2sHXKNGHLYOZTG, 5660841]
[paragraph, [113.0, 1809.0, 1069.0, 36.0], shoonya_2sHXKNGHLYOZTG, 5660841]
[paragraph, [113.0, 1845.0, 1069.0, 36.0], shoonya_2sHXKNGHLYOZTG, 5660841]
[folio, [633.0, 1936.0, 655.0, 36.0], shoonya_3s8G9GLAW9KMYE, 5660841]
[folio, [633.0, 1972.0, 655.0, 36.0], shoonya_3s8G9GLAW9KMYE, 5660841]
