[1363, 831]
[folio, [617.0, 50.0, 113.0, 18.0], shoonya_5sZWCIB5Z6PE1G, 5782294]
[folio, [617.0, 68.0, 113.0, 18.0], shoonya_5sZWCIB5Z6PE1G, 5782294]
[folio, [617.0, 86.0, 113.0, 18.0], shoonya_5sZWCIB5Z6PE1G, 5782294]
[paragraph, [82.0, 145.0, 669.0, 18.0], shoonya_0sJ5Y11L9VW6QU, 5782294]
[paragraph, [82.0, 163.0, 669.0, 18.0], shoonya_0sJ5Y11L9VW6QU, 5782294]
[paragraph, [82.0, 181.0, 669.0, 18.0], shoonya_0sJ5Y11L9VW6QU, 5782294]
[paragraph, [82.0, 199.0, 669.0, 18.0], shoonya_0sJ5Y11L9VW6QU, 5782294]
[paragraph, [82.0, 217.0, 669.0, 18.0], shoonya_0sJ5Y11L9VW6QU, 5782294]
[paragraph, [82.0, 235.0, 669.0, 18.0], shoonya_0sJ5Y11L9VW6QU, 5782294]
[paragraph, [82.0, 253.0, 669.0, 18.0], shoonya_0sJ5Y11L9VW6QU, 5782294]
[paragraph, [82.0, 271.0, 669.0, 18.0], shoonya_0sJ5Y11L9VW6QU, 5782294]
[ordered-list, [82.0, 299.0, 671.0, 18.0], MsDDW0917A, 5782294]
[ordered-list, [82.0, 317.0, 671.0, 18.0], MsDDW0917A, 5782294]
[ordered-list, [82.0, 335.0, 671.0, 18.0], MsDDW0917A, 5782294]
[ordered-list, [82.0, 353.0, 671.0, 18.0], MsDDW0917A, 5782294]
[ordered-list, [82.0, 371.0, 671.0, 18.0], MsDDW0917A, 5782294]
[ordered-list, [82.0, 389.0, 671.0, 18.0], MsDDW0917A, 5782294]
[ordered-list, [82.0, 407.0, 671.0, 18.0], MsDDW0917A, 5782294]
[ordered-list, [82.0, 425.0, 671.0, 18.0], MsDDW0917A, 5782294]
[ordered-list, [82.0, 443.0, 671.0, 18.0], MsDDW0917A, 5782294]
[ordered-list, [82.0, 461.0, 671.0, 18.0], MsDDW0917A, 5782294]
[ordered-list, [82.0, 479.0, 671.0, 18.0], MsDDW0917A, 5782294]
[ordered-list, [82.0, 497.0, 671.0, 18.0], MsDDW0917A, 5782294]
[ordered-list, [82.0, 515.0, 671.0, 18.0], MsDDW0917A, 5782294]
[ordered-list, [82.0, 533.0, 671.0, 18.0], MsDDW0917A, 5782294]
[ordered-list, [82.0, 551.0, 671.0, 18.0], MsDDW0917A, 5782294]
[ordered-list, [82.0, 569.0, 671.0, 18.0], MsDDW0917A, 5782294]
[ordered-list, [82.0, 587.0, 671.0, 18.0], MsDDW0917A, 5782294]
[ordered-list, [82.0, 605.0, 671.0, 18.0], MsDDW0917A, 5782294]
[ordered-list, [82.0, 623.0, 671.0, 18.0], MsDDW0917A, 5782294]
[ordered-list, [82.0, 641.0, 671.0, 18.0], MsDDW0917A, 5782294]
[ordered-list, [82.0, 659.0, 671.0, 18.0], MsDDW0917A, 5782294]
[ordered-list, [82.0, 677.0, 671.0, 18.0], MsDDW0917A, 5782294]
[ordered-list, [82.0, 695.0, 671.0, 18.0], MsDDW0917A, 5782294]
[ordered-list, [82.0, 713.0, 671.0, 18.0], MsDDW0917A, 5782294]
[ordered-list, [82.0, 731.0, 671.0, 18.0], MsDDW0917A, 5782294]
[ordered-list, [82.0, 749.0, 671.0, 18.0], MsDDW0917A, 5782294]
[ordered-list, [82.0, 767.0, 671.0, 18.0], MsDDW0917A, 5782294]
[ordered-list, [82.0, 785.0, 671.0, 18.0], MsDDW0917A, 5782294]
[ordered-list, [82.0, 803.0, 671.0, 18.0], MsDDW0917A, 5782294]
[ordered-list, [82.0, 821.0, 671.0, 18.0], MsDDW0917A, 5782294]
[ordered-list, [82.0, 839.0, 671.0, 18.0], MsDDW0917A, 5782294]
[ordered-list, [82.0, 857.0, 671.0, 18.0], MsDDW0917A, 5782294]
[ordered-list, [82.0, 875.0, 671.0, 18.0], MsDDW0917A, 5782294]
[ordered-list, [82.0, 893.0, 671.0, 18.0], MsDDW0917A, 5782294]
[ordered-list, [82.0, 911.0, 671.0, 18.0], MsDDW0917A, 5782294]
[ordered-list, [82.0, 929.0, 671.0, 18.0], MsDDW0917A, 5782294]
[ordered-list, [82.0, 947.0, 671.0, 18.0], MsDDW0917A, 5782294]
[ordered-list, [82.0, 965.0, 671.0, 18.0], MsDDW0917A, 5782294]
[ordered-list, [82.0, 983.0, 671.0, 18.0], MsDDW0917A, 5782294]
[ordered-list, [82.0, 1001.0, 671.0, 18.0], MsDDW0917A, 5782294]
[ordered-list, [82.0, 1019.0, 671.0, 18.0], MsDDW0917A, 5782294]
[ordered-list, [82.0, 1037.0, 671.0, 18.0], MsDDW0917A, 5782294]
[ordered-list, [82.0, 1055.0, 671.0, 18.0], MsDDW0917A, 5782294]
[ordered-list, [82.0, 1073.0, 671.0, 18.0], MsDDW0917A, 5782294]
[ordered-list, [82.0, 1091.0, 671.0, 18.0], MsDDW0917A, 5782294]
[ordered-list, [82.0, 1109.0, 671.0, 18.0], MsDDW0917A, 5782294]
[ordered-list, [82.0, 1127.0, 671.0, 18.0], MsDDW0917A, 5782294]
[ordered-list, [82.0, 1145.0, 671.0, 18.0], MsDDW0917A, 5782294]
[ordered-list, [82.0, 1163.0, 671.0, 18.0], MsDDW0917A, 5782294]
[ordered-list, [82.0, 1181.0, 671.0, 18.0], MsDDW0917A, 5782294]
[ordered-list, [82.0, 1199.0, 671.0, 18.0], MsDDW0917A, 5782294]
