[864, 612]
[paragraph, [58.0, 63.0, 487.0, 18.0], PLrI2445Ox, 5717713]
[paragraph, [58.0, 81.0, 487.0, 18.0], PLrI2445Ox, 5717713]
[paragraph, [58.0, 99.0, 487.0, 18.0], PLrI2445Ox, 5717713]
[paragraph, [58.0, 117.0, 487.0, 18.0], PLrI2445Ox, 5717713]
[paragraph, [58.0, 135.0, 487.0, 18.0], PLrI2445Ox, 5717713]
[paragraph, [58.0, 153.0, 487.0, 18.0], PLrI2445Ox, 5717713]
[ordered-list, [66.0, 184.0, 482.0, 18.0], vW0LwRAPwh, 5717713]
[ordered-list, [66.0, 202.0, 482.0, 18.0], vW0LwRAPwh, 5717713]
[ordered-list, [66.0, 220.0, 482.0, 18.0], vW0LwRAPwh, 5717713]
[ordered-list, [66.0, 238.0, 482.0, 18.0], vW0LwRAPwh, 5717713]
[sub-ordered-list, [68.0, 276.0, 488.0, 18.0], ufn5VP0pWo, 5717713]
[sub-ordered-list, [68.0, 294.0, 488.0, 18.0], ufn5VP0pWo, 5717713]
[sub-ordered-list, [68.0, 312.0, 488.0, 18.0], ufn5VP0pWo, 5717713]
[sub-ordered-list, [68.0, 330.0, 488.0, 18.0], ufn5VP0pWo, 5717713]
[sub-ordered-list, [68.0, 348.0, 488.0, 18.0], ufn5VP0pWo, 5717713]
[sub-ordered-list, [68.0, 366.0, 488.0, 18.0], ufn5VP0pWo, 5717713]
[sub-ordered-list, [68.0, 384.0, 488.0, 18.0], ufn5VP0pWo, 5717713]
[sub-ordered-list, [68.0, 402.0, 488.0, 18.0], ufn5VP0pWo, 5717713]
[ordered-list, [62.0, 277.0, 497.0, 18.0], FmqkPoDsBg, 5717713]
[ordered-list, [62.0, 295.0, 497.0, 18.0], FmqkPoDsBg, 5717713]
[ordered-list, [62.0, 313.0, 497.0, 18.0], FmqkPoDsBg, 5717713]
[ordered-list, [62.0, 331.0, 497.0, 18.0], FmqkPoDsBg, 5717713]
[ordered-list, [62.0, 349.0, 497.0, 18.0], FmqkPoDsBg, 5717713]
[ordered-list, [62.0, 367.0, 497.0, 18.0], FmqkPoDsBg, 5717713]
[ordered-list, [62.0, 385.0, 497.0, 18.0], FmqkPoDsBg, 5717713]
[ordered-list, [62.0, 403.0, 497.0, 18.0], FmqkPoDsBg, 5717713]
[ordered-list, [62.0, 421.0, 497.0, 18.0], FmqkPoDsBg, 5717713]
[ordered-list, [62.0, 439.0, 497.0, 18.0], FmqkPoDsBg, 5717713]
[ordered-list, [62.0, 457.0, 497.0, 18.0], FmqkPoDsBg, 5717713]
[ordered-list, [62.0, 475.0, 497.0, 18.0], FmqkPoDsBg, 5717713]
[ordered-list, [62.0, 493.0, 497.0, 18.0], FmqkPoDsBg, 5717713]
[ordered-list, [62.0, 511.0, 497.0, 18.0], FmqkPoDsBg, 5717713]
[ordered-list, [62.0, 529.0, 497.0, 18.0], FmqkPoDsBg, 5717713]
[ordered-list, [60.0, 615.0, 502.0, 18.0], JVdAAyGXWN, 5717713]
[ordered-list, [60.0, 633.0, 502.0, 18.0], JVdAAyGXWN, 5717713]
[ordered-list, [60.0, 651.0, 502.0, 18.0], JVdAAyGXWN, 5717713]
[ordered-list, [60.0, 669.0, 502.0, 18.0], JVdAAyGXWN, 5717713]
[ordered-list, [60.0, 687.0, 502.0, 18.0], JVdAAyGXWN, 5717713]
[ordered-list, [60.0, 705.0, 502.0, 18.0], JVdAAyGXWN, 5717713]
[ordered-list, [60.0, 723.0, 502.0, 18.0], JVdAAyGXWN, 5717713]
[ordered-list, [60.0, 741.0, 502.0, 18.0], JVdAAyGXWN, 5717713]
[sub-ordered-list, [86.0, 695.0, 468.0, 18.0], PtzAYcFJST, 5717713]
[sub-ordered-list, [86.0, 713.0, 468.0, 18.0], PtzAYcFJST, 5717713]
[sub-ordered-list, [86.0, 731.0, 468.0, 18.0], PtzAYcFJST, 5717713]
[sub-ordered-list, [86.0, 749.0, 468.0, 18.0], PtzAYcFJST, 5717713]
