[6000, 4167]
[folio, [1230.0, 613.0, 1723.0, 52.5], shoonya_1sJ9L9KHWOY3PK, 5721639]
[folio, [1230.0, 665.5, 1723.0, 52.5], shoonya_1sJ9L9KHWOY3PK, 5721639]
[folio, [1230.0, 718.0, 1723.0, 52.5], shoonya_1sJ9L9KHWOY3PK, 5721639]
[paragraph, [780.0, 918.0, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 970.5, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 1023.0, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 1075.5, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 1128.0, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 1180.5, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 1233.0, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 1285.5, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 1338.0, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 1390.5, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 1443.0, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 1495.5, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 1548.0, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 1600.5, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 1653.0, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 1705.5, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 1758.0, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 1810.5, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 1863.0, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 1915.5, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 1968.0, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 2020.5, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 2073.0, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 2125.5, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 2178.0, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 2230.5, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 2283.0, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 2335.5, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 2388.0, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 2440.5, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 2493.0, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 2545.5, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 2598.0, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 2650.5, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 2703.0, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 2755.5, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 2808.0, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 2860.5, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 2913.0, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 2965.5, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 3018.0, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 3070.5, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 3123.0, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 3175.5, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 3228.0, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 3280.5, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 3333.0, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 3385.5, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 3438.0, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 3490.5, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 3543.0, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 3595.5, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 3648.0, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 3700.5, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 3753.0, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 3805.5, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 3858.0, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 3910.5, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 3963.0, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 4015.5, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 4068.0, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 4120.5, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 4173.0, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 4225.5, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 4278.0, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 4330.5, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 4383.0, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 4435.5, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 4488.0, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 4540.5, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 4593.0, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 4645.5, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 4698.0, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 4750.5, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 4803.0, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 4855.5, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 4908.0, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 4960.5, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 5013.0, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 5065.5, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 5118.0, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 5170.5, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 5223.0, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 5275.5, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 5328.0, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
[paragraph, [780.0, 5380.5, 2953.0, 52.5], shoonya_0s6MWUO4HM47VE, 5721639]
