[1447, 1063]
[folio, [422.0, 54.0, 213.0, 18.0], uTjnXSMZkS, 5762649]
[paragraph, [85.0, 90.0, 441.0, 18.0], 3RWjSeatN6, 5762649]
[paragraph, [85.0, 108.0, 441.0, 18.0], 3RWjSeatN6, 5762649]
[paragraph, [85.0, 126.0, 441.0, 18.0], 3RWjSeatN6, 5762649]
[paragraph, [85.0, 144.0, 441.0, 18.0], 3RWjSeatN6, 5762649]
[paragraph, [85.0, 162.0, 441.0, 18.0], 3RWjSeatN6, 5762649]
[paragraph, [85.0, 180.0, 441.0, 18.0], 3RWjSeatN6, 5762649]
[paragraph, [85.0, 198.0, 441.0, 18.0], 3RWjSeatN6, 5762649]
[paragraph, [85.0, 216.0, 441.0, 18.0], 3RWjSeatN6, 5762649]
[paragraph, [85.0, 234.0, 441.0, 18.0], 3RWjSeatN6, 5762649]
[paragraph, [85.0, 252.0, 441.0, 18.0], 3RWjSeatN6, 5762649]
[paragraph, [85.0, 270.0, 441.0, 18.0], 3RWjSeatN6, 5762649]
[paragraph, [85.0, 288.0, 441.0, 18.0], 3RWjSeatN6, 5762649]
[paragraph, [85.0, 306.0, 441.0, 18.0], 3RWjSeatN6, 5762649]
[paragraph, [85.0, 324.0, 441.0, 18.0], 3RWjSeatN6, 5762649]
[paragraph, [85.0, 342.0, 441.0, 18.0], 3RWjSeatN6, 5762649]
[paragraph, [85.0, 360.0, 441.0, 18.0], 3RWjSeatN6, 5762649]
[paragraph, [85.0, 378.0, 441.0, 18.0], 3RWjSeatN6, 5762649]
[paragraph, [85.0, 396.0, 441.0, 18.0], 3RWjSeatN6, 5762649]
[paragraph, [85.0, 414.0, 441.0, 18.0], 3RWjSeatN6, 5762649]
[paragraph, [85.0, 432.0, 441.0, 18.0], 3RWjSeatN6, 5762649]
[paragraph, [85.0, 450.0, 441.0, 18.0], 3RWjSeatN6, 5762649]
[paragraph, [533.0, 94.0, 439.0, 18.0], shoonya_0s6XBU7Q9D76XT, 5762649]
[paragraph, [533.0, 112.0, 439.0, 18.0], shoonya_0s6XBU7Q9D76XT, 5762649]
[paragraph, [533.0, 130.0, 439.0, 18.0], shoonya_0s6XBU7Q9D76XT, 5762649]
[paragraph, [533.0, 148.0, 439.0, 18.0], shoonya_0s6XBU7Q9D76XT, 5762649]
[paragraph, [533.0, 166.0, 439.0, 18.0], shoonya_0s6XBU7Q9D76XT, 5762649]
[paragraph, [533.0, 184.0, 439.0, 18.0], shoonya_0s6XBU7Q9D76XT, 5762649]
[paragraph, [533.0, 202.0, 439.0, 18.0], shoonya_0s6XBU7Q9D76XT, 5762649]
[paragraph, [533.0, 220.0, 439.0, 18.0], shoonya_0s6XBU7Q9D76XT, 5762649]
[paragraph, [533.0, 238.0, 439.0, 18.0], shoonya_0s6XBU7Q9D76XT, 5762649]
[paragraph, [533.0, 256.0, 439.0, 18.0], shoonya_0s6XBU7Q9D76XT, 5762649]
[paragraph, [533.0, 274.0, 439.0, 18.0], shoonya_0s6XBU7Q9D76XT, 5762649]
[paragraph, [533.0, 292.0, 439.0, 18.0], shoonya_0s6XBU7Q9D76XT, 5762649]
[paragraph, [533.0, 310.0, 439.0, 18.0], shoonya_0s6XBU7Q9D76XT, 5762649]
[paragraph, [533.0, 328.0, 439.0, 18.0], shoonya_0s6XBU7Q9D76XT, 5762649]
[paragraph, [533.0, 346.0, 439.0, 18.0], shoonya_0s6XBU7Q9D76XT, 5762649]
[paragraph, [533.0, 364.0, 439.0, 18.0], shoonya_0s6XBU7Q9D76XT, 5762649]
[paragraph, [533.0, 382.0, 439.0, 18.0], shoonya_0s6XBU7Q9D76XT, 5762649]
[paragraph, [533.0, 400.0, 439.0, 18.0], shoonya_0s6XBU7Q9D76XT, 5762649]
[paragraph, [533.0, 418.0, 439.0, 18.0], shoonya_0s6XBU7Q9D76XT, 5762649]
[paragraph, [533.0, 436.0, 439.0, 18.0], shoonya_0s6XBU7Q9D76XT, 5762649]
[paragraph, [533.0, 454.0, 439.0, 18.0], shoonya_0s6XBU7Q9D76XT, 5762649]
[paragraph, [533.0, 472.0, 439.0, 18.0], shoonya_0s6XBU7Q9D76XT, 5762649]
[paragraph, [533.0, 490.0, 439.0, 18.0], shoonya_0s6XBU7Q9D76XT, 5762649]
[paragraph, [533.0, 508.0, 439.0, 18.0], shoonya_0s6XBU7Q9D76XT, 5762649]
[paragraph, [533.0, 526.0, 439.0, 18.0], shoonya_0s6XBU7Q9D76XT, 5762649]
[paragraph, [533.0, 544.0, 439.0, 18.0], shoonya_0s6XBU7Q9D76XT, 5762649]
[paragraph, [533.0, 562.0, 439.0, 18.0], shoonya_0s6XBU7Q9D76XT, 5762649]
[paragraph, [533.0, 580.0, 439.0, 18.0], shoonya_0s6XBU7Q9D76XT, 5762649]
[paragraph, [533.0, 598.0, 439.0, 18.0], shoonya_0s6XBU7Q9D76XT, 5762649]
[paragraph, [533.0, 616.0, 439.0, 18.0], shoonya_0s6XBU7Q9D76XT, 5762649]
