[715, 500]
[folio, [191.0, 42.0, 91.0, 18.0], 9ZBrFBjdmO, 6464526]
[paragraph, [42.0, 79.0, 398.0, 18.0], Q25DgivxqB, 6464526]
[paragraph, [42.0, 97.0, 398.0, 18.0], Q25DgivxqB, 6464526]
[paragraph, [42.0, 115.0, 398.0, 18.0], Q25DgivxqB, 6464526]
[paragraph, [44.0, 143.0, 398.0, 18.0], TpY9Uhe95e, 6464526]
[paragraph, [44.0, 161.0, 398.0, 18.0], TpY9Uhe95e, 6464526]
[paragraph, [44.0, 179.0, 398.0, 18.0], TpY9Uhe95e, 6464526]
[paragraph, [44.0, 197.0, 398.0, 18.0], TpY9Uhe95e, 6464526]
[paragraph, [44.0, 215.0, 398.0, 18.0], TpY9Uhe95e, 6464526]
[paragraph, [44.0, 233.0, 398.0, 18.0], TpY9Uhe95e, 6464526]
[paragraph, [44.0, 251.0, 398.0, 18.0], TpY9Uhe95e, 6464526]
[paragraph, [44.0, 269.0, 398.0, 18.0], TpY9Uhe95e, 6464526]
[paragraph, [44.0, 287.0, 398.0, 18.0], TpY9Uhe95e, 6464526]
[paragraph, [44.0, 305.0, 398.0, 18.0], TpY9Uhe95e, 6464526]
[paragraph, [44.0, 323.0, 398.0, 18.0], TpY9Uhe95e, 6464526]
[paragraph, [44.0, 341.0, 398.0, 18.0], TpY9Uhe95e, 6464526]
[paragraph, [44.0, 359.0, 398.0, 18.0], TpY9Uhe95e, 6464526]
[paragraph, [44.0, 377.0, 398.0, 18.0], TpY9Uhe95e, 6464526]
[paragraph, [44.0, 395.0, 398.0, 18.0], TpY9Uhe95e, 6464526]
[paragraph, [49.0, 423.0, 392.0, 18.0], 0O0l5F4ShQ, 6464526]
[paragraph, [49.0, 441.0, 392.0, 18.0], 0O0l5F4ShQ, 6464526]
[paragraph, [49.0, 459.0, 392.0, 18.0], 0O0l5F4ShQ, 6464526]
[paragraph, [49.0, 477.0, 392.0, 18.0], 0O0l5F4ShQ, 6464526]
[paragraph, [49.0, 495.0, 392.0, 18.0], 0O0l5F4ShQ, 6464526]
[paragraph, [52.0, 597.0, 389.0, 18.0], fFIUSbgfHe, 6464526]
[paragraph, [52.0, 615.0, 389.0, 18.0], fFIUSbgfHe, 6464526]
