[809, 621]
[folio, [405.0, 55.0, 176.0, 18.0], gLgcn8w1pw, 5656226]
[ordered-list, [326.0, 87.0, 281.0, 18.0], qW77N8Sxvj, 5656226]
[ordered-list, [326.0, 105.0, 281.0, 18.0], qW77N8Sxvj, 5656226]
[ordered-list, [326.0, 123.0, 281.0, 18.0], qW77N8Sxvj, 5656226]
[ordered-list, [326.0, 141.0, 281.0, 18.0], qW77N8Sxvj, 5656226]
[ordered-list, [326.0, 159.0, 281.0, 18.0], qW77N8Sxvj, 5656226]
[ordered-list, [326.0, 177.0, 281.0, 18.0], qW77N8Sxvj, 5656226]
[ordered-list, [326.0, 195.0, 281.0, 18.0], qW77N8Sxvj, 5656226]
[ordered-list, [326.0, 213.0, 281.0, 18.0], qW77N8Sxvj, 5656226]
[ordered-list, [326.0, 231.0, 281.0, 18.0], qW77N8Sxvj, 5656226]
[ordered-list, [326.0, 249.0, 281.0, 18.0], qW77N8Sxvj, 5656226]
[ordered-list, [326.0, 267.0, 281.0, 18.0], qW77N8Sxvj, 5656226]
[ordered-list, [326.0, 285.0, 281.0, 18.0], qW77N8Sxvj, 5656226]
[ordered-list, [326.0, 303.0, 281.0, 18.0], qW77N8Sxvj, 5656226]
[ordered-list, [326.0, 321.0, 281.0, 18.0], qW77N8Sxvj, 5656226]
[ordered-list, [326.0, 339.0, 281.0, 18.0], qW77N8Sxvj, 5656226]
[ordered-list, [326.0, 357.0, 281.0, 18.0], qW77N8Sxvj, 5656226]
[ordered-list, [326.0, 375.0, 281.0, 18.0], qW77N8Sxvj, 5656226]
[ordered-list, [326.0, 393.0, 281.0, 18.0], qW77N8Sxvj, 5656226]
[ordered-list, [326.0, 411.0, 281.0, 18.0], qW77N8Sxvj, 5656226]
[ordered-list, [326.0, 429.0, 281.0, 18.0], qW77N8Sxvj, 5656226]
[ordered-list, [326.0, 447.0, 281.0, 18.0], qW77N8Sxvj, 5656226]
[ordered-list, [326.0, 465.0, 281.0, 18.0], qW77N8Sxvj, 5656226]
[ordered-list, [326.0, 483.0, 281.0, 18.0], qW77N8Sxvj, 5656226]
[ordered-list, [326.0, 501.0, 281.0, 18.0], qW77N8Sxvj, 5656226]
[ordered-list, [326.0, 519.0, 281.0, 18.0], qW77N8Sxvj, 5656226]
[ordered-list, [326.0, 537.0, 281.0, 18.0], qW77N8Sxvj, 5656226]
[ordered-list, [326.0, 555.0, 281.0, 18.0], qW77N8Sxvj, 5656226]
[ordered-list, [326.0, 573.0, 281.0, 18.0], qW77N8Sxvj, 5656226]
[ordered-list, [326.0, 591.0, 281.0, 18.0], qW77N8Sxvj, 5656226]
[ordered-list, [326.0, 609.0, 281.0, 18.0], qW77N8Sxvj, 5656226]
[sub-ordered-list, [331.0, 92.0, 262.0, 18.0], e_SxL9JWP4, 5656226]
[sub-ordered-list, [331.0, 110.0, 262.0, 18.0], e_SxL9JWP4, 5656226]
[sub-ordered-list, [331.0, 128.0, 262.0, 18.0], e_SxL9JWP4, 5656226]
[sub-ordered-list, [331.0, 146.0, 262.0, 18.0], e_SxL9JWP4, 5656226]
[sub-ordered-list, [331.0, 164.0, 262.0, 18.0], e_SxL9JWP4, 5656226]
[sub-ordered-list, [331.0, 182.0, 262.0, 18.0], e_SxL9JWP4, 5656226]
[sub-ordered-list, [331.0, 200.0, 262.0, 18.0], e_SxL9JWP4, 5656226]
[sub-ordered-list, [331.0, 218.0, 262.0, 18.0], e_SxL9JWP4, 5656226]
[sub-ordered-list, [331.0, 236.0, 262.0, 18.0], e_SxL9JWP4, 5656226]
[sub-ordered-list, [331.0, 254.0, 262.0, 18.0], e_SxL9JWP4, 5656226]
[sub-ordered-list, [331.0, 272.0, 262.0, 18.0], e_SxL9JWP4, 5656226]
[sub-ordered-list, [331.0, 290.0, 262.0, 18.0], e_SxL9JWP4, 5656226]
[sub-ordered-list, [331.0, 308.0, 262.0, 18.0], e_SxL9JWP4, 5656226]
[sub-ordered-list, [331.0, 326.0, 262.0, 18.0], e_SxL9JWP4, 5656226]
[sub-ordered-list, [331.0, 344.0, 262.0, 18.0], e_SxL9JWP4, 5656226]
[sub-ordered-list, [331.0, 362.0, 262.0, 18.0], e_SxL9JWP4, 5656226]
[sub-ordered-list, [331.0, 380.0, 262.0, 18.0], e_SxL9JWP4, 5656226]
[sub-ordered-list, [331.0, 398.0, 262.0, 18.0], e_SxL9JWP4, 5656226]
[sub-ordered-list, [331.0, 416.0, 262.0, 18.0], e_SxL9JWP4, 5656226]
[sub-ordered-list, [331.0, 434.0, 262.0, 18.0], e_SxL9JWP4, 5656226]
[sub-ordered-list, [331.0, 452.0, 262.0, 18.0], e_SxL9JWP4, 5656226]
[sub-ordered-list, [331.0, 470.0, 262.0, 18.0], e_SxL9JWP4, 5656226]
[sub-ordered-list, [331.0, 488.0, 262.0, 18.0], e_SxL9JWP4, 5656226]
[sub-ordered-list, [331.0, 506.0, 262.0, 18.0], e_SxL9JWP4, 5656226]
[sub-ordered-list, [331.0, 524.0, 262.0, 18.0], e_SxL9JWP4, 5656226]
[sub-ordered-list, [331.0, 542.0, 262.0, 18.0], e_SxL9JWP4, 5656226]
[sub-ordered-list, [331.0, 560.0, 262.0, 18.0], e_SxL9JWP4, 5656226]
[sub-ordered-list, [331.0, 578.0, 262.0, 18.0], e_SxL9JWP4, 5656226]
[sub-ordered-list, [331.0, 596.0, 262.0, 18.0], e_SxL9JWP4, 5656226]
[subsub-ordered-list, [333.0, 92.0, 258.0, 18.0], -JgCAgx6iB, 5656226]
[subsub-ordered-list, [333.0, 110.0, 258.0, 18.0], -JgCAgx6iB, 5656226]
