[2200, 1700]
[paragraph, [130.0, 198.0, 692.0, 36.0], shoonya_2sHHH4XOGKF2BB, 5753164]
[paragraph, [130.0, 234.0, 692.0, 36.0], shoonya_2sHHH4XOGKF2BB, 5753164]
[paragraph, [900.0, 209.0, 672.0, 36.0], shoonya_0s5NBIEIRR78SE, 5753164]
[paragraph, [900.0, 245.0, 672.0, 36.0], shoonya_0s5NBIEIRR78SE, 5753164]
[paragraph, [900.0, 281.0, 672.0, 36.0], shoonya_0s5NBIEIRR78SE, 5753164]
[paragraph, [900.0, 317.0, 672.0, 36.0], shoonya_0s5NBIEIRR78SE, 5753164]
[paragraph, [900.0, 353.0, 672.0, 36.0], shoonya_0s5NBIEIRR78SE, 5753164]
[paragraph, [900.0, 389.0, 672.0, 36.0], shoonya_0s5NBIEIRR78SE, 5753164]
[paragraph, [900.0, 425.0, 672.0, 36.0], shoonya_0s5NBIEIRR78SE, 5753164]
[paragraph, [900.0, 461.0, 672.0, 36.0], shoonya_0s5NBIEIRR78SE, 5753164]
[paragraph, [900.0, 497.0, 672.0, 36.0], shoonya_0s5NBIEIRR78SE, 5753164]
[paragraph, [900.0, 533.0, 672.0, 36.0], shoonya_0s5NBIEIRR78SE, 5753164]
[paragraph, [900.0, 569.0, 672.0, 36.0], shoonya_0s5NBIEIRR78SE, 5753164]
[paragraph, [900.0, 605.0, 672.0, 36.0], shoonya_0s5NBIEIRR78SE, 5753164]
[paragraph, [900.0, 641.0, 672.0, 36.0], shoonya_0s5NBIEIRR78SE, 5753164]
[paragraph, [900.0, 677.0, 672.0, 36.0], shoonya_0s5NBIEIRR78SE, 5753164]
[paragraph, [900.0, 713.0, 672.0, 36.0], shoonya_0s5NBIEIRR78SE, 5753164]
[paragraph, [900.0, 749.0, 672.0, 36.0], shoonya_0s5NBIEIRR78SE, 5753164]
[paragraph, [900.0, 785.0, 672.0, 36.0], shoonya_0s5NBIEIRR78SE, 5753164]
[paragraph, [900.0, 821.0, 672.0, 36.0], shoonya_0s5NBIEIRR78SE, 5753164]
[paragraph, [133.0, 300.0, 679.0, 36.0], kRZL_QUgIn, 5753164]
[paragraph, [133.0, 336.0, 679.0, 36.0], kRZL_QUgIn, 5753164]
[paragraph, [136.0, 396.0, 674.0, 36.0], 5F_mMWer9o, 5753164]
[paragraph, [136.0, 432.0, 674.0, 36.0], 5F_mMWer9o, 5753164]
[paragraph, [136.0, 468.0, 674.0, 36.0], 5F_mMWer9o, 5753164]
[paragraph, [136.0, 504.0, 674.0, 36.0], 5F_mMWer9o, 5753164]
[paragraph, [136.0, 540.0, 674.0, 36.0], 5F_mMWer9o, 5753164]
[paragraph, [136.0, 576.0, 674.0, 36.0], 5F_mMWer9o, 5753164]
[paragraph, [136.0, 612.0, 674.0, 36.0], 5F_mMWer9o, 5753164]
[paragraph, [136.0, 648.0, 674.0, 36.0], 5F_mMWer9o, 5753164]
[paragraph, [136.0, 684.0, 674.0, 36.0], 5F_mMWer9o, 5753164]
[paragraph, [136.0, 720.0, 674.0, 36.0], 5F_mMWer9o, 5753164]
[paragraph, [136.0, 756.0, 674.0, 36.0], 5F_mMWer9o, 5753164]
[paragraph, [136.0, 792.0, 674.0, 36.0], 5F_mMWer9o, 5753164]
[paragraph, [136.0, 828.0, 674.0, 36.0], 5F_mMWer9o, 5753164]
[paragraph, [136.0, 864.0, 674.0, 36.0], 5F_mMWer9o, 5753164]
[paragraph, [136.0, 900.0, 674.0, 36.0], 5F_mMWer9o, 5753164]
[paragraph, [136.0, 936.0, 674.0, 36.0], 5F_mMWer9o, 5753164]
[paragraph, [136.0, 972.0, 674.0, 36.0], 5F_mMWer9o, 5753164]
[paragraph, [136.0, 1008.0, 674.0, 36.0], 5F_mMWer9o, 5753164]
[paragraph, [136.0, 1044.0, 674.0, 36.0], 5F_mMWer9o, 5753164]
[paragraph, [136.0, 1080.0, 674.0, 36.0], 5F_mMWer9o, 5753164]
[paragraph, [136.0, 1116.0, 674.0, 36.0], 5F_mMWer9o, 5753164]
[paragraph, [136.0, 1152.0, 674.0, 36.0], 5F_mMWer9o, 5753164]
[paragraph, [136.0, 1188.0, 674.0, 36.0], 5F_mMWer9o, 5753164]
[paragraph, [136.0, 1224.0, 674.0, 36.0], 5F_mMWer9o, 5753164]
[paragraph, [136.0, 1260.0, 674.0, 36.0], 5F_mMWer9o, 5753164]
[paragraph, [136.0, 1296.0, 674.0, 36.0], 5F_mMWer9o, 5753164]
[paragraph, [136.0, 1332.0, 674.0, 36.0], 5F_mMWer9o, 5753164]
[paragraph, [136.0, 1368.0, 674.0, 36.0], 5F_mMWer9o, 5753164]
[paragraph, [136.0, 1404.0, 674.0, 36.0], 5F_mMWer9o, 5753164]
[paragraph, [136.0, 1440.0, 674.0, 36.0], 5F_mMWer9o, 5753164]
[paragraph, [136.0, 1476.0, 674.0, 36.0], 5F_mMWer9o, 5753164]
[paragraph, [136.0, 1512.0, 674.0, 36.0], 5F_mMWer9o, 5753164]
[paragraph, [136.0, 1548.0, 674.0, 36.0], 5F_mMWer9o, 5753164]
[paragraph, [136.0, 1584.0, 674.0, 36.0], 5F_mMWer9o, 5753164]
[paragraph, [136.0, 1620.0, 674.0, 36.0], 5F_mMWer9o, 5753164]
[paragraph, [136.0, 1656.0, 674.0, 36.0], 5F_mMWer9o, 5753164]
[paragraph, [136.0, 1692.0, 674.0, 36.0], 5F_mMWer9o, 5753164]
[paragraph, [136.0, 1728.0, 674.0, 36.0], 5F_mMWer9o, 5753164]
[paragraph, [901.0, 905.0, 657.0, 36.0], shoonya_1sMUJ5872IET3Z, 5753164]
[paragraph, [901.0, 941.0, 657.0, 36.0], shoonya_1sMUJ5872IET3Z, 5753164]
