[1238, 765]
[chapter-title, [304.0, 96.0, 207.0, 30.0], 1aH7wzdrpP, 5769878]
[paragraph, [402.0, 148.0, 276.0, 18.0], HuF59r66Hu, 5769878]
[paragraph, [402.0, 166.0, 276.0, 18.0], HuF59r66Hu, 5769878]
[paragraph, [402.0, 184.0, 276.0, 18.0], HuF59r66Hu, 5769878]
[paragraph, [402.0, 202.0, 276.0, 18.0], HuF59r66Hu, 5769878]
[paragraph, [402.0, 220.0, 276.0, 18.0], HuF59r66Hu, 5769878]
[paragraph, [402.0, 238.0, 276.0, 18.0], HuF59r66Hu, 5769878]
[paragraph, [77.0, 149.0, 304.0, 18.0], Rkp8Q-4EYJ, 5769878]
[paragraph, [77.0, 167.0, 304.0, 18.0], Rkp8Q-4EYJ, 5769878]
[paragraph, [77.0, 185.0, 304.0, 18.0], Rkp8Q-4EYJ, 5769878]
[paragraph, [77.0, 203.0, 304.0, 18.0], Rkp8Q-4EYJ, 5769878]
[paragraph, [77.0, 221.0, 304.0, 18.0], Rkp8Q-4EYJ, 5769878]
[paragraph, [77.0, 239.0, 304.0, 18.0], Rkp8Q-4EYJ, 5769878]
[paragraph, [406.0, 254.0, 276.0, 18.0], VCEHZEhMQj, 5769878]
[paragraph, [406.0, 272.0, 276.0, 18.0], VCEHZEhMQj, 5769878]
[paragraph, [406.0, 290.0, 276.0, 18.0], VCEHZEhMQj, 5769878]
[paragraph, [406.0, 308.0, 276.0, 18.0], VCEHZEhMQj, 5769878]
[paragraph, [406.0, 326.0, 276.0, 18.0], VCEHZEhMQj, 5769878]
[paragraph, [406.0, 344.0, 276.0, 18.0], VCEHZEhMQj, 5769878]
[paragraph, [84.0, 265.0, 293.0, 18.0], shoonya_0sIXXG0BJ2XV3O, 5769878]
[paragraph, [84.0, 283.0, 293.0, 18.0], shoonya_0sIXXG0BJ2XV3O, 5769878]
[paragraph, [84.0, 301.0, 293.0, 18.0], shoonya_0sIXXG0BJ2XV3O, 5769878]
[paragraph, [84.0, 319.0, 293.0, 18.0], shoonya_0sIXXG0BJ2XV3O, 5769878]
[paragraph, [84.0, 337.0, 293.0, 18.0], shoonya_0sIXXG0BJ2XV3O, 5769878]
[paragraph, [84.0, 355.0, 293.0, 18.0], shoonya_0sIXXG0BJ2XV3O, 5769878]
[paragraph, [84.0, 373.0, 293.0, 18.0], shoonya_0sIXXG0BJ2XV3O, 5769878]
[paragraph, [84.0, 391.0, 293.0, 18.0], shoonya_0sIXXG0BJ2XV3O, 5769878]
[paragraph, [84.0, 409.0, 293.0, 18.0], shoonya_0sIXXG0BJ2XV3O, 5769878]
[paragraph, [405.0, 365.0, 281.0, 18.0], MB0ydXSvqO, 5769878]
[paragraph, [405.0, 383.0, 281.0, 18.0], MB0ydXSvqO, 5769878]
[paragraph, [405.0, 401.0, 281.0, 18.0], MB0ydXSvqO, 5769878]
[paragraph, [405.0, 419.0, 281.0, 18.0], MB0ydXSvqO, 5769878]
[paragraph, [405.0, 437.0, 281.0, 18.0], MB0ydXSvqO, 5769878]
[section-title, [87.0, 433.0, 157.0, 30.0], X4GOky4aP3, 5769878]
[paragraph, [409.0, 461.0, 278.0, 18.0], WzFDvOGg-o, 5769878]
[paragraph, [409.0, 479.0, 278.0, 18.0], WzFDvOGg-o, 5769878]
[paragraph, [409.0, 497.0, 278.0, 18.0], WzFDvOGg-o, 5769878]
[paragraph, [409.0, 515.0, 278.0, 18.0], WzFDvOGg-o, 5769878]
[paragraph, [409.0, 533.0, 278.0, 18.0], WzFDvOGg-o, 5769878]
[paragraph, [105.0, 467.0, 202.0, 18.0], wdQTo4d0ZF, 5769878]
[paragraph, [105.0, 485.0, 202.0, 18.0], wdQTo4d0ZF, 5769878]
[paragraph, [105.0, 503.0, 202.0, 18.0], wdQTo4d0ZF, 5769878]
[paragraph, [105.0, 521.0, 202.0, 18.0], wdQTo4d0ZF, 5769878]
[paragraph, [105.0, 539.0, 202.0, 18.0], wdQTo4d0ZF, 5769878]
[paragraph, [105.0, 557.0, 202.0, 18.0], wdQTo4d0ZF, 5769878]
[paragraph, [105.0, 575.0, 202.0, 18.0], wdQTo4d0ZF, 5769878]
[paragraph, [105.0, 593.0, 202.0, 18.0], wdQTo4d0ZF, 5769878]
[paragraph, [105.0, 611.0, 202.0, 18.0], wdQTo4d0ZF, 5769878]
[paragraph, [105.0, 629.0, 202.0, 18.0], wdQTo4d0ZF, 5769878]
[paragraph, [409.0, 568.0, 278.0, 18.0], DzMbrS5i30, 5769878]
[paragraph, [409.0, 586.0, 278.0, 18.0], DzMbrS5i30, 5769878]
[paragraph, [409.0, 604.0, 278.0, 18.0], DzMbrS5i30, 5769878]
[paragraph, [409.0, 622.0, 278.0, 18.0], DzMbrS5i30, 5769878]
[paragraph, [409.0, 640.0, 278.0, 18.0], DzMbrS5i30, 5769878]
[paragraph, [109.0, 646.0, 266.0, 18.0], Ot-eGJowNG, 5769878]
[paragraph, [109.0, 664.0, 266.0, 18.0], Ot-eGJowNG, 5769878]
[paragraph, [109.0, 682.0, 266.0, 18.0], Ot-eGJowNG, 5769878]
[paragraph, [109.0, 700.0, 266.0, 18.0], Ot-eGJowNG, 5769878]
[paragraph, [109.0, 718.0, 266.0, 18.0], Ot-eGJowNG, 5769878]
[paragraph, [409.0, 663.0, 277.0, 18.0], knIaZ0bXMy, 5769878]
[paragraph, [409.0, 681.0, 277.0, 18.0], knIaZ0bXMy, 5769878]
[paragraph, [409.0, 699.0, 277.0, 18.0], knIaZ0bXMy, 5769878]
[paragraph, [409.0, 717.0, 277.0, 18.0], knIaZ0bXMy, 5769878]
[paragraph, [409.0, 735.0, 277.0, 18.0], knIaZ0bXMy, 5769878]
[paragraph, [110.0, 742.0, 275.0, 18.0], UwMBkoHEAI, 5769878]
[paragraph, [110.0, 760.0, 275.0, 18.0], UwMBkoHEAI, 5769878]
[paragraph, [110.0, 778.0, 275.0, 18.0], UwMBkoHEAI, 5769878]
[paragraph, [110.0, 796.0, 275.0, 18.0], UwMBkoHEAI, 5769878]
[paragraph, [110.0, 814.0, 275.0, 18.0], UwMBkoHEAI, 5769878]
[paragraph, [411.0, 759.0, 274.0, 18.0], xg-acgDPzH, 5769878]
[paragraph, [411.0, 777.0, 274.0, 18.0], xg-acgDPzH, 5769878]
[paragraph, [411.0, 795.0, 274.0, 18.0], xg-acgDPzH, 5769878]
[paragraph, [411.0, 813.0, 274.0, 18.0], xg-acgDPzH, 5769878]
[paragraph, [411.0, 831.0, 274.0, 18.0], xg-acgDPzH, 5769878]
[paragraph, [113.0, 846.0, 267.0, 18.0], mkqJ8XMkh7, 5769878]
[paragraph, [113.0, 864.0, 267.0, 18.0], mkqJ8XMkh7, 5769878]
