[1238, 769]
[paragraph, [64.0, 65.0, 635.0, 18.0], shoonya_3sEVLYW43QTIGX, 6468487]
[paragraph, [64.0, 83.0, 635.0, 18.0], shoonya_3sEVLYW43QTIGX, 6468487]
[paragraph, [64.0, 101.0, 635.0, 18.0], shoonya_3sEVLYW43QTIGX, 6468487]
[paragraph, [64.0, 119.0, 635.0, 18.0], shoonya_3sEVLYW43QTIGX, 6468487]
[paragraph, [64.0, 137.0, 635.0, 18.0], shoonya_3sEVLYW43QTIGX, 6468487]
[paragraph, [64.0, 155.0, 635.0, 18.0], shoonya_3sEVLYW43QTIGX, 6468487]
[paragraph, [64.0, 173.0, 635.0, 18.0], shoonya_3sEVLYW43QTIGX, 6468487]
[paragraph, [64.0, 191.0, 635.0, 18.0], shoonya_3sEVLYW43QTIGX, 6468487]
[paragraph, [64.0, 209.0, 635.0, 18.0], shoonya_3sEVLYW43QTIGX, 6468487]
[paragraph, [64.0, 227.0, 635.0, 18.0], shoonya_3sEVLYW43QTIGX, 6468487]
[paragraph, [63.0, 249.0, 635.0, 18.0], shoonya_1sXO95IIK5V8YH, 6468487]
[paragraph, [63.0, 267.0, 635.0, 18.0], shoonya_1sXO95IIK5V8YH, 6468487]
[paragraph, [63.0, 285.0, 635.0, 18.0], shoonya_1sXO95IIK5V8YH, 6468487]
[paragraph, [63.0, 303.0, 635.0, 18.0], shoonya_1sXO95IIK5V8YH, 6468487]
[paragraph, [63.0, 321.0, 635.0, 18.0], shoonya_1sXO95IIK5V8YH, 6468487]
[paragraph, [63.0, 339.0, 635.0, 18.0], shoonya_1sXO95IIK5V8YH, 6468487]
[paragraph, [63.0, 357.0, 635.0, 18.0], shoonya_1sXO95IIK5V8YH, 6468487]
[paragraph, [63.0, 375.0, 635.0, 18.0], shoonya_1sXO95IIK5V8YH, 6468487]
[paragraph, [63.0, 393.0, 635.0, 18.0], shoonya_1sXO95IIK5V8YH, 6468487]
[paragraph, [63.0, 411.0, 635.0, 18.0], shoonya_1sXO95IIK5V8YH, 6468487]
[paragraph, [63.0, 429.0, 635.0, 18.0], shoonya_1sXO95IIK5V8YH, 6468487]
[paragraph, [65.0, 457.0, 634.0, 18.0], shoonya_0sY6OLU99C4X6S, 6468487]
[paragraph, [65.0, 475.0, 634.0, 18.0], shoonya_0sY6OLU99C4X6S, 6468487]
[paragraph, [65.0, 493.0, 634.0, 18.0], shoonya_0sY6OLU99C4X6S, 6468487]
[paragraph, [65.0, 511.0, 634.0, 18.0], shoonya_0sY6OLU99C4X6S, 6468487]
[paragraph, [65.0, 529.0, 634.0, 18.0], shoonya_0sY6OLU99C4X6S, 6468487]
[paragraph, [65.0, 547.0, 634.0, 18.0], shoonya_0sY6OLU99C4X6S, 6468487]
[paragraph, [65.0, 565.0, 634.0, 18.0], shoonya_0sY6OLU99C4X6S, 6468487]
[paragraph, [65.0, 583.0, 634.0, 18.0], shoonya_0sY6OLU99C4X6S, 6468487]
[paragraph, [65.0, 601.0, 634.0, 18.0], shoonya_0sY6OLU99C4X6S, 6468487]
[paragraph, [65.0, 619.0, 634.0, 18.0], shoonya_0sY6OLU99C4X6S, 6468487]
[paragraph, [65.0, 637.0, 634.0, 18.0], shoonya_0sY6OLU99C4X6S, 6468487]
[paragraph, [65.0, 655.0, 634.0, 18.0], shoonya_0sY6OLU99C4X6S, 6468487]
[paragraph, [65.0, 673.0, 634.0, 18.0], shoonya_0sY6OLU99C4X6S, 6468487]
[paragraph, [65.0, 691.0, 634.0, 18.0], shoonya_0sY6OLU99C4X6S, 6468487]
[paragraph, [65.0, 709.0, 634.0, 18.0], shoonya_0sY6OLU99C4X6S, 6468487]
[paragraph, [65.0, 727.0, 634.0, 18.0], shoonya_0sY6OLU99C4X6S, 6468487]
[paragraph, [65.0, 745.0, 634.0, 18.0], shoonya_0sY6OLU99C4X6S, 6468487]
[paragraph, [65.0, 763.0, 634.0, 18.0], shoonya_0sY6OLU99C4X6S, 6468487]
[paragraph, [65.0, 781.0, 634.0, 18.0], shoonya_0sY6OLU99C4X6S, 6468487]
[paragraph, [65.0, 799.0, 634.0, 18.0], shoonya_0sY6OLU99C4X6S, 6468487]
[paragraph, [65.0, 817.0, 634.0, 18.0], shoonya_0sY6OLU99C4X6S, 6468487]
[paragraph, [65.0, 835.0, 634.0, 18.0], shoonya_0sY6OLU99C4X6S, 6468487]
[paragraph, [65.0, 853.0, 634.0, 18.0], shoonya_0sY6OLU99C4X6S, 6468487]
[paragraph, [65.0, 871.0, 634.0, 18.0], shoonya_0sY6OLU99C4X6S, 6468487]
[paragraph, [66.0, 904.0, 626.0, 18.0], shoonya_2s9M49GQQPH2YQ, 6468487]
[paragraph, [66.0, 922.0, 626.0, 18.0], shoonya_2s9M49GQQPH2YQ, 6468487]
[paragraph, [66.0, 940.0, 626.0, 18.0], shoonya_2s9M49GQQPH2YQ, 6468487]
[paragraph, [66.0, 958.0, 626.0, 18.0], shoonya_2s9M49GQQPH2YQ, 6468487]
[paragraph, [64.0, 992.0, 628.0, 18.0], shoonya_5sSTMYTBMWD18O, 6468487]
[paragraph, [64.0, 1010.0, 628.0, 18.0], shoonya_5sSTMYTBMWD18O, 6468487]
[paragraph, [64.0, 1028.0, 628.0, 18.0], shoonya_5sSTMYTBMWD18O, 6468487]
[paragraph, [64.0, 1046.0, 628.0, 18.0], shoonya_5sSTMYTBMWD18O, 6468487]
[folio, [585.0, 1092.0, 63.0, 18.0], shoonya_4s3VDF67BVTUIT, 6468487]
