[2200, 1700]
[paragraph, [372.0, 113.0, 1134.0, 36.0], shoonya_2sF8HEJGWMBLS6, 5733807]
[paragraph, [372.0, 149.0, 1134.0, 36.0], shoonya_2sF8HEJGWMBLS6, 5733807]
[paragraph, [372.0, 185.0, 1134.0, 36.0], shoonya_2sF8HEJGWMBLS6, 5733807]
[paragraph, [372.0, 221.0, 1134.0, 36.0], shoonya_2sF8HEJGWMBLS6, 5733807]
[paragraph, [372.0, 257.0, 1134.0, 36.0], shoonya_2sF8HEJGWMBLS6, 5733807]
[paragraph, [372.0, 293.0, 1134.0, 36.0], shoonya_2sF8HEJGWMBLS6, 5733807]
[paragraph, [372.0, 329.0, 1134.0, 36.0], shoonya_2sF8HEJGWMBLS6, 5733807]
[paragraph, [372.0, 365.0, 1134.0, 36.0], shoonya_2sF8HEJGWMBLS6, 5733807]
[paragraph, [372.0, 401.0, 1134.0, 36.0], shoonya_2sF8HEJGWMBLS6, 5733807]
[paragraph, [371.0, 474.0, 1131.0, 36.0], shoonya_0sGZGC5YHQ7EVY, 5733807]
[paragraph, [371.0, 510.0, 1131.0, 36.0], shoonya_0sGZGC5YHQ7EVY, 5733807]
[paragraph, [371.0, 546.0, 1131.0, 36.0], shoonya_0sGZGC5YHQ7EVY, 5733807]
[paragraph, [371.0, 582.0, 1131.0, 36.0], shoonya_0sGZGC5YHQ7EVY, 5733807]
[paragraph, [371.0, 618.0, 1131.0, 36.0], shoonya_0sGZGC5YHQ7EVY, 5733807]
[paragraph, [371.0, 654.0, 1131.0, 36.0], shoonya_0sGZGC5YHQ7EVY, 5733807]
[paragraph, [371.0, 690.0, 1131.0, 36.0], shoonya_0sGZGC5YHQ7EVY, 5733807]
[paragraph, [371.0, 726.0, 1131.0, 36.0], shoonya_0sGZGC5YHQ7EVY, 5733807]
[paragraph, [371.0, 762.0, 1131.0, 36.0], shoonya_0sGZGC5YHQ7EVY, 5733807]
[paragraph, [371.0, 798.0, 1131.0, 36.0], shoonya_0sGZGC5YHQ7EVY, 5733807]
[paragraph, [371.0, 834.0, 1131.0, 36.0], shoonya_0sGZGC5YHQ7EVY, 5733807]
[paragraph, [371.0, 870.0, 1131.0, 36.0], shoonya_0sGZGC5YHQ7EVY, 5733807]
[paragraph, [371.0, 906.0, 1131.0, 36.0], shoonya_0sGZGC5YHQ7EVY, 5733807]
[paragraph, [371.0, 942.0, 1131.0, 36.0], shoonya_0sGZGC5YHQ7EVY, 5733807]
[paragraph, [371.0, 978.0, 1131.0, 36.0], shoonya_0sGZGC5YHQ7EVY, 5733807]
[paragraph, [371.0, 1014.0, 1131.0, 36.0], shoonya_0sGZGC5YHQ7EVY, 5733807]
[paragraph, [371.0, 1050.0, 1131.0, 36.0], shoonya_0sGZGC5YHQ7EVY, 5733807]
[paragraph, [371.0, 1086.0, 1131.0, 36.0], shoonya_0sGZGC5YHQ7EVY, 5733807]
[paragraph, [373.0, 1162.0, 1132.0, 36.0], shoonya_1sS8XLOZQNG747, 5733807]
[paragraph, [373.0, 1198.0, 1132.0, 36.0], shoonya_1sS8XLOZQNG747, 5733807]
[paragraph, [373.0, 1234.0, 1132.0, 36.0], shoonya_1sS8XLOZQNG747, 5733807]
[paragraph, [373.0, 1270.0, 1132.0, 36.0], shoonya_1sS8XLOZQNG747, 5733807]
[paragraph, [373.0, 1306.0, 1132.0, 36.0], shoonya_1sS8XLOZQNG747, 5733807]
[paragraph, [373.0, 1342.0, 1132.0, 36.0], shoonya_1sS8XLOZQNG747, 5733807]
[paragraph, [373.0, 1378.0, 1132.0, 36.0], shoonya_1sS8XLOZQNG747, 5733807]
[paragraph, [373.0, 1414.0, 1132.0, 36.0], shoonya_1sS8XLOZQNG747, 5733807]
[paragraph, [373.0, 1450.0, 1132.0, 36.0], shoonya_1sS8XLOZQNG747, 5733807]
[paragraph, [373.0, 1486.0, 1132.0, 36.0], shoonya_1sS8XLOZQNG747, 5733807]
[paragraph, [373.0, 1522.0, 1132.0, 36.0], shoonya_1sS8XLOZQNG747, 5733807]
[paragraph, [373.0, 1558.0, 1132.0, 36.0], shoonya_1sS8XLOZQNG747, 5733807]
[paragraph, [373.0, 1594.0, 1132.0, 36.0], shoonya_1sS8XLOZQNG747, 5733807]
[paragraph, [373.0, 1630.0, 1132.0, 36.0], shoonya_1sS8XLOZQNG747, 5733807]
[paragraph, [373.0, 1666.0, 1132.0, 36.0], shoonya_1sS8XLOZQNG747, 5733807]
[paragraph, [373.0, 1702.0, 1132.0, 36.0], shoonya_1sS8XLOZQNG747, 5733807]
[paragraph, [373.0, 1738.0, 1132.0, 36.0], shoonya_1sS8XLOZQNG747, 5733807]
[paragraph, [373.0, 1774.0, 1132.0, 36.0], shoonya_1sS8XLOZQNG747, 5733807]
[paragraph, [373.0, 1850.0, 1137.0, 36.0], shoonya_3s6OFQG5D2EZHX, 5733807]
[paragraph, [373.0, 1886.0, 1137.0, 36.0], shoonya_3s6OFQG5D2EZHX, 5733807]
[paragraph, [373.0, 1922.0, 1137.0, 36.0], shoonya_3s6OFQG5D2EZHX, 5733807]
[paragraph, [373.0, 1958.0, 1137.0, 36.0], shoonya_3s6OFQG5D2EZHX, 5733807]
[paragraph, [373.0, 1994.0, 1137.0, 36.0], shoonya_3s6OFQG5D2EZHX, 5733807]
[paragraph, [373.0, 2030.0, 1137.0, 36.0], shoonya_3s6OFQG5D2EZHX, 5733807]
