[1298, 853]
[section-title, [291.0, 73.0, 259.0, 30.0], shoonya_0sI5EA4X2WMDMA, 5710122]
[paragraph, [41.0, 113.0, 757.0, 18.0], HTU9e_9hVf, 5710122]
[paragraph, [41.0, 131.0, 757.0, 18.0], HTU9e_9hVf, 5710122]
[paragraph, [41.0, 149.0, 757.0, 18.0], HTU9e_9hVf, 5710122]
[paragraph, [41.0, 167.0, 757.0, 18.0], HTU9e_9hVf, 5710122]
[paragraph, [41.0, 185.0, 757.0, 18.0], HTU9e_9hVf, 5710122]
[paragraph, [41.0, 203.0, 757.0, 18.0], HTU9e_9hVf, 5710122]
[paragraph, [41.0, 221.0, 757.0, 18.0], HTU9e_9hVf, 5710122]
[paragraph, [41.0, 239.0, 757.0, 18.0], HTU9e_9hVf, 5710122]
[paragraph, [41.0, 257.0, 757.0, 18.0], HTU9e_9hVf, 5710122]
[paragraph, [41.0, 275.0, 757.0, 18.0], HTU9e_9hVf, 5710122]
[paragraph, [41.0, 293.0, 757.0, 18.0], HTU9e_9hVf, 5710122]
[paragraph, [70.0, 323.0, 712.0, 18.0], shoonya_4sX8CDLX23XIS3, 5710122]
[paragraph, [70.0, 341.0, 712.0, 18.0], shoonya_4sX8CDLX23XIS3, 5710122]
[paragraph, [70.0, 359.0, 712.0, 18.0], shoonya_4sX8CDLX23XIS3, 5710122]
[paragraph, [70.0, 377.0, 712.0, 18.0], shoonya_4sX8CDLX23XIS3, 5710122]
[paragraph, [70.0, 395.0, 712.0, 18.0], shoonya_4sX8CDLX23XIS3, 5710122]
[paragraph, [70.0, 413.0, 712.0, 18.0], shoonya_4sX8CDLX23XIS3, 5710122]
[paragraph, [70.0, 431.0, 712.0, 18.0], shoonya_4sX8CDLX23XIS3, 5710122]
[paragraph, [70.0, 449.0, 712.0, 18.0], shoonya_4sX8CDLX23XIS3, 5710122]
[paragraph, [70.0, 467.0, 712.0, 18.0], shoonya_4sX8CDLX23XIS3, 5710122]
[paragraph, [70.0, 485.0, 712.0, 18.0], shoonya_4sX8CDLX23XIS3, 5710122]
[paragraph, [70.0, 503.0, 712.0, 18.0], shoonya_4sX8CDLX23XIS3, 5710122]
[paragraph, [70.0, 521.0, 712.0, 18.0], shoonya_4sX8CDLX23XIS3, 5710122]
[paragraph, [70.0, 539.0, 712.0, 18.0], shoonya_4sX8CDLX23XIS3, 5710122]
[paragraph, [70.0, 557.0, 712.0, 18.0], shoonya_4sX8CDLX23XIS3, 5710122]
[paragraph, [70.0, 575.0, 712.0, 18.0], shoonya_4sX8CDLX23XIS3, 5710122]
[paragraph, [70.0, 593.0, 712.0, 18.0], shoonya_4sX8CDLX23XIS3, 5710122]
[paragraph, [70.0, 611.0, 712.0, 18.0], shoonya_4sX8CDLX23XIS3, 5710122]
[paragraph, [70.0, 629.0, 712.0, 18.0], shoonya_4sX8CDLX23XIS3, 5710122]
[paragraph, [70.0, 647.0, 712.0, 18.0], shoonya_4sX8CDLX23XIS3, 5710122]
[paragraph, [70.0, 665.0, 712.0, 18.0], shoonya_4sX8CDLX23XIS3, 5710122]
[paragraph, [70.0, 683.0, 712.0, 18.0], shoonya_4sX8CDLX23XIS3, 5710122]
[paragraph, [70.0, 701.0, 712.0, 18.0], shoonya_4sX8CDLX23XIS3, 5710122]
[paragraph, [70.0, 719.0, 712.0, 18.0], shoonya_4sX8CDLX23XIS3, 5710122]
[paragraph, [70.0, 737.0, 712.0, 18.0], shoonya_4sX8CDLX23XIS3, 5710122]
[paragraph, [70.0, 755.0, 712.0, 18.0], shoonya_4sX8CDLX23XIS3, 5710122]
[paragraph, [70.0, 773.0, 712.0, 18.0], shoonya_4sX8CDLX23XIS3, 5710122]
[paragraph, [70.0, 791.0, 712.0, 18.0], shoonya_4sX8CDLX23XIS3, 5710122]
[paragraph, [70.0, 809.0, 712.0, 18.0], shoonya_4sX8CDLX23XIS3, 5710122]
[paragraph, [70.0, 827.0, 712.0, 18.0], shoonya_4sX8CDLX23XIS3, 5710122]
[paragraph, [48.0, 855.0, 754.0, 18.0], shoonya_3sES8Z640AUZGC, 5710122]
[paragraph, [48.0, 873.0, 754.0, 18.0], shoonya_3sES8Z640AUZGC, 5710122]
[paragraph, [48.0, 891.0, 754.0, 18.0], shoonya_3sES8Z640AUZGC, 5710122]
[paragraph, [48.0, 909.0, 754.0, 18.0], shoonya_3sES8Z640AUZGC, 5710122]
[paragraph, [48.0, 927.0, 754.0, 18.0], shoonya_3sES8Z640AUZGC, 5710122]
[paragraph, [48.0, 945.0, 754.0, 18.0], shoonya_3sES8Z640AUZGC, 5710122]
[paragraph, [48.0, 963.0, 754.0, 18.0], shoonya_3sES8Z640AUZGC, 5710122]
[paragraph, [48.0, 981.0, 754.0, 18.0], shoonya_3sES8Z640AUZGC, 5710122]
[paragraph, [48.0, 999.0, 754.0, 18.0], shoonya_3sES8Z640AUZGC, 5710122]
