[1625, 1211]
[paragraph, [69.0, 89.0, 338.0, 36.0], 5DC2yySSOR, 5742857]
[paragraph, [69.0, 125.0, 338.0, 36.0], 5DC2yySSOR, 5742857]
[paragraph, [69.0, 161.0, 338.0, 36.0], 5DC2yySSOR, 5742857]
[paragraph, [69.0, 197.0, 338.0, 36.0], 5DC2yySSOR, 5742857]
[paragraph, [69.0, 233.0, 338.0, 36.0], 5DC2yySSOR, 5742857]
[paragraph, [69.0, 269.0, 338.0, 36.0], 5DC2yySSOR, 5742857]
[paragraph, [69.0, 305.0, 338.0, 36.0], 5DC2yySSOR, 5742857]
[paragraph, [69.0, 341.0, 338.0, 36.0], 5DC2yySSOR, 5742857]
[paragraph, [423.0, 93.0, 353.0, 36.0], 5q8El_GCin, 5742857]
[paragraph, [423.0, 129.0, 353.0, 36.0], 5q8El_GCin, 5742857]
[paragraph, [423.0, 165.0, 353.0, 36.0], 5q8El_GCin, 5742857]
[paragraph, [423.0, 201.0, 353.0, 36.0], 5q8El_GCin, 5742857]
[paragraph, [423.0, 237.0, 353.0, 36.0], 5q8El_GCin, 5742857]
[paragraph, [423.0, 273.0, 353.0, 36.0], 5q8El_GCin, 5742857]
[paragraph, [423.0, 309.0, 353.0, 36.0], 5q8El_GCin, 5742857]
[paragraph, [789.0, 99.0, 346.0, 36.0], shoonya_4sP50CVG9JZNBS, 5742857]
[paragraph, [789.0, 135.0, 346.0, 36.0], shoonya_4sP50CVG9JZNBS, 5742857]
[paragraph, [789.0, 171.0, 346.0, 36.0], shoonya_4sP50CVG9JZNBS, 5742857]
[paragraph, [789.0, 207.0, 346.0, 36.0], shoonya_4sP50CVG9JZNBS, 5742857]
[paragraph, [791.0, 271.0, 343.0, 36.0], shoonya_5s6UQA0A5EQK73, 5742857]
[section-title, [825.0, 378.0, 272.0, 49.5], shoonya_3sFRDACG591L3M, 5742857]
[paragraph, [424.0, 391.0, 352.0, 36.0], 6N3wTVOLJL, 5742857]
[paragraph, [424.0, 427.0, 352.0, 36.0], 6N3wTVOLJL, 5742857]
[paragraph, [424.0, 463.0, 352.0, 36.0], 6N3wTVOLJL, 5742857]
[paragraph, [424.0, 499.0, 352.0, 36.0], 6N3wTVOLJL, 5742857]
[paragraph, [424.0, 535.0, 352.0, 36.0], 6N3wTVOLJL, 5742857]
[paragraph, [61.0, 417.0, 347.0, 36.0], 11JHaCJ1CH, 5742857]
[paragraph, [61.0, 453.0, 347.0, 36.0], 11JHaCJ1CH, 5742857]
[paragraph, [61.0, 489.0, 347.0, 36.0], 11JHaCJ1CH, 5742857]
[paragraph, [61.0, 525.0, 347.0, 36.0], 11JHaCJ1CH, 5742857]
[paragraph, [61.0, 561.0, 347.0, 36.0], 11JHaCJ1CH, 5742857]
[paragraph, [61.0, 597.0, 347.0, 36.0], 11JHaCJ1CH, 5742857]
[paragraph, [61.0, 633.0, 347.0, 36.0], 11JHaCJ1CH, 5742857]
[paragraph, [61.0, 669.0, 347.0, 36.0], 11JHaCJ1CH, 5742857]
[paragraph, [61.0, 705.0, 347.0, 36.0], 11JHaCJ1CH, 5742857]
[paragraph, [61.0, 741.0, 347.0, 36.0], 11JHaCJ1CH, 5742857]
[paragraph, [61.0, 777.0, 347.0, 36.0], 11JHaCJ1CH, 5742857]
[paragraph, [61.0, 813.0, 347.0, 36.0], 11JHaCJ1CH, 5742857]
[paragraph, [61.0, 849.0, 347.0, 36.0], 11JHaCJ1CH, 5742857]
[paragraph, [61.0, 885.0, 347.0, 36.0], 11JHaCJ1CH, 5742857]
[paragraph, [61.0, 921.0, 347.0, 36.0], 11JHaCJ1CH, 5742857]
[paragraph, [61.0, 957.0, 347.0, 36.0], 11JHaCJ1CH, 5742857]
[paragraph, [61.0, 993.0, 347.0, 36.0], 11JHaCJ1CH, 5742857]
[paragraph, [61.0, 1029.0, 347.0, 36.0], 11JHaCJ1CH, 5742857]
[paragraph, [797.0, 452.0, 331.0, 36.0], shoonya_0sR13F9HSA6UFO, 5742857]
[paragraph, [797.0, 488.0, 331.0, 36.0], shoonya_0sR13F9HSA6UFO, 5742857]
[paragraph, [793.0, 575.0, 338.0, 36.0], r546Jwe0eK, 5742857]
[paragraph, [793.0, 611.0, 338.0, 36.0], r546Jwe0eK, 5742857]
[paragraph, [793.0, 647.0, 338.0, 36.0], r546Jwe0eK, 5742857]
[paragraph, [793.0, 683.0, 338.0, 36.0], r546Jwe0eK, 5742857]
[paragraph, [793.0, 719.0, 338.0, 36.0], r546Jwe0eK, 5742857]
[paragraph, [793.0, 755.0, 338.0, 36.0], r546Jwe0eK, 5742857]
[paragraph, [793.0, 791.0, 338.0, 36.0], r546Jwe0eK, 5742857]
[paragraph, [793.0, 827.0, 338.0, 36.0], r546Jwe0eK, 5742857]
[paragraph, [793.0, 863.0, 338.0, 36.0], r546Jwe0eK, 5742857]
[paragraph, [793.0, 899.0, 338.0, 36.0], r546Jwe0eK, 5742857]
[paragraph, [423.0, 613.0, 353.0, 36.0], 5wUNtm6Aic, 5742857]
[paragraph, [423.0, 649.0, 353.0, 36.0], 5wUNtm6Aic, 5742857]
[paragraph, [423.0, 685.0, 353.0, 36.0], 5wUNtm6Aic, 5742857]
[paragraph, [423.0, 721.0, 353.0, 36.0], 5wUNtm6Aic, 5742857]
[paragraph, [423.0, 757.0, 353.0, 36.0], 5wUNtm6Aic, 5742857]
[paragraph, [423.0, 793.0, 353.0, 36.0], 5wUNtm6Aic, 5742857]
[paragraph, [423.0, 829.0, 353.0, 36.0], 5wUNtm6Aic, 5742857]
[paragraph, [423.0, 873.0, 355.0, 36.0], YVkKIMgnTX, 5742857]
[paragraph, [423.0, 909.0, 355.0, 36.0], YVkKIMgnTX, 5742857]
[section-title, [512.0, 987.0, 539.0, 49.5], VrRLZZe52p, 5742857]
[paragraph, [69.0, 1088.0, 338.0, 36.0], JMr71wpRLb, 5742857]
[paragraph, [69.0, 1124.0, 338.0, 36.0], JMr71wpRLb, 5742857]
[paragraph, [69.0, 1160.0, 338.0, 36.0], JMr71wpRLb, 5742857]
[paragraph, [69.0, 1196.0, 338.0, 36.0], JMr71wpRLb, 5742857]
[paragraph, [69.0, 1232.0, 338.0, 36.0], JMr71wpRLb, 5742857]
[paragraph, [69.0, 1268.0, 338.0, 36.0], JMr71wpRLb, 5742857]
[paragraph, [69.0, 1304.0, 338.0, 36.0], JMr71wpRLb, 5742857]
[paragraph, [787.0, 1098.0, 349.0, 36.0], P-1iop0uje, 5742857]
[paragraph, [787.0, 1134.0, 349.0, 36.0], P-1iop0uje, 5742857]
[paragraph, [787.0, 1170.0, 349.0, 36.0], P-1iop0uje, 5742857]
[paragraph, [787.0, 1206.0, 349.0, 36.0], P-1iop0uje, 5742857]
[paragraph, [787.0, 1242.0, 349.0, 36.0], P-1iop0uje, 5742857]
[paragraph, [421.0, 1103.0, 358.0, 36.0], sQK75enjZR, 5742857]
[paragraph, [421.0, 1139.0, 358.0, 36.0], sQK75enjZR, 5742857]
[paragraph, [421.0, 1175.0, 358.0, 36.0], sQK75enjZR, 5742857]
[paragraph, [421.0, 1211.0, 358.0, 36.0], sQK75enjZR, 5742857]
[paragraph, [421.0, 1247.0, 358.0, 36.0], sQK75enjZR, 5742857]
[paragraph, [421.0, 1283.0, 358.0, 36.0], sQK75enjZR, 5742857]
[paragraph, [421.0, 1319.0, 358.0, 36.0], sQK75enjZR, 5742857]
[paragraph, [790.0, 1315.0, 346.0, 36.0], AAe76rtGXy, 5742857]
[paragraph, [790.0, 1351.0, 346.0, 36.0], AAe76rtGXy, 5742857]
[paragraph, [790.0, 1387.0, 346.0, 36.0], AAe76rtGXy, 5742857]
[paragraph, [790.0, 1423.0, 346.0, 36.0], AAe76rtGXy, 5742857]
[paragraph, [426.0, 1366.0, 349.0, 36.0], gEF3J3ACoe, 5742857]
[paragraph, [426.0, 1402.0, 349.0, 36.0], gEF3J3ACoe, 5742857]
[paragraph, [426.0, 1438.0, 349.0, 36.0], gEF3J3ACoe, 5742857]
[paragraph, [71.0, 1375.0, 341.0, 36.0], 9s82lVj4pu, 5742857]
[paragraph, [71.0, 1411.0, 341.0, 36.0], 9s82lVj4pu, 5742857]
[paragraph, [71.0, 1447.0, 341.0, 36.0], 9s82lVj4pu, 5742857]
[folio, [535.0, 1499.0, 113.0, 36.0], 40tQhIz3QS, 5742857]
