[688, 400]
[section-title, [105.0, 140.0, 166.0, 30.0], HhiwqlKtAH, 5748241]
[paragraph, [2.0, 188.0, 397.0, 18.0], Az1s8Ru_9_, 5748241]
[paragraph, [2.0, 206.0, 397.0, 18.0], Az1s8Ru_9_, 5748241]
[paragraph, [2.0, 224.0, 397.0, 18.0], Az1s8Ru_9_, 5748241]
[paragraph, [2.0, 242.0, 397.0, 18.0], Az1s8Ru_9_, 5748241]
[paragraph, [2.0, 260.0, 397.0, 18.0], Az1s8Ru_9_, 5748241]
[paragraph, [2.0, 278.0, 397.0, 18.0], Az1s8Ru_9_, 5748241]
[paragraph, [2.0, 296.0, 397.0, 18.0], Az1s8Ru_9_, 5748241]
[paragraph, [2.0, 314.0, 397.0, 18.0], Az1s8Ru_9_, 5748241]
[paragraph, [2.0, 332.0, 397.0, 18.0], Az1s8Ru_9_, 5748241]
[paragraph, [2.0, 350.0, 397.0, 18.0], Az1s8Ru_9_, 5748241]
[paragraph, [2.0, 368.0, 397.0, 18.0], Az1s8Ru_9_, 5748241]
[paragraph, [2.0, 386.0, 397.0, 18.0], Az1s8Ru_9_, 5748241]
[paragraph, [2.0, 404.0, 397.0, 18.0], Az1s8Ru_9_, 5748241]
[paragraph, [2.0, 422.0, 397.0, 18.0], Az1s8Ru_9_, 5748241]
[paragraph, [2.0, 440.0, 397.0, 18.0], Az1s8Ru_9_, 5748241]
[paragraph, [2.0, 458.0, 397.0, 18.0], Az1s8Ru_9_, 5748241]
[paragraph, [2.0, 476.0, 397.0, 18.0], Az1s8Ru_9_, 5748241]
[paragraph, [2.0, 494.0, 397.0, 18.0], Az1s8Ru_9_, 5748241]
[paragraph, [2.0, 512.0, 397.0, 18.0], Az1s8Ru_9_, 5748241]
[paragraph, [2.0, 530.0, 397.0, 18.0], Az1s8Ru_9_, 5748241]
[paragraph, [2.0, 548.0, 397.0, 18.0], Az1s8Ru_9_, 5748241]
[paragraph, [2.0, 566.0, 397.0, 18.0], Az1s8Ru_9_, 5748241]
[paragraph, [2.0, 584.0, 397.0, 18.0], Az1s8Ru_9_, 5748241]
[paragraph, [2.0, 602.0, 397.0, 18.0], Az1s8Ru_9_, 5748241]
[paragraph, [2.0, 620.0, 397.0, 18.0], Az1s8Ru_9_, 5748241]
[footnote, [87.0, 654.0, 259.0, 18.0], v5HZnzgabm, 5748241]
