[1754, 1241]
[section-title, [499.0, 215.0, 249.0, 49.5], WtKeV9v5aj, 5726520]
[paragraph, [211.0, 315.0, 823.0, 36.0], shoonya_0sVCL1QPUAJLD9, 5726520]
[paragraph, [211.0, 351.0, 823.0, 36.0], shoonya_0sVCL1QPUAJLD9, 5726520]
[paragraph, [211.0, 387.0, 823.0, 36.0], shoonya_0sVCL1QPUAJLD9, 5726520]
[paragraph, [211.0, 423.0, 823.0, 36.0], shoonya_0sVCL1QPUAJLD9, 5726520]
[paragraph, [211.0, 459.0, 823.0, 36.0], shoonya_0sVCL1QPUAJLD9, 5726520]
[paragraph, [211.0, 495.0, 823.0, 36.0], shoonya_0sVCL1QPUAJLD9, 5726520]
[paragraph, [211.0, 531.0, 823.0, 36.0], shoonya_0sVCL1QPUAJLD9, 5726520]
[paragraph, [211.0, 567.0, 823.0, 36.0], shoonya_0sVCL1QPUAJLD9, 5726520]
[paragraph, [211.0, 603.0, 823.0, 36.0], shoonya_0sVCL1QPUAJLD9, 5726520]
[paragraph, [209.0, 673.0, 826.0, 36.0], e5TfivxDvv, 5726520]
[paragraph, [209.0, 709.0, 826.0, 36.0], e5TfivxDvv, 5726520]
[paragraph, [209.0, 745.0, 826.0, 36.0], e5TfivxDvv, 5726520]
[paragraph, [209.0, 781.0, 826.0, 36.0], e5TfivxDvv, 5726520]
[paragraph, [209.0, 817.0, 826.0, 36.0], e5TfivxDvv, 5726520]
[paragraph, [209.0, 853.0, 826.0, 36.0], e5TfivxDvv, 5726520]
[paragraph, [210.0, 933.0, 831.0, 36.0], LtmrHOuibU, 5726520]
[paragraph, [210.0, 969.0, 831.0, 36.0], LtmrHOuibU, 5726520]
[paragraph, [210.0, 1005.0, 831.0, 36.0], LtmrHOuibU, 5726520]
[paragraph, [210.0, 1041.0, 831.0, 36.0], LtmrHOuibU, 5726520]
[paragraph, [210.0, 1077.0, 831.0, 36.0], LtmrHOuibU, 5726520]
[paragraph, [210.0, 1113.0, 831.0, 36.0], LtmrHOuibU, 5726520]
[paragraph, [210.0, 1149.0, 831.0, 36.0], LtmrHOuibU, 5726520]
[paragraph, [210.0, 1185.0, 831.0, 36.0], LtmrHOuibU, 5726520]
[paragraph, [210.0, 1221.0, 831.0, 36.0], LtmrHOuibU, 5726520]
[paragraph, [210.0, 1257.0, 831.0, 36.0], LtmrHOuibU, 5726520]
[paragraph, [210.0, 1293.0, 831.0, 36.0], LtmrHOuibU, 5726520]
