[1625, 1211]
[ordered-list, [788.0, 74.0, 349.0, 36.0], clhSOMCCjU, 5742103]
[ordered-list, [788.0, 110.0, 349.0, 36.0], clhSOMCCjU, 5742103]
[ordered-list, [788.0, 146.0, 349.0, 36.0], clhSOMCCjU, 5742103]
[ordered-list, [788.0, 182.0, 349.0, 36.0], clhSOMCCjU, 5742103]
[ordered-list, [788.0, 218.0, 349.0, 36.0], clhSOMCCjU, 5742103]
[ordered-list, [788.0, 254.0, 349.0, 36.0], clhSOMCCjU, 5742103]
[ordered-list, [788.0, 290.0, 349.0, 36.0], clhSOMCCjU, 5742103]
[ordered-list, [788.0, 326.0, 349.0, 36.0], clhSOMCCjU, 5742103]
[ordered-list, [788.0, 362.0, 349.0, 36.0], clhSOMCCjU, 5742103]
[ordered-list, [788.0, 398.0, 349.0, 36.0], clhSOMCCjU, 5742103]
[ordered-list, [788.0, 434.0, 349.0, 36.0], clhSOMCCjU, 5742103]
[ordered-list, [788.0, 470.0, 349.0, 36.0], clhSOMCCjU, 5742103]
[ordered-list, [788.0, 506.0, 349.0, 36.0], clhSOMCCjU, 5742103]
[ordered-list, [788.0, 542.0, 349.0, 36.0], clhSOMCCjU, 5742103]
[ordered-list, [788.0, 578.0, 349.0, 36.0], clhSOMCCjU, 5742103]
[ordered-list, [788.0, 614.0, 349.0, 36.0], clhSOMCCjU, 5742103]
[ordered-list, [788.0, 650.0, 349.0, 36.0], clhSOMCCjU, 5742103]
[section-title, [448.0, 78.0, 331.0, 49.5], be4yPtdrjL, 5742103]
[headline, [57.0, 143.0, 369.0, 37.5], X0z_izYDaV, 5742103]
[ordered-list, [435.0, 181.0, 346.0, 36.0], ymr5HACAdp, 5742103]
[ordered-list, [435.0, 217.0, 346.0, 36.0], ymr5HACAdp, 5742103]
[ordered-list, [435.0, 253.0, 346.0, 36.0], ymr5HACAdp, 5742103]
[ordered-list, [435.0, 289.0, 346.0, 36.0], ymr5HACAdp, 5742103]
[ordered-list, [435.0, 325.0, 346.0, 36.0], ymr5HACAdp, 5742103]
[ordered-list, [435.0, 361.0, 346.0, 36.0], ymr5HACAdp, 5742103]
[ordered-list, [435.0, 397.0, 346.0, 36.0], ymr5HACAdp, 5742103]
[ordered-list, [435.0, 433.0, 346.0, 36.0], ymr5HACAdp, 5742103]
[ordered-list, [435.0, 469.0, 346.0, 36.0], ymr5HACAdp, 5742103]
[ordered-list, [435.0, 505.0, 346.0, 36.0], ymr5HACAdp, 5742103]
[ordered-list, [435.0, 541.0, 346.0, 36.0], ymr5HACAdp, 5742103]
[ordered-list, [435.0, 577.0, 346.0, 36.0], ymr5HACAdp, 5742103]
[ordered-list, [435.0, 613.0, 346.0, 36.0], ymr5HACAdp, 5742103]
[ordered-list, [435.0, 649.0, 346.0, 36.0], ymr5HACAdp, 5742103]
[ordered-list, [435.0, 685.0, 346.0, 36.0], ymr5HACAdp, 5742103]
[ordered-list, [435.0, 721.0, 346.0, 36.0], ymr5HACAdp, 5742103]
[ordered-list, [435.0, 757.0, 346.0, 36.0], ymr5HACAdp, 5742103]
[ordered-list, [435.0, 793.0, 346.0, 36.0], ymr5HACAdp, 5742103]
[ordered-list, [435.0, 829.0, 346.0, 36.0], ymr5HACAdp, 5742103]
[ordered-list, [435.0, 865.0, 346.0, 36.0], ymr5HACAdp, 5742103]
[ordered-list, [435.0, 901.0, 346.0, 36.0], ymr5HACAdp, 5742103]
[ordered-list, [435.0, 937.0, 346.0, 36.0], ymr5HACAdp, 5742103]
[ordered-list, [435.0, 973.0, 346.0, 36.0], ymr5HACAdp, 5742103]
[ordered-list, [435.0, 1009.0, 346.0, 36.0], ymr5HACAdp, 5742103]
[ordered-list, [435.0, 1045.0, 346.0, 36.0], ymr5HACAdp, 5742103]
[ordered-list, [435.0, 1081.0, 346.0, 36.0], ymr5HACAdp, 5742103]
[ordered-list, [435.0, 1117.0, 346.0, 36.0], ymr5HACAdp, 5742103]
[ordered-list, [435.0, 1153.0, 346.0, 36.0], ymr5HACAdp, 5742103]
[ordered-list, [435.0, 1189.0, 346.0, 36.0], ymr5HACAdp, 5742103]
[ordered-list, [435.0, 1225.0, 346.0, 36.0], ymr5HACAdp, 5742103]
[ordered-list, [435.0, 1261.0, 346.0, 36.0], ymr5HACAdp, 5742103]
[ordered-list, [435.0, 1297.0, 346.0, 36.0], ymr5HACAdp, 5742103]
[ordered-list, [435.0, 1333.0, 346.0, 36.0], ymr5HACAdp, 5742103]
[ordered-list, [435.0, 1369.0, 346.0, 36.0], ymr5HACAdp, 5742103]
[ordered-list, [435.0, 1405.0, 346.0, 36.0], ymr5HACAdp, 5742103]
[ordered-list, [435.0, 1441.0, 346.0, 36.0], ymr5HACAdp, 5742103]
[paragraph, [68.0, 219.0, 360.0, 36.0], F35EVO-cCr, 5742103]
[paragraph, [68.0, 255.0, 360.0, 36.0], F35EVO-cCr, 5742103]
[paragraph, [68.0, 291.0, 360.0, 36.0], F35EVO-cCr, 5742103]
[paragraph, [68.0, 327.0, 360.0, 36.0], F35EVO-cCr, 5742103]
[paragraph, [68.0, 363.0, 360.0, 36.0], F35EVO-cCr, 5742103]
[paragraph, [68.0, 399.0, 360.0, 36.0], F35EVO-cCr, 5742103]
[paragraph, [68.0, 435.0, 360.0, 36.0], F35EVO-cCr, 5742103]
[paragraph, [68.0, 471.0, 360.0, 36.0], F35EVO-cCr, 5742103]
[paragraph, [68.0, 507.0, 360.0, 36.0], F35EVO-cCr, 5742103]
[paragraph, [68.0, 543.0, 360.0, 36.0], F35EVO-cCr, 5742103]
[paragraph, [68.0, 579.0, 360.0, 36.0], F35EVO-cCr, 5742103]
[paragraph, [68.0, 615.0, 360.0, 36.0], F35EVO-cCr, 5742103]
[paragraph, [68.0, 651.0, 360.0, 36.0], F35EVO-cCr, 5742103]
[paragraph, [68.0, 687.0, 360.0, 36.0], F35EVO-cCr, 5742103]
[paragraph, [68.0, 723.0, 360.0, 36.0], F35EVO-cCr, 5742103]
[paragraph, [68.0, 759.0, 360.0, 36.0], F35EVO-cCr, 5742103]
[paragraph, [68.0, 795.0, 360.0, 36.0], F35EVO-cCr, 5742103]
[paragraph, [68.0, 831.0, 360.0, 36.0], F35EVO-cCr, 5742103]
[paragraph, [68.0, 867.0, 360.0, 36.0], F35EVO-cCr, 5742103]
[paragraph, [68.0, 903.0, 360.0, 36.0], F35EVO-cCr, 5742103]
[paragraph, [68.0, 939.0, 360.0, 36.0], F35EVO-cCr, 5742103]
[paragraph, [68.0, 975.0, 360.0, 36.0], F35EVO-cCr, 5742103]
[paragraph, [68.0, 1011.0, 360.0, 36.0], F35EVO-cCr, 5742103]
[paragraph, [68.0, 1047.0, 360.0, 36.0], F35EVO-cCr, 5742103]
[paragraph, [68.0, 1083.0, 360.0, 36.0], F35EVO-cCr, 5742103]
[paragraph, [68.0, 1119.0, 360.0, 36.0], F35EVO-cCr, 5742103]
[paragraph, [68.0, 1155.0, 360.0, 36.0], F35EVO-cCr, 5742103]
[paragraph, [68.0, 1191.0, 360.0, 36.0], F35EVO-cCr, 5742103]
[paragraph, [68.0, 1227.0, 360.0, 36.0], F35EVO-cCr, 5742103]
[paragraph, [68.0, 1263.0, 360.0, 36.0], F35EVO-cCr, 5742103]
[paragraph, [68.0, 1299.0, 360.0, 36.0], F35EVO-cCr, 5742103]
[paragraph, [68.0, 1335.0, 360.0, 36.0], F35EVO-cCr, 5742103]
[paragraph, [68.0, 1371.0, 360.0, 36.0], F35EVO-cCr, 5742103]
[paragraph, [68.0, 1407.0, 360.0, 36.0], F35EVO-cCr, 5742103]
[paragraph, [68.0, 1443.0, 360.0, 36.0], F35EVO-cCr, 5742103]
[author, [793.0, 714.0, 333.0, 36.0], RvNQZle6pR, 5742103]
[ordered-list, [797.0, 763.0, 342.0, 36.0], OqbckeW-Cb, 5742103]
[ordered-list, [797.0, 799.0, 342.0, 36.0], OqbckeW-Cb, 5742103]
[ordered-list, [797.0, 835.0, 342.0, 36.0], OqbckeW-Cb, 5742103]
[ordered-list, [797.0, 871.0, 342.0, 36.0], OqbckeW-Cb, 5742103]
[ordered-list, [797.0, 907.0, 342.0, 36.0], OqbckeW-Cb, 5742103]
[ordered-list, [797.0, 943.0, 342.0, 36.0], OqbckeW-Cb, 5742103]
[ordered-list, [797.0, 979.0, 342.0, 36.0], OqbckeW-Cb, 5742103]
[ordered-list, [797.0, 1015.0, 342.0, 36.0], OqbckeW-Cb, 5742103]
[ordered-list, [797.0, 1051.0, 342.0, 36.0], OqbckeW-Cb, 5742103]
[ordered-list, [797.0, 1087.0, 342.0, 36.0], OqbckeW-Cb, 5742103]
[ordered-list, [797.0, 1123.0, 342.0, 36.0], OqbckeW-Cb, 5742103]
[ordered-list, [797.0, 1159.0, 342.0, 36.0], OqbckeW-Cb, 5742103]
[ordered-list, [797.0, 1195.0, 342.0, 36.0], OqbckeW-Cb, 5742103]
[ordered-list, [797.0, 1231.0, 342.0, 36.0], OqbckeW-Cb, 5742103]
[ordered-list, [797.0, 1267.0, 342.0, 36.0], OqbckeW-Cb, 5742103]
[ordered-list, [797.0, 1303.0, 342.0, 36.0], OqbckeW-Cb, 5742103]
[ordered-list, [797.0, 1339.0, 342.0, 36.0], OqbckeW-Cb, 5742103]
[ordered-list, [797.0, 1375.0, 342.0, 36.0], OqbckeW-Cb, 5742103]
[ordered-list, [797.0, 1411.0, 342.0, 36.0], OqbckeW-Cb, 5742103]
[ordered-list, [797.0, 1447.0, 342.0, 36.0], OqbckeW-Cb, 5742103]
[folio, [811.0, 1506.0, 95.0, 36.0], ht55ms7Dt7, 5742103]
[folio, [438.0, 1508.0, 122.0, 36.0], WeQPausvl2, 5742103]
[folio, [102.0, 1514.0, 128.0, 36.0], eGWiDdEhIy, 5742103]
[footnote, [734.0, 1569.0, 391.0, 36.0], -iQirASnnS, 5742103]
