[1253, 919]
[chapter-title, [234.0, 56.0, 318.0, 30.0], shoonya_5s3A1YSX9I226U, 5776164]
[paragraph, [86.0, 96.0, 622.0, 18.0], shoonya_0sI8ZSYOZMSK9M, 5776164]
[paragraph, [86.0, 114.0, 622.0, 18.0], shoonya_0sI8ZSYOZMSK9M, 5776164]
[paragraph, [86.0, 132.0, 622.0, 18.0], shoonya_0sI8ZSYOZMSK9M, 5776164]
[paragraph, [86.0, 150.0, 622.0, 18.0], shoonya_0sI8ZSYOZMSK9M, 5776164]
[paragraph, [86.0, 168.0, 622.0, 18.0], shoonya_0sI8ZSYOZMSK9M, 5776164]
[paragraph, [86.0, 186.0, 622.0, 18.0], shoonya_0sI8ZSYOZMSK9M, 5776164]
[paragraph, [86.0, 204.0, 622.0, 18.0], shoonya_0sI8ZSYOZMSK9M, 5776164]
[paragraph, [86.0, 222.0, 622.0, 18.0], shoonya_0sI8ZSYOZMSK9M, 5776164]
[paragraph, [86.0, 240.0, 622.0, 18.0], shoonya_0sI8ZSYOZMSK9M, 5776164]
[paragraph, [86.0, 258.0, 622.0, 18.0], shoonya_0sI8ZSYOZMSK9M, 5776164]
[paragraph, [86.0, 276.0, 622.0, 18.0], shoonya_0sI8ZSYOZMSK9M, 5776164]
[paragraph, [86.0, 294.0, 622.0, 18.0], shoonya_0sI8ZSYOZMSK9M, 5776164]
[paragraph, [86.0, 312.0, 622.0, 18.0], shoonya_0sI8ZSYOZMSK9M, 5776164]
[paragraph, [86.0, 330.0, 622.0, 18.0], shoonya_0sI8ZSYOZMSK9M, 5776164]
[paragraph, [86.0, 348.0, 622.0, 18.0], shoonya_0sI8ZSYOZMSK9M, 5776164]
[paragraph, [86.0, 366.0, 622.0, 18.0], shoonya_0sI8ZSYOZMSK9M, 5776164]
[paragraph, [86.0, 384.0, 622.0, 18.0], shoonya_0sI8ZSYOZMSK9M, 5776164]
[paragraph, [86.0, 402.0, 622.0, 18.0], shoonya_0sI8ZSYOZMSK9M, 5776164]
[paragraph, [86.0, 420.0, 622.0, 18.0], shoonya_0sI8ZSYOZMSK9M, 5776164]
[paragraph, [86.0, 438.0, 622.0, 18.0], shoonya_0sI8ZSYOZMSK9M, 5776164]
[paragraph, [86.0, 456.0, 622.0, 18.0], shoonya_0sI8ZSYOZMSK9M, 5776164]
[paragraph, [86.0, 474.0, 622.0, 18.0], shoonya_0sI8ZSYOZMSK9M, 5776164]
[paragraph, [86.0, 492.0, 622.0, 18.0], shoonya_0sI8ZSYOZMSK9M, 5776164]
[paragraph, [86.0, 510.0, 622.0, 18.0], shoonya_0sI8ZSYOZMSK9M, 5776164]
[paragraph, [86.0, 528.0, 622.0, 18.0], shoonya_0sI8ZSYOZMSK9M, 5776164]
[paragraph, [86.0, 546.0, 622.0, 18.0], shoonya_0sI8ZSYOZMSK9M, 5776164]
[paragraph, [86.0, 564.0, 622.0, 18.0], shoonya_0sI8ZSYOZMSK9M, 5776164]
[paragraph, [86.0, 582.0, 622.0, 18.0], shoonya_0sI8ZSYOZMSK9M, 5776164]
[paragraph, [86.0, 600.0, 622.0, 18.0], shoonya_0sI8ZSYOZMSK9M, 5776164]
[paragraph, [86.0, 618.0, 622.0, 18.0], shoonya_0sI8ZSYOZMSK9M, 5776164]
[paragraph, [86.0, 636.0, 622.0, 18.0], shoonya_0sI8ZSYOZMSK9M, 5776164]
[paragraph, [86.0, 654.0, 622.0, 18.0], shoonya_0sI8ZSYOZMSK9M, 5776164]
[paragraph, [86.0, 672.0, 622.0, 18.0], shoonya_0sI8ZSYOZMSK9M, 5776164]
[paragraph, [86.0, 690.0, 622.0, 18.0], shoonya_0sI8ZSYOZMSK9M, 5776164]
[paragraph, [86.0, 708.0, 622.0, 18.0], shoonya_0sI8ZSYOZMSK9M, 5776164]
[paragraph, [86.0, 726.0, 622.0, 18.0], shoonya_0sI8ZSYOZMSK9M, 5776164]
[paragraph, [86.0, 744.0, 622.0, 18.0], shoonya_0sI8ZSYOZMSK9M, 5776164]
[paragraph, [86.0, 762.0, 622.0, 18.0], shoonya_0sI8ZSYOZMSK9M, 5776164]
[paragraph, [86.0, 780.0, 622.0, 18.0], shoonya_0sI8ZSYOZMSK9M, 5776164]
[paragraph, [86.0, 798.0, 622.0, 18.0], shoonya_0sI8ZSYOZMSK9M, 5776164]
[paragraph, [86.0, 816.0, 622.0, 18.0], shoonya_0sI8ZSYOZMSK9M, 5776164]
[paragraph, [91.0, 837.0, 621.0, 18.0], shoonya_1sBS84V0ZG8EIJ, 5776164]
[paragraph, [91.0, 855.0, 621.0, 18.0], shoonya_1sBS84V0ZG8EIJ, 5776164]
[paragraph, [114.0, 888.0, 512.0, 18.0], shoonya_3sY5YYQNSTUBYS, 5776164]
[paragraph, [88.0, 916.0, 629.0, 18.0], shoonya_2sU95C1IPR5BMJ, 5776164]
[paragraph, [88.0, 934.0, 629.0, 18.0], shoonya_2sU95C1IPR5BMJ, 5776164]
[paragraph, [88.0, 952.0, 629.0, 18.0], shoonya_2sU95C1IPR5BMJ, 5776164]
[paragraph, [88.0, 970.0, 629.0, 18.0], shoonya_2sU95C1IPR5BMJ, 5776164]
[paragraph, [87.0, 994.0, 623.0, 18.0], oVEjbYsDnr, 5776164]
[paragraph, [87.0, 1012.0, 623.0, 18.0], oVEjbYsDnr, 5776164]
[paragraph, [87.0, 1030.0, 623.0, 18.0], oVEjbYsDnr, 5776164]
[paragraph, [90.0, 1045.0, 617.0, 18.0], shoonya_4sNAEOZGO23E5S, 5776164]
[paragraph, [90.0, 1063.0, 617.0, 18.0], shoonya_4sNAEOZGO23E5S, 5776164]
[paragraph, [90.0, 1081.0, 617.0, 18.0], shoonya_4sNAEOZGO23E5S, 5776164]
