[1818, 1374]
[folio, [485.0, 107.0, 400.0, 36.0], shoonya_1sKJFV344RZ2E9, 5681909]
[paragraph, [111.0, 180.0, 567.0, 36.0], shoonya_3sD03GW4YJALF2, 5681909]
[paragraph, [111.0, 216.0, 567.0, 36.0], shoonya_3sD03GW4YJALF2, 5681909]
[paragraph, [111.0, 252.0, 567.0, 36.0], shoonya_3sD03GW4YJALF2, 5681909]
[paragraph, [111.0, 288.0, 567.0, 36.0], shoonya_3sD03GW4YJALF2, 5681909]
[paragraph, [111.0, 324.0, 567.0, 36.0], shoonya_3sD03GW4YJALF2, 5681909]
[paragraph, [111.0, 360.0, 567.0, 36.0], shoonya_3sD03GW4YJALF2, 5681909]
[paragraph, [111.0, 396.0, 567.0, 36.0], shoonya_3sD03GW4YJALF2, 5681909]
[paragraph, [111.0, 432.0, 567.0, 36.0], shoonya_3sD03GW4YJALF2, 5681909]
[paragraph, [111.0, 468.0, 567.0, 36.0], shoonya_3sD03GW4YJALF2, 5681909]
[paragraph, [111.0, 504.0, 567.0, 36.0], shoonya_3sD03GW4YJALF2, 5681909]
[paragraph, [111.0, 540.0, 567.0, 36.0], shoonya_3sD03GW4YJALF2, 5681909]
[paragraph, [111.0, 576.0, 567.0, 36.0], shoonya_3sD03GW4YJALF2, 5681909]
[paragraph, [111.0, 612.0, 567.0, 36.0], shoonya_3sD03GW4YJALF2, 5681909]
[paragraph, [111.0, 648.0, 567.0, 36.0], shoonya_3sD03GW4YJALF2, 5681909]
[paragraph, [111.0, 684.0, 567.0, 36.0], shoonya_3sD03GW4YJALF2, 5681909]
[paragraph, [111.0, 720.0, 567.0, 36.0], shoonya_3sD03GW4YJALF2, 5681909]
[paragraph, [111.0, 756.0, 567.0, 36.0], shoonya_3sD03GW4YJALF2, 5681909]
[paragraph, [111.0, 792.0, 567.0, 36.0], shoonya_3sD03GW4YJALF2, 5681909]
[paragraph, [111.0, 828.0, 567.0, 36.0], shoonya_3sD03GW4YJALF2, 5681909]
[paragraph, [111.0, 864.0, 567.0, 36.0], shoonya_3sD03GW4YJALF2, 5681909]
[paragraph, [111.0, 900.0, 567.0, 36.0], shoonya_3sD03GW4YJALF2, 5681909]
[paragraph, [111.0, 936.0, 567.0, 36.0], shoonya_3sD03GW4YJALF2, 5681909]
[paragraph, [697.0, 180.0, 571.0, 36.0], bsVwxfJIjF, 5681909]
[paragraph, [697.0, 216.0, 571.0, 36.0], bsVwxfJIjF, 5681909]
[paragraph, [697.0, 252.0, 571.0, 36.0], bsVwxfJIjF, 5681909]
[paragraph, [697.0, 288.0, 571.0, 36.0], bsVwxfJIjF, 5681909]
[paragraph, [697.0, 324.0, 571.0, 36.0], bsVwxfJIjF, 5681909]
[paragraph, [697.0, 360.0, 571.0, 36.0], bsVwxfJIjF, 5681909]
[paragraph, [693.0, 406.0, 577.0, 36.0], 8-wL2F4x2_, 5681909]
[paragraph, [693.0, 442.0, 577.0, 36.0], 8-wL2F4x2_, 5681909]
[paragraph, [693.0, 478.0, 577.0, 36.0], 8-wL2F4x2_, 5681909]
[paragraph, [693.0, 514.0, 577.0, 36.0], 8-wL2F4x2_, 5681909]
[paragraph, [693.0, 550.0, 577.0, 36.0], 8-wL2F4x2_, 5681909]
[paragraph, [693.0, 586.0, 577.0, 36.0], 8-wL2F4x2_, 5681909]
[paragraph, [693.0, 622.0, 577.0, 36.0], 8-wL2F4x2_, 5681909]
[paragraph, [693.0, 658.0, 577.0, 36.0], 8-wL2F4x2_, 5681909]
[paragraph, [693.0, 694.0, 577.0, 36.0], 8-wL2F4x2_, 5681909]
[paragraph, [695.0, 767.0, 578.0, 36.0], Phwfv_VvQS, 5681909]
[paragraph, [695.0, 803.0, 578.0, 36.0], Phwfv_VvQS, 5681909]
[paragraph, [695.0, 839.0, 578.0, 36.0], Phwfv_VvQS, 5681909]
[paragraph, [695.0, 875.0, 578.0, 36.0], Phwfv_VvQS, 5681909]
[paragraph, [695.0, 911.0, 578.0, 36.0], Phwfv_VvQS, 5681909]
[paragraph, [695.0, 947.0, 578.0, 36.0], Phwfv_VvQS, 5681909]
[paragraph, [695.0, 983.0, 578.0, 36.0], Phwfv_VvQS, 5681909]
[paragraph, [695.0, 1019.0, 578.0, 36.0], Phwfv_VvQS, 5681909]
[paragraph, [113.0, 997.0, 567.0, 36.0], shoonya_4s5QI5J0ZVB7L5, 5681909]
[paragraph, [113.0, 1033.0, 567.0, 36.0], shoonya_4s5QI5J0ZVB7L5, 5681909]
[paragraph, [113.0, 1069.0, 567.0, 36.0], shoonya_4s5QI5J0ZVB7L5, 5681909]
[paragraph, [695.0, 1078.0, 575.0, 36.0], qaEgGE5s2y, 5681909]
[paragraph, [695.0, 1114.0, 575.0, 36.0], qaEgGE5s2y, 5681909]
[paragraph, [695.0, 1150.0, 575.0, 36.0], qaEgGE5s2y, 5681909]
[paragraph, [695.0, 1186.0, 575.0, 36.0], qaEgGE5s2y, 5681909]
[paragraph, [115.0, 1122.0, 566.0, 36.0], ITctVPxDCw, 5681909]
[paragraph, [115.0, 1158.0, 566.0, 36.0], ITctVPxDCw, 5681909]
[paragraph, [115.0, 1194.0, 566.0, 36.0], ITctVPxDCw, 5681909]
[paragraph, [154.0, 1251.0, 498.0, 36.0], meh4iOs5IB, 5681909]
[paragraph, [740.0, 1263.0, 317.0, 36.0], CBJHeLwss5, 5681909]
[paragraph, [109.0, 1297.0, 571.0, 36.0], Z9zF4-yaKa, 5681909]
[paragraph, [109.0, 1333.0, 571.0, 36.0], Z9zF4-yaKa, 5681909]
[paragraph, [109.0, 1369.0, 571.0, 36.0], Z9zF4-yaKa, 5681909]
[paragraph, [109.0, 1405.0, 571.0, 36.0], Z9zF4-yaKa, 5681909]
[paragraph, [702.0, 1320.0, 568.0, 36.0], 4r3NjwerJI, 5681909]
[paragraph, [702.0, 1356.0, 568.0, 36.0], 4r3NjwerJI, 5681909]
[paragraph, [702.0, 1392.0, 568.0, 36.0], 4r3NjwerJI, 5681909]
[paragraph, [702.0, 1428.0, 568.0, 36.0], 4r3NjwerJI, 5681909]
[paragraph, [702.0, 1464.0, 568.0, 36.0], 4r3NjwerJI, 5681909]
[paragraph, [702.0, 1500.0, 568.0, 36.0], 4r3NjwerJI, 5681909]
[paragraph, [702.0, 1536.0, 568.0, 36.0], 4r3NjwerJI, 5681909]
[paragraph, [702.0, 1572.0, 568.0, 36.0], 4r3NjwerJI, 5681909]
[paragraph, [702.0, 1608.0, 568.0, 36.0], 4r3NjwerJI, 5681909]
[paragraph, [702.0, 1644.0, 568.0, 36.0], 4r3NjwerJI, 5681909]
[paragraph, [108.0, 1466.0, 575.0, 36.0], zjjqAmbh6u, 5681909]
[paragraph, [108.0, 1502.0, 575.0, 36.0], zjjqAmbh6u, 5681909]
[paragraph, [108.0, 1538.0, 575.0, 36.0], zjjqAmbh6u, 5681909]
[paragraph, [108.0, 1574.0, 575.0, 36.0], zjjqAmbh6u, 5681909]
[paragraph, [109.0, 1639.0, 571.0, 36.0], a9V7O3zmhi, 5681909]
[paragraph, [109.0, 1675.0, 571.0, 36.0], a9V7O3zmhi, 5681909]
