[1295, 828]
[headline, [269.0, 106.0, 282.0, 25.5], 69jjUFrV3w, 5774415]
[sub-headline, [72.0, 229.0, 136.0, 25.5], A-xmdd_VPe, 5774415]
[paragraph, [76.0, 345.0, 678.0, 18.0], shoonya_0sN7CZ7LX1F33S, 5774415]
[paragraph, [76.0, 363.0, 678.0, 18.0], shoonya_0sN7CZ7LX1F33S, 5774415]
[paragraph, [76.0, 381.0, 678.0, 18.0], shoonya_0sN7CZ7LX1F33S, 5774415]
[paragraph, [76.0, 399.0, 678.0, 18.0], shoonya_0sN7CZ7LX1F33S, 5774415]
[paragraph, [76.0, 417.0, 678.0, 18.0], shoonya_0sN7CZ7LX1F33S, 5774415]
[paragraph, [76.0, 435.0, 678.0, 18.0], shoonya_0sN7CZ7LX1F33S, 5774415]
[paragraph, [76.0, 453.0, 678.0, 18.0], shoonya_0sN7CZ7LX1F33S, 5774415]
[paragraph, [76.0, 471.0, 678.0, 18.0], shoonya_0sN7CZ7LX1F33S, 5774415]
[paragraph, [76.0, 489.0, 678.0, 18.0], shoonya_0sN7CZ7LX1F33S, 5774415]
[paragraph, [75.0, 499.0, 677.0, 18.0], KiPvWX78R2, 5774415]
[paragraph, [75.0, 517.0, 677.0, 18.0], KiPvWX78R2, 5774415]
[paragraph, [75.0, 535.0, 677.0, 18.0], KiPvWX78R2, 5774415]
[paragraph, [75.0, 553.0, 677.0, 18.0], KiPvWX78R2, 5774415]
[paragraph, [75.0, 571.0, 677.0, 18.0], KiPvWX78R2, 5774415]
[paragraph, [75.0, 589.0, 677.0, 18.0], KiPvWX78R2, 5774415]
[paragraph, [75.0, 607.0, 677.0, 18.0], KiPvWX78R2, 5774415]
[paragraph, [75.0, 625.0, 677.0, 18.0], KiPvWX78R2, 5774415]
[paragraph, [75.0, 643.0, 677.0, 18.0], KiPvWX78R2, 5774415]
[paragraph, [75.0, 661.0, 677.0, 18.0], KiPvWX78R2, 5774415]
[paragraph, [76.0, 676.0, 677.0, 18.0], fSwmfYRij1, 5774415]
[paragraph, [76.0, 694.0, 677.0, 18.0], fSwmfYRij1, 5774415]
[paragraph, [76.0, 712.0, 677.0, 18.0], fSwmfYRij1, 5774415]
[paragraph, [76.0, 730.0, 677.0, 18.0], fSwmfYRij1, 5774415]
[paragraph, [76.0, 748.0, 677.0, 18.0], fSwmfYRij1, 5774415]
[paragraph, [76.0, 766.0, 677.0, 18.0], fSwmfYRij1, 5774415]
[paragraph, [76.0, 784.0, 677.0, 18.0], fSwmfYRij1, 5774415]
[paragraph, [76.0, 802.0, 677.0, 18.0], fSwmfYRij1, 5774415]
[paragraph, [76.0, 820.0, 677.0, 18.0], fSwmfYRij1, 5774415]
[paragraph, [76.0, 838.0, 677.0, 18.0], fSwmfYRij1, 5774415]
[paragraph, [76.0, 856.0, 677.0, 18.0], fSwmfYRij1, 5774415]
[paragraph, [76.0, 874.0, 677.0, 18.0], fSwmfYRij1, 5774415]
[paragraph, [76.0, 892.0, 677.0, 18.0], fSwmfYRij1, 5774415]
[paragraph, [76.0, 910.0, 677.0, 18.0], fSwmfYRij1, 5774415]
[paragraph, [76.0, 928.0, 677.0, 18.0], fSwmfYRij1, 5774415]
[paragraph, [76.0, 946.0, 677.0, 18.0], fSwmfYRij1, 5774415]
[paragraph, [80.0, 958.0, 674.0, 18.0], _kOOETus9s, 5774415]
[paragraph, [80.0, 976.0, 674.0, 18.0], _kOOETus9s, 5774415]
[paragraph, [80.0, 994.0, 674.0, 18.0], _kOOETus9s, 5774415]
[paragraph, [80.0, 1012.0, 674.0, 18.0], _kOOETus9s, 5774415]
[paragraph, [80.0, 1030.0, 674.0, 18.0], _kOOETus9s, 5774415]
[paragraph, [80.0, 1048.0, 674.0, 18.0], _kOOETus9s, 5774415]
[paragraph, [80.0, 1066.0, 674.0, 18.0], _kOOETus9s, 5774415]
[paragraph, [80.0, 1084.0, 674.0, 18.0], _kOOETus9s, 5774415]
[paragraph, [80.0, 1102.0, 674.0, 18.0], _kOOETus9s, 5774415]
[paragraph, [80.0, 1120.0, 674.0, 18.0], _kOOETus9s, 5774415]
[paragraph, [80.0, 1138.0, 674.0, 18.0], _kOOETus9s, 5774415]
[paragraph, [80.0, 1156.0, 674.0, 18.0], _kOOETus9s, 5774415]
