[3509, 2480]
[paragraph, [353.0, 357.0, 1796.0, 52.5], shoonya_1s1G2RKDKCIR66, 5723786]
[paragraph, [353.0, 409.5, 1796.0, 52.5], shoonya_1s1G2RKDKCIR66, 5723786]
[paragraph, [353.0, 462.0, 1796.0, 52.5], shoonya_1s1G2RKDKCIR66, 5723786]
[paragraph, [353.0, 514.5, 1796.0, 52.5], shoonya_1s1G2RKDKCIR66, 5723786]
[paragraph, [353.0, 567.0, 1796.0, 52.5], shoonya_1s1G2RKDKCIR66, 5723786]
[paragraph, [353.0, 619.5, 1796.0, 52.5], shoonya_1s1G2RKDKCIR66, 5723786]
[paragraph, [353.0, 672.0, 1796.0, 52.5], shoonya_1s1G2RKDKCIR66, 5723786]
[paragraph, [353.0, 724.5, 1796.0, 52.5], shoonya_1s1G2RKDKCIR66, 5723786]
[paragraph, [353.0, 777.0, 1796.0, 52.5], shoonya_1s1G2RKDKCIR66, 5723786]
[paragraph, [353.0, 829.5, 1796.0, 52.5], shoonya_1s1G2RKDKCIR66, 5723786]
[paragraph, [353.0, 882.0, 1796.0, 52.5], shoonya_1s1G2RKDKCIR66, 5723786]
[paragraph, [353.0, 934.5, 1796.0, 52.5], shoonya_1s1G2RKDKCIR66, 5723786]
[paragraph, [353.0, 987.0, 1796.0, 52.5], shoonya_1s1G2RKDKCIR66, 5723786]
[paragraph, [353.0, 1039.5, 1796.0, 52.5], shoonya_1s1G2RKDKCIR66, 5723786]
[paragraph, [353.0, 1092.0, 1796.0, 52.5], shoonya_1s1G2RKDKCIR66, 5723786]
[paragraph, [353.0, 1144.5, 1796.0, 52.5], shoonya_1s1G2RKDKCIR66, 5723786]
[paragraph, [353.0, 1197.0, 1796.0, 52.5], shoonya_1s1G2RKDKCIR66, 5723786]
[paragraph, [353.0, 1249.5, 1796.0, 52.5], shoonya_1s1G2RKDKCIR66, 5723786]
[paragraph, [353.0, 1302.0, 1796.0, 52.5], shoonya_1s1G2RKDKCIR66, 5723786]
[paragraph, [353.0, 1354.5, 1796.0, 52.5], shoonya_1s1G2RKDKCIR66, 5723786]
[paragraph, [353.0, 1407.0, 1796.0, 52.5], shoonya_1s1G2RKDKCIR66, 5723786]
[paragraph, [353.0, 1459.5, 1796.0, 52.5], shoonya_1s1G2RKDKCIR66, 5723786]
[paragraph, [353.0, 1512.0, 1796.0, 52.5], shoonya_1s1G2RKDKCIR66, 5723786]
[paragraph, [353.0, 1564.5, 1796.0, 52.5], shoonya_1s1G2RKDKCIR66, 5723786]
[paragraph, [353.0, 1617.0, 1796.0, 52.5], shoonya_1s1G2RKDKCIR66, 5723786]
[paragraph, [353.0, 1669.5, 1796.0, 52.5], shoonya_1s1G2RKDKCIR66, 5723786]
[paragraph, [353.0, 1722.0, 1796.0, 52.5], shoonya_1s1G2RKDKCIR66, 5723786]
[paragraph, [353.0, 1774.5, 1796.0, 52.5], shoonya_1s1G2RKDKCIR66, 5723786]
[paragraph, [353.0, 1827.0, 1796.0, 52.5], shoonya_1s1G2RKDKCIR66, 5723786]
[paragraph, [353.0, 1879.5, 1796.0, 52.5], shoonya_1s1G2RKDKCIR66, 5723786]
[paragraph, [353.0, 1932.0, 1796.0, 52.5], shoonya_1s1G2RKDKCIR66, 5723786]
[paragraph, [353.0, 1984.5, 1796.0, 52.5], shoonya_1s1G2RKDKCIR66, 5723786]
[paragraph, [351.0, 2068.0, 1808.0, 52.5], shoonya_3sD0PXMCDJY2RH, 5723786]
[paragraph, [351.0, 2120.5, 1808.0, 52.5], shoonya_3sD0PXMCDJY2RH, 5723786]
[paragraph, [351.0, 2173.0, 1808.0, 52.5], shoonya_3sD0PXMCDJY2RH, 5723786]
[paragraph, [351.0, 2225.5, 1808.0, 52.5], shoonya_3sD0PXMCDJY2RH, 5723786]
[paragraph, [351.0, 2278.0, 1808.0, 52.5], shoonya_3sD0PXMCDJY2RH, 5723786]
[paragraph, [351.0, 2330.5, 1808.0, 52.5], shoonya_3sD0PXMCDJY2RH, 5723786]
[paragraph, [351.0, 2383.0, 1808.0, 52.5], shoonya_3sD0PXMCDJY2RH, 5723786]
[paragraph, [351.0, 2435.5, 1808.0, 52.5], shoonya_3sD0PXMCDJY2RH, 5723786]
[paragraph, [351.0, 2488.0, 1808.0, 52.5], shoonya_3sD0PXMCDJY2RH, 5723786]
[paragraph, [351.0, 2540.5, 1808.0, 52.5], shoonya_3sD0PXMCDJY2RH, 5723786]
[paragraph, [351.0, 2593.0, 1808.0, 52.5], shoonya_3sD0PXMCDJY2RH, 5723786]
[paragraph, [351.0, 2645.5, 1808.0, 52.5], shoonya_3sD0PXMCDJY2RH, 5723786]
[paragraph, [351.0, 2698.0, 1808.0, 52.5], shoonya_3sD0PXMCDJY2RH, 5723786]
[paragraph, [351.0, 2750.5, 1808.0, 52.5], shoonya_3sD0PXMCDJY2RH, 5723786]
[paragraph, [351.0, 2803.0, 1808.0, 52.5], shoonya_3sD0PXMCDJY2RH, 5723786]
[paragraph, [351.0, 2855.5, 1808.0, 52.5], shoonya_3sD0PXMCDJY2RH, 5723786]
[paragraph, [351.0, 2908.0, 1808.0, 52.5], shoonya_3sD0PXMCDJY2RH, 5723786]
[paragraph, [351.0, 2960.5, 1808.0, 52.5], shoonya_3sD0PXMCDJY2RH, 5723786]
[paragraph, [351.0, 3013.0, 1808.0, 52.5], shoonya_3sD0PXMCDJY2RH, 5723786]
[paragraph, [351.0, 3065.5, 1808.0, 52.5], shoonya_3sD0PXMCDJY2RH, 5723786]
