[1755, 1240]
[section-title, [334.0, 175.0, 573.0, 49.5], mo--GpXet5, 5747762]
[ordered-list, [91.0, 241.0, 1054.0, 36.0], Xg_MzDphmk, 5747762]
[ordered-list, [91.0, 277.0, 1054.0, 36.0], Xg_MzDphmk, 5747762]
[ordered-list, [91.0, 313.0, 1054.0, 36.0], Xg_MzDphmk, 5747762]
[ordered-list, [91.0, 349.0, 1054.0, 36.0], Xg_MzDphmk, 5747762]
[ordered-list, [91.0, 385.0, 1054.0, 36.0], Xg_MzDphmk, 5747762]
[ordered-list, [91.0, 421.0, 1054.0, 36.0], Xg_MzDphmk, 5747762]
[ordered-list, [91.0, 457.0, 1054.0, 36.0], Xg_MzDphmk, 5747762]
[ordered-list, [91.0, 493.0, 1054.0, 36.0], Xg_MzDphmk, 5747762]
[ordered-list, [91.0, 529.0, 1054.0, 36.0], Xg_MzDphmk, 5747762]
[ordered-list, [91.0, 565.0, 1054.0, 36.0], Xg_MzDphmk, 5747762]
[ordered-list, [91.0, 601.0, 1054.0, 36.0], Xg_MzDphmk, 5747762]
[ordered-list, [91.0, 637.0, 1054.0, 36.0], Xg_MzDphmk, 5747762]
[ordered-list, [91.0, 673.0, 1054.0, 36.0], Xg_MzDphmk, 5747762]
[ordered-list, [91.0, 709.0, 1054.0, 36.0], Xg_MzDphmk, 5747762]
[ordered-list, [91.0, 745.0, 1054.0, 36.0], Xg_MzDphmk, 5747762]
[ordered-list, [91.0, 781.0, 1054.0, 36.0], Xg_MzDphmk, 5747762]
[ordered-list, [91.0, 817.0, 1054.0, 36.0], Xg_MzDphmk, 5747762]
[ordered-list, [91.0, 853.0, 1054.0, 36.0], Xg_MzDphmk, 5747762]
[ordered-list, [91.0, 889.0, 1054.0, 36.0], Xg_MzDphmk, 5747762]
[ordered-list, [91.0, 925.0, 1054.0, 36.0], Xg_MzDphmk, 5747762]
[ordered-list, [91.0, 961.0, 1054.0, 36.0], Xg_MzDphmk, 5747762]
[ordered-list, [91.0, 997.0, 1054.0, 36.0], Xg_MzDphmk, 5747762]
[ordered-list, [91.0, 1033.0, 1054.0, 36.0], Xg_MzDphmk, 5747762]
[ordered-list, [91.0, 1069.0, 1054.0, 36.0], Xg_MzDphmk, 5747762]
[ordered-list, [91.0, 1105.0, 1054.0, 36.0], Xg_MzDphmk, 5747762]
[ordered-list, [91.0, 1141.0, 1054.0, 36.0], Xg_MzDphmk, 5747762]
[ordered-list, [91.0, 1177.0, 1054.0, 36.0], Xg_MzDphmk, 5747762]
[ordered-list, [91.0, 1213.0, 1054.0, 36.0], Xg_MzDphmk, 5747762]
[ordered-list, [91.0, 1249.0, 1054.0, 36.0], Xg_MzDphmk, 5747762]
[ordered-list, [91.0, 1285.0, 1054.0, 36.0], Xg_MzDphmk, 5747762]
[ordered-list, [91.0, 1321.0, 1054.0, 36.0], Xg_MzDphmk, 5747762]
[ordered-list, [91.0, 1357.0, 1054.0, 36.0], Xg_MzDphmk, 5747762]
[ordered-list, [91.0, 1393.0, 1054.0, 36.0], Xg_MzDphmk, 5747762]
[ordered-list, [91.0, 1429.0, 1054.0, 36.0], Xg_MzDphmk, 5747762]
[ordered-list, [91.0, 1465.0, 1054.0, 36.0], Xg_MzDphmk, 5747762]
[folio, [75.0, 1547.0, 93.0, 36.0], YOgOMhZBbn, 5747762]
