[1806, 1262]
[paragraph, [91.0, 182.0, 504.0, 36.0], shoonya_0sK6JR8CGDCAGL, 5681547]
[paragraph, [91.0, 218.0, 504.0, 36.0], shoonya_0sK6JR8CGDCAGL, 5681547]
[paragraph, [91.0, 254.0, 504.0, 36.0], shoonya_0sK6JR8CGDCAGL, 5681547]
[paragraph, [91.0, 290.0, 504.0, 36.0], shoonya_0sK6JR8CGDCAGL, 5681547]
[paragraph, [655.0, 188.0, 502.0, 36.0], shoonya_5sV5JBBKPMG27Q, 5681547]
[paragraph, [655.0, 224.0, 502.0, 36.0], shoonya_5sV5JBBKPMG27Q, 5681547]
[paragraph, [655.0, 260.0, 502.0, 36.0], shoonya_5sV5JBBKPMG27Q, 5681547]
[paragraph, [655.0, 296.0, 502.0, 36.0], shoonya_5sV5JBBKPMG27Q, 5681547]
[paragraph, [90.0, 330.0, 505.0, 36.0], shoonya_4sLUW5W6M73EIL, 5681547]
[paragraph, [90.0, 366.0, 505.0, 36.0], shoonya_4sLUW5W6M73EIL, 5681547]
[paragraph, [90.0, 402.0, 505.0, 36.0], shoonya_4sLUW5W6M73EIL, 5681547]
[paragraph, [90.0, 438.0, 505.0, 36.0], shoonya_4sLUW5W6M73EIL, 5681547]
[paragraph, [90.0, 474.0, 505.0, 36.0], shoonya_4sLUW5W6M73EIL, 5681547]
[paragraph, [90.0, 510.0, 505.0, 36.0], shoonya_4sLUW5W6M73EIL, 5681547]
[paragraph, [90.0, 546.0, 505.0, 36.0], shoonya_4sLUW5W6M73EIL, 5681547]
[paragraph, [90.0, 582.0, 505.0, 36.0], shoonya_4sLUW5W6M73EIL, 5681547]
[paragraph, [90.0, 618.0, 505.0, 36.0], shoonya_4sLUW5W6M73EIL, 5681547]
[paragraph, [90.0, 654.0, 505.0, 36.0], shoonya_4sLUW5W6M73EIL, 5681547]
[paragraph, [640.0, 369.0, 526.0, 36.0], shoonya_1sDVLLGLBN3CYS, 5681547]
[paragraph, [640.0, 405.0, 526.0, 36.0], shoonya_1sDVLLGLBN3CYS, 5681547]
[paragraph, [640.0, 441.0, 526.0, 36.0], shoonya_1sDVLLGLBN3CYS, 5681547]
[paragraph, [640.0, 477.0, 526.0, 36.0], shoonya_1sDVLLGLBN3CYS, 5681547]
[paragraph, [640.0, 513.0, 526.0, 36.0], shoonya_1sDVLLGLBN3CYS, 5681547]
[paragraph, [640.0, 549.0, 526.0, 36.0], shoonya_1sDVLLGLBN3CYS, 5681547]
[paragraph, [640.0, 585.0, 526.0, 36.0], shoonya_1sDVLLGLBN3CYS, 5681547]
[paragraph, [640.0, 621.0, 526.0, 36.0], shoonya_1sDVLLGLBN3CYS, 5681547]
[paragraph, [640.0, 657.0, 526.0, 36.0], shoonya_1sDVLLGLBN3CYS, 5681547]
[paragraph, [640.0, 693.0, 526.0, 36.0], shoonya_1sDVLLGLBN3CYS, 5681547]
[paragraph, [86.0, 730.0, 514.0, 36.0], -Yi9-d8J6L, 5681547]
[paragraph, [86.0, 766.0, 514.0, 36.0], -Yi9-d8J6L, 5681547]
[paragraph, [86.0, 802.0, 514.0, 36.0], -Yi9-d8J6L, 5681547]
[paragraph, [86.0, 838.0, 514.0, 36.0], -Yi9-d8J6L, 5681547]
[paragraph, [86.0, 874.0, 514.0, 36.0], -Yi9-d8J6L, 5681547]
[paragraph, [86.0, 910.0, 514.0, 36.0], -Yi9-d8J6L, 5681547]
[paragraph, [86.0, 946.0, 514.0, 36.0], -Yi9-d8J6L, 5681547]
[paragraph, [86.0, 982.0, 514.0, 36.0], -Yi9-d8J6L, 5681547]
[paragraph, [86.0, 1018.0, 514.0, 36.0], -Yi9-d8J6L, 5681547]
[paragraph, [86.0, 1054.0, 514.0, 36.0], -Yi9-d8J6L, 5681547]
[paragraph, [86.0, 1090.0, 514.0, 36.0], -Yi9-d8J6L, 5681547]
[paragraph, [86.0, 1126.0, 514.0, 36.0], -Yi9-d8J6L, 5681547]
[paragraph, [86.0, 1162.0, 514.0, 36.0], -Yi9-d8J6L, 5681547]
[paragraph, [86.0, 1198.0, 514.0, 36.0], -Yi9-d8J6L, 5681547]
[paragraph, [86.0, 1234.0, 514.0, 36.0], -Yi9-d8J6L, 5681547]
[paragraph, [86.0, 1270.0, 514.0, 36.0], -Yi9-d8J6L, 5681547]
[paragraph, [86.0, 1306.0, 514.0, 36.0], -Yi9-d8J6L, 5681547]
[paragraph, [86.0, 1342.0, 514.0, 36.0], -Yi9-d8J6L, 5681547]
[paragraph, [86.0, 1378.0, 514.0, 36.0], -Yi9-d8J6L, 5681547]
[paragraph, [86.0, 1414.0, 514.0, 36.0], -Yi9-d8J6L, 5681547]
[paragraph, [86.0, 1450.0, 514.0, 36.0], -Yi9-d8J6L, 5681547]
[paragraph, [86.0, 1486.0, 514.0, 36.0], -Yi9-d8J6L, 5681547]
[paragraph, [86.0, 1522.0, 514.0, 36.0], -Yi9-d8J6L, 5681547]
[paragraph, [86.0, 1558.0, 514.0, 36.0], -Yi9-d8J6L, 5681547]
[paragraph, [86.0, 1594.0, 514.0, 36.0], -Yi9-d8J6L, 5681547]
[paragraph, [86.0, 1630.0, 514.0, 36.0], -Yi9-d8J6L, 5681547]
[paragraph, [86.0, 1666.0, 514.0, 36.0], -Yi9-d8J6L, 5681547]
[paragraph, [642.0, 766.0, 525.0, 36.0], shoonya_3s5FH9XO0G9AK0, 5681547]
[paragraph, [642.0, 802.0, 525.0, 36.0], shoonya_3s5FH9XO0G9AK0, 5681547]
[paragraph, [642.0, 838.0, 525.0, 36.0], shoonya_3s5FH9XO0G9AK0, 5681547]
[paragraph, [642.0, 874.0, 525.0, 36.0], shoonya_3s5FH9XO0G9AK0, 5681547]
[paragraph, [642.0, 910.0, 525.0, 36.0], shoonya_3s5FH9XO0G9AK0, 5681547]
[paragraph, [642.0, 946.0, 525.0, 36.0], shoonya_3s5FH9XO0G9AK0, 5681547]
[paragraph, [642.0, 982.0, 525.0, 36.0], shoonya_3s5FH9XO0G9AK0, 5681547]
[paragraph, [642.0, 1018.0, 525.0, 36.0], shoonya_3s5FH9XO0G9AK0, 5681547]
[paragraph, [642.0, 1054.0, 525.0, 36.0], shoonya_3s5FH9XO0G9AK0, 5681547]
[paragraph, [642.0, 1090.0, 525.0, 36.0], shoonya_3s5FH9XO0G9AK0, 5681547]
[paragraph, [648.0, 1130.0, 512.0, 36.0], shoonya_2sDCYJHXZGSL8G, 5681547]
[paragraph, [648.0, 1166.0, 512.0, 36.0], shoonya_2sDCYJHXZGSL8G, 5681547]
[paragraph, [648.0, 1202.0, 512.0, 36.0], shoonya_2sDCYJHXZGSL8G, 5681547]
[paragraph, [648.0, 1238.0, 512.0, 36.0], shoonya_2sDCYJHXZGSL8G, 5681547]
[paragraph, [648.0, 1274.0, 512.0, 36.0], shoonya_2sDCYJHXZGSL8G, 5681547]
[paragraph, [648.0, 1310.0, 512.0, 36.0], shoonya_2sDCYJHXZGSL8G, 5681547]
[paragraph, [648.0, 1346.0, 512.0, 36.0], shoonya_2sDCYJHXZGSL8G, 5681547]
[paragraph, [648.0, 1382.0, 512.0, 36.0], shoonya_2sDCYJHXZGSL8G, 5681547]
[paragraph, [648.0, 1418.0, 512.0, 36.0], shoonya_2sDCYJHXZGSL8G, 5681547]
[paragraph, [648.0, 1454.0, 512.0, 36.0], shoonya_2sDCYJHXZGSL8G, 5681547]
[paragraph, [648.0, 1490.0, 512.0, 36.0], shoonya_2sDCYJHXZGSL8G, 5681547]
[paragraph, [648.0, 1526.0, 512.0, 36.0], shoonya_2sDCYJHXZGSL8G, 5681547]
[paragraph, [648.0, 1562.0, 512.0, 36.0], shoonya_2sDCYJHXZGSL8G, 5681547]
[paragraph, [648.0, 1598.0, 512.0, 36.0], shoonya_2sDCYJHXZGSL8G, 5681547]
[paragraph, [648.0, 1634.0, 512.0, 36.0], shoonya_2sDCYJHXZGSL8G, 5681547]
[paragraph, [648.0, 1670.0, 512.0, 36.0], shoonya_2sDCYJHXZGSL8G, 5681547]
