[1004, 621]
[section-title, [190.0, 249.0, 242.0, 30.0], shoonya_0s72R5TT4BTFCN, 5741258]
[paragraph, [22.0, 310.0, 571.0, 18.0], 85KnLgMU5I, 5741258]
[paragraph, [22.0, 328.0, 571.0, 18.0], 85KnLgMU5I, 5741258]
[paragraph, [22.0, 346.0, 571.0, 18.0], 85KnLgMU5I, 5741258]
[paragraph, [22.0, 364.0, 571.0, 18.0], 85KnLgMU5I, 5741258]
[paragraph, [22.0, 382.0, 571.0, 18.0], 85KnLgMU5I, 5741258]
[paragraph, [22.0, 400.0, 571.0, 18.0], 85KnLgMU5I, 5741258]
[paragraph, [22.0, 418.0, 571.0, 18.0], 85KnLgMU5I, 5741258]
[paragraph, [22.0, 436.0, 571.0, 18.0], 85KnLgMU5I, 5741258]
[paragraph, [22.0, 454.0, 571.0, 18.0], 85KnLgMU5I, 5741258]
[paragraph, [22.0, 472.0, 571.0, 18.0], 85KnLgMU5I, 5741258]
[paragraph, [22.0, 490.0, 571.0, 18.0], 85KnLgMU5I, 5741258]
[paragraph, [22.0, 508.0, 571.0, 18.0], 85KnLgMU5I, 5741258]
[paragraph, [22.0, 526.0, 571.0, 18.0], 85KnLgMU5I, 5741258]
[paragraph, [22.0, 544.0, 571.0, 18.0], 85KnLgMU5I, 5741258]
[paragraph, [32.0, 567.0, 575.0, 18.0], bedibPV0fo, 5741258]
[paragraph, [32.0, 585.0, 575.0, 18.0], bedibPV0fo, 5741258]
[paragraph, [32.0, 603.0, 575.0, 18.0], bedibPV0fo, 5741258]
[paragraph, [32.0, 621.0, 575.0, 18.0], bedibPV0fo, 5741258]
[paragraph, [32.0, 639.0, 575.0, 18.0], bedibPV0fo, 5741258]
[paragraph, [32.0, 657.0, 575.0, 18.0], bedibPV0fo, 5741258]
[paragraph, [32.0, 675.0, 575.0, 18.0], bedibPV0fo, 5741258]
[paragraph, [32.0, 693.0, 575.0, 18.0], bedibPV0fo, 5741258]
[paragraph, [32.0, 711.0, 575.0, 18.0], bedibPV0fo, 5741258]
[paragraph, [32.0, 729.0, 575.0, 18.0], bedibPV0fo, 5741258]
[paragraph, [32.0, 747.0, 575.0, 18.0], bedibPV0fo, 5741258]
[paragraph, [32.0, 765.0, 575.0, 18.0], bedibPV0fo, 5741258]
[paragraph, [32.0, 783.0, 575.0, 18.0], bedibPV0fo, 5741258]
[paragraph, [32.0, 801.0, 575.0, 18.0], bedibPV0fo, 5741258]
[paragraph, [32.0, 819.0, 575.0, 18.0], bedibPV0fo, 5741258]
[paragraph, [32.0, 837.0, 575.0, 18.0], bedibPV0fo, 5741258]
[paragraph, [32.0, 855.0, 575.0, 18.0], bedibPV0fo, 5741258]
[paragraph, [32.0, 873.0, 575.0, 18.0], bedibPV0fo, 5741258]
[paragraph, [32.0, 891.0, 575.0, 18.0], bedibPV0fo, 5741258]
[paragraph, [32.0, 909.0, 575.0, 18.0], bedibPV0fo, 5741258]
[paragraph, [32.0, 927.0, 575.0, 18.0], bedibPV0fo, 5741258]
[paragraph, [32.0, 945.0, 575.0, 18.0], bedibPV0fo, 5741258]
