[1625, 2862]
[quote, [1851.0, 115.0, 277.0, 36.0], iXo4-zdbre, 5715669]
[quote, [1851.0, 151.0, 277.0, 36.0], iXo4-zdbre, 5715669]
[quote, [1851.0, 187.0, 277.0, 36.0], iXo4-zdbre, 5715669]
[quote, [1851.0, 223.0, 277.0, 36.0], iXo4-zdbre, 5715669]
[quote, [1851.0, 259.0, 277.0, 36.0], iXo4-zdbre, 5715669]
[quote, [1851.0, 295.0, 277.0, 36.0], iXo4-zdbre, 5715669]
[quote, [1851.0, 331.0, 277.0, 36.0], iXo4-zdbre, 5715669]
[section-title, [133.0, 132.0, 942.0, 49.5], shoonya_4sR7QGQ2Z11D8H, 5715669]
[paragraph, [111.0, 192.0, 1052.0, 36.0], shoonya_5s1Z9LIXCNYFQY, 5715669]
[paragraph, [111.0, 228.0, 1052.0, 36.0], shoonya_5s1Z9LIXCNYFQY, 5715669]
[paragraph, [111.0, 264.0, 1052.0, 36.0], shoonya_5s1Z9LIXCNYFQY, 5715669]
[paragraph, [111.0, 300.0, 1052.0, 36.0], shoonya_5s1Z9LIXCNYFQY, 5715669]
[paragraph, [111.0, 336.0, 1052.0, 36.0], shoonya_5s1Z9LIXCNYFQY, 5715669]
[paragraph, [2138.0, 243.0, 561.0, 36.0], shoonya_6s9XKJ0MM0E2TI, 5715669]
[paragraph, [2138.0, 279.0, 561.0, 36.0], shoonya_6s9XKJ0MM0E2TI, 5715669]
[paragraph, [2138.0, 315.0, 561.0, 36.0], shoonya_6s9XKJ0MM0E2TI, 5715669]
[paragraph, [2138.0, 351.0, 561.0, 36.0], shoonya_6s9XKJ0MM0E2TI, 5715669]
[paragraph, [2138.0, 387.0, 561.0, 36.0], shoonya_6s9XKJ0MM0E2TI, 5715669]
[paragraph, [2138.0, 423.0, 561.0, 36.0], shoonya_6s9XKJ0MM0E2TI, 5715669]
[paragraph, [2138.0, 459.0, 561.0, 36.0], shoonya_6s9XKJ0MM0E2TI, 5715669]
[paragraph, [2138.0, 495.0, 561.0, 36.0], shoonya_6s9XKJ0MM0E2TI, 5715669]
[paragraph, [2138.0, 531.0, 561.0, 36.0], shoonya_6s9XKJ0MM0E2TI, 5715669]
[paragraph, [223.0, 389.0, 1097.0, 36.0], shoonya_3sVSUTPNMGCWK9, 5715669]
[paragraph, [223.0, 425.0, 1097.0, 36.0], shoonya_3sVSUTPNMGCWK9, 5715669]
[paragraph, [223.0, 461.0, 1097.0, 36.0], shoonya_3sVSUTPNMGCWK9, 5715669]
[paragraph, [223.0, 497.0, 1097.0, 36.0], shoonya_3sVSUTPNMGCWK9, 5715669]
[paragraph, [223.0, 533.0, 1097.0, 36.0], shoonya_3sVSUTPNMGCWK9, 5715669]
[paragraph, [223.0, 569.0, 1097.0, 36.0], shoonya_3sVSUTPNMGCWK9, 5715669]
[paragraph, [223.0, 605.0, 1097.0, 36.0], shoonya_3sVSUTPNMGCWK9, 5715669]
[paragraph, [223.0, 641.0, 1097.0, 36.0], shoonya_3sVSUTPNMGCWK9, 5715669]
[quote, [241.0, 686.0, 891.0, 36.0], Z77RA4leOu, 5715669]
[quote, [241.0, 722.0, 891.0, 36.0], Z77RA4leOu, 5715669]
[quote, [241.0, 758.0, 891.0, 36.0], Z77RA4leOu, 5715669]
[quote, [241.0, 794.0, 891.0, 36.0], Z77RA4leOu, 5715669]
[quote, [241.0, 830.0, 891.0, 36.0], Z77RA4leOu, 5715669]
[quote, [241.0, 866.0, 891.0, 36.0], Z77RA4leOu, 5715669]
[quote, [241.0, 902.0, 891.0, 36.0], Z77RA4leOu, 5715669]
[quote, [241.0, 938.0, 891.0, 36.0], Z77RA4leOu, 5715669]
[quote, [241.0, 974.0, 891.0, 36.0], Z77RA4leOu, 5715669]
[quote, [241.0, 1010.0, 891.0, 36.0], Z77RA4leOu, 5715669]
[quote, [241.0, 1046.0, 891.0, 36.0], Z77RA4leOu, 5715669]
[paragraph, [1541.0, 754.0, 552.0, 36.0], uoWo3ZhnCp, 5715669]
[paragraph, [1541.0, 790.0, 552.0, 36.0], uoWo3ZhnCp, 5715669]
[paragraph, [1541.0, 826.0, 552.0, 36.0], uoWo3ZhnCp, 5715669]
[paragraph, [1541.0, 862.0, 552.0, 36.0], uoWo3ZhnCp, 5715669]
[paragraph, [1541.0, 898.0, 552.0, 36.0], uoWo3ZhnCp, 5715669]
[paragraph, [1541.0, 934.0, 552.0, 36.0], uoWo3ZhnCp, 5715669]
[paragraph, [2147.0, 1106.0, 576.0, 36.0], shoonya_7sLEFRCP9T70WG, 5715669]
[paragraph, [2147.0, 1142.0, 576.0, 36.0], shoonya_7sLEFRCP9T70WG, 5715669]
[paragraph, [2147.0, 1178.0, 576.0, 36.0], shoonya_7sLEFRCP9T70WG, 5715669]
[paragraph, [2147.0, 1214.0, 576.0, 36.0], shoonya_7sLEFRCP9T70WG, 5715669]
[paragraph, [2147.0, 1250.0, 576.0, 36.0], shoonya_7sLEFRCP9T70WG, 5715669]
[paragraph, [2147.0, 1286.0, 576.0, 36.0], shoonya_7sLEFRCP9T70WG, 5715669]
[paragraph, [2147.0, 1322.0, 576.0, 36.0], shoonya_7sLEFRCP9T70WG, 5715669]
[paragraph, [2125.0, 1417.0, 560.0, 36.0], dZg_q8Trqf, 5715669]
[paragraph, [2125.0, 1453.0, 560.0, 36.0], dZg_q8Trqf, 5715669]
[paragraph, [2125.0, 1489.0, 560.0, 36.0], dZg_q8Trqf, 5715669]
