[1326, 829]
[folio, [325.0, 89.0, 156.0, 18.0], 3mt1nS5mEG, 5769813]
[folio, [325.0, 107.0, 156.0, 18.0], 3mt1nS5mEG, 5769813]
[paragraph, [78.0, 151.0, 334.0, 18.0], sc8e5mVPdg, 5769813]
[paragraph, [78.0, 169.0, 334.0, 18.0], sc8e5mVPdg, 5769813]
[paragraph, [78.0, 187.0, 334.0, 18.0], sc8e5mVPdg, 5769813]
[paragraph, [78.0, 205.0, 334.0, 18.0], sc8e5mVPdg, 5769813]
[paragraph, [78.0, 223.0, 334.0, 18.0], sc8e5mVPdg, 5769813]
[paragraph, [78.0, 241.0, 334.0, 18.0], sc8e5mVPdg, 5769813]
[paragraph, [78.0, 259.0, 334.0, 18.0], sc8e5mVPdg, 5769813]
[paragraph, [78.0, 277.0, 334.0, 18.0], sc8e5mVPdg, 5769813]
[paragraph, [416.0, 151.0, 351.0, 18.0], 3rmI1J0JvG, 5769813]
[paragraph, [416.0, 169.0, 351.0, 18.0], 3rmI1J0JvG, 5769813]
[paragraph, [416.0, 187.0, 351.0, 18.0], 3rmI1J0JvG, 5769813]
[paragraph, [441.0, 213.0, 208.0, 18.0], ReSNE0X9R1, 5769813]
[paragraph, [441.0, 231.0, 208.0, 18.0], ReSNE0X9R1, 5769813]
[paragraph, [441.0, 249.0, 208.0, 18.0], ReSNE0X9R1, 5769813]
[paragraph, [425.0, 269.0, 330.0, 18.0], WwbZA4prmr, 5769813]
[paragraph, [425.0, 287.0, 330.0, 18.0], WwbZA4prmr, 5769813]
[paragraph, [425.0, 305.0, 330.0, 18.0], WwbZA4prmr, 5769813]
[paragraph, [425.0, 323.0, 330.0, 18.0], WwbZA4prmr, 5769813]
[paragraph, [425.0, 341.0, 330.0, 18.0], WwbZA4prmr, 5769813]
[paragraph, [425.0, 359.0, 330.0, 18.0], WwbZA4prmr, 5769813]
[paragraph, [425.0, 377.0, 330.0, 18.0], WwbZA4prmr, 5769813]
[paragraph, [425.0, 395.0, 330.0, 18.0], WwbZA4prmr, 5769813]
[paragraph, [425.0, 413.0, 330.0, 18.0], WwbZA4prmr, 5769813]
[paragraph, [425.0, 431.0, 330.0, 18.0], WwbZA4prmr, 5769813]
[paragraph, [425.0, 449.0, 330.0, 18.0], WwbZA4prmr, 5769813]
[paragraph, [425.0, 467.0, 330.0, 18.0], WwbZA4prmr, 5769813]
[paragraph, [70.0, 307.0, 351.0, 18.0], 0zHuA2h3gU, 5769813]
[paragraph, [70.0, 325.0, 351.0, 18.0], 0zHuA2h3gU, 5769813]
[paragraph, [70.0, 343.0, 351.0, 18.0], 0zHuA2h3gU, 5769813]
[paragraph, [107.0, 384.0, 212.0, 18.0], YdEfVwY3Af, 5769813]
[paragraph, [107.0, 402.0, 212.0, 18.0], YdEfVwY3Af, 5769813]
[paragraph, [107.0, 420.0, 212.0, 18.0], YdEfVwY3Af, 5769813]
[paragraph, [107.0, 438.0, 212.0, 18.0], YdEfVwY3Af, 5769813]
[paragraph, [107.0, 456.0, 212.0, 18.0], YdEfVwY3Af, 5769813]
[paragraph, [107.0, 474.0, 212.0, 18.0], YdEfVwY3Af, 5769813]
[paragraph, [75.0, 497.0, 334.0, 18.0], dDeUoSw85f, 5769813]
[paragraph, [75.0, 515.0, 334.0, 18.0], dDeUoSw85f, 5769813]
[paragraph, [75.0, 533.0, 334.0, 18.0], dDeUoSw85f, 5769813]
[paragraph, [75.0, 551.0, 334.0, 18.0], dDeUoSw85f, 5769813]
[paragraph, [75.0, 569.0, 334.0, 18.0], dDeUoSw85f, 5769813]
[paragraph, [75.0, 587.0, 334.0, 18.0], dDeUoSw85f, 5769813]
[paragraph, [75.0, 605.0, 334.0, 18.0], dDeUoSw85f, 5769813]
[paragraph, [75.0, 623.0, 334.0, 18.0], dDeUoSw85f, 5769813]
[paragraph, [75.0, 641.0, 334.0, 18.0], dDeUoSw85f, 5769813]
[paragraph, [75.0, 659.0, 334.0, 18.0], dDeUoSw85f, 5769813]
[paragraph, [75.0, 677.0, 334.0, 18.0], dDeUoSw85f, 5769813]
[paragraph, [75.0, 695.0, 334.0, 18.0], dDeUoSw85f, 5769813]
[paragraph, [75.0, 713.0, 334.0, 18.0], dDeUoSw85f, 5769813]
[paragraph, [75.0, 731.0, 334.0, 18.0], dDeUoSw85f, 5769813]
[paragraph, [75.0, 749.0, 334.0, 18.0], dDeUoSw85f, 5769813]
[paragraph, [75.0, 767.0, 334.0, 18.0], dDeUoSw85f, 5769813]
[paragraph, [75.0, 785.0, 334.0, 18.0], dDeUoSw85f, 5769813]
[paragraph, [75.0, 803.0, 334.0, 18.0], dDeUoSw85f, 5769813]
[paragraph, [75.0, 821.0, 334.0, 18.0], dDeUoSw85f, 5769813]
[paragraph, [75.0, 839.0, 334.0, 18.0], dDeUoSw85f, 5769813]
[paragraph, [75.0, 857.0, 334.0, 18.0], dDeUoSw85f, 5769813]
[paragraph, [75.0, 875.0, 334.0, 18.0], dDeUoSw85f, 5769813]
[paragraph, [445.0, 497.0, 235.0, 18.0], wkJK1Awlao, 5769813]
[paragraph, [445.0, 515.0, 235.0, 18.0], wkJK1Awlao, 5769813]
[paragraph, [445.0, 533.0, 235.0, 18.0], wkJK1Awlao, 5769813]
[paragraph, [445.0, 551.0, 235.0, 18.0], wkJK1Awlao, 5769813]
[paragraph, [445.0, 569.0, 235.0, 18.0], wkJK1Awlao, 5769813]
[paragraph, [415.0, 604.0, 341.0, 18.0], IX1p3sU9ZO, 5769813]
[paragraph, [415.0, 622.0, 341.0, 18.0], IX1p3sU9ZO, 5769813]
[paragraph, [415.0, 640.0, 341.0, 18.0], IX1p3sU9ZO, 5769813]
[paragraph, [415.0, 658.0, 341.0, 18.0], IX1p3sU9ZO, 5769813]
[paragraph, [415.0, 676.0, 341.0, 18.0], IX1p3sU9ZO, 5769813]
[paragraph, [415.0, 694.0, 341.0, 18.0], IX1p3sU9ZO, 5769813]
[paragraph, [415.0, 712.0, 341.0, 18.0], IX1p3sU9ZO, 5769813]
[paragraph, [415.0, 730.0, 341.0, 18.0], IX1p3sU9ZO, 5769813]
[paragraph, [415.0, 748.0, 341.0, 18.0], IX1p3sU9ZO, 5769813]
[paragraph, [415.0, 766.0, 341.0, 18.0], IX1p3sU9ZO, 5769813]
[paragraph, [415.0, 784.0, 341.0, 18.0], IX1p3sU9ZO, 5769813]
[paragraph, [415.0, 802.0, 341.0, 18.0], IX1p3sU9ZO, 5769813]
[paragraph, [415.0, 820.0, 341.0, 18.0], IX1p3sU9ZO, 5769813]
[paragraph, [415.0, 838.0, 341.0, 18.0], IX1p3sU9ZO, 5769813]
[paragraph, [415.0, 856.0, 341.0, 18.0], IX1p3sU9ZO, 5769813]
[paragraph, [415.0, 874.0, 341.0, 18.0], IX1p3sU9ZO, 5769813]
[paragraph, [415.0, 892.0, 341.0, 18.0], IX1p3sU9ZO, 5769813]
[paragraph, [415.0, 910.0, 341.0, 18.0], IX1p3sU9ZO, 5769813]
[paragraph, [415.0, 928.0, 341.0, 18.0], IX1p3sU9ZO, 5769813]
[paragraph, [415.0, 946.0, 341.0, 18.0], IX1p3sU9ZO, 5769813]
[paragraph, [415.0, 964.0, 341.0, 18.0], IX1p3sU9ZO, 5769813]
[paragraph, [415.0, 982.0, 341.0, 18.0], IX1p3sU9ZO, 5769813]
[paragraph, [415.0, 1000.0, 341.0, 18.0], IX1p3sU9ZO, 5769813]
[paragraph, [415.0, 1018.0, 341.0, 18.0], IX1p3sU9ZO, 5769813]
[paragraph, [415.0, 1036.0, 341.0, 18.0], IX1p3sU9ZO, 5769813]
[paragraph, [415.0, 1054.0, 341.0, 18.0], IX1p3sU9ZO, 5769813]
[paragraph, [415.0, 1072.0, 341.0, 18.0], IX1p3sU9ZO, 5769813]
[paragraph, [415.0, 1090.0, 341.0, 18.0], IX1p3sU9ZO, 5769813]
[paragraph, [415.0, 1108.0, 341.0, 18.0], IX1p3sU9ZO, 5769813]
[paragraph, [415.0, 1126.0, 341.0, 18.0], IX1p3sU9ZO, 5769813]
[paragraph, [415.0, 1144.0, 341.0, 18.0], IX1p3sU9ZO, 5769813]
[paragraph, [415.0, 1162.0, 341.0, 18.0], IX1p3sU9ZO, 5769813]
[paragraph, [73.0, 905.0, 220.0, 18.0], EYBhpKEK9e, 5769813]
[paragraph, [73.0, 923.0, 220.0, 18.0], EYBhpKEK9e, 5769813]
[paragraph, [73.0, 941.0, 220.0, 18.0], EYBhpKEK9e, 5769813]
[paragraph, [73.0, 959.0, 220.0, 18.0], EYBhpKEK9e, 5769813]
[paragraph, [73.0, 977.0, 220.0, 18.0], EYBhpKEK9e, 5769813]
[paragraph, [73.0, 995.0, 220.0, 18.0], EYBhpKEK9e, 5769813]
[paragraph, [66.0, 1017.0, 345.0, 18.0], irO3LASKck, 5769813]
[paragraph, [66.0, 1035.0, 345.0, 18.0], irO3LASKck, 5769813]
[paragraph, [66.0, 1053.0, 345.0, 18.0], irO3LASKck, 5769813]
[paragraph, [66.0, 1071.0, 345.0, 18.0], irO3LASKck, 5769813]
[paragraph, [66.0, 1089.0, 345.0, 18.0], irO3LASKck, 5769813]
[paragraph, [66.0, 1107.0, 345.0, 18.0], irO3LASKck, 5769813]
[paragraph, [66.0, 1125.0, 345.0, 18.0], irO3LASKck, 5769813]
[paragraph, [66.0, 1143.0, 345.0, 18.0], irO3LASKck, 5769813]
[paragraph, [66.0, 1161.0, 345.0, 18.0], irO3LASKck, 5769813]
[paragraph, [66.0, 1179.0, 345.0, 18.0], irO3LASKck, 5769813]
[paragraph, [66.0, 1197.0, 345.0, 18.0], irO3LASKck, 5769813]
[paragraph, [66.0, 1215.0, 345.0, 18.0], irO3LASKck, 5769813]
[paragraph, [66.0, 1233.0, 345.0, 18.0], irO3LASKck, 5769813]
[paragraph, [443.0, 1186.0, 171.0, 18.0], m5LDRW1h8V, 5769813]
[paragraph, [443.0, 1204.0, 171.0, 18.0], m5LDRW1h8V, 5769813]
[paragraph, [443.0, 1222.0, 171.0, 18.0], m5LDRW1h8V, 5769813]
