[2234, 1660]
[section-title, [29.0, 165.0, 155.0, 52.5], COSPwGeITn, 5653781]
[section-title, [327.0, 436.0, 1054.0, 52.5], shoonya_17s94GOANDNP2Y, 5653781]
[section-title, [327.0, 488.5, 1054.0, 52.5], shoonya_17s94GOANDNP2Y, 5653781]
[author, [732.0, 587.0, 216.0, 36.0], shoonya_7sKD6NSXJ69AIQ, 5653781]
[paragraph, [116.0, 661.0, 468.0, 36.0], Iltku4ZRia, 5653781]
[paragraph, [116.0, 697.0, 468.0, 36.0], Iltku4ZRia, 5653781]
[paragraph, [116.0, 733.0, 468.0, 36.0], Iltku4ZRia, 5653781]
[paragraph, [116.0, 769.0, 468.0, 36.0], Iltku4ZRia, 5653781]
[paragraph, [116.0, 805.0, 468.0, 36.0], Iltku4ZRia, 5653781]
[paragraph, [116.0, 841.0, 468.0, 36.0], Iltku4ZRia, 5653781]
[paragraph, [116.0, 877.0, 468.0, 36.0], Iltku4ZRia, 5653781]
[paragraph, [116.0, 913.0, 468.0, 36.0], Iltku4ZRia, 5653781]
[sidebar, [833.0, 702.0, 787.0, 36.0], ScYvYkjHkS, 5653781]
[sidebar, [833.0, 738.0, 787.0, 36.0], ScYvYkjHkS, 5653781]
[sidebar, [833.0, 774.0, 787.0, 36.0], ScYvYkjHkS, 5653781]
[sidebar, [833.0, 810.0, 787.0, 36.0], ScYvYkjHkS, 5653781]
[sidebar, [833.0, 846.0, 787.0, 36.0], ScYvYkjHkS, 5653781]
[sidebar, [833.0, 882.0, 787.0, 36.0], ScYvYkjHkS, 5653781]
[sidebar, [833.0, 918.0, 787.0, 36.0], ScYvYkjHkS, 5653781]
[sidebar, [833.0, 954.0, 787.0, 36.0], ScYvYkjHkS, 5653781]
[sidebar, [833.0, 990.0, 787.0, 36.0], ScYvYkjHkS, 5653781]
[sidebar, [833.0, 1026.0, 787.0, 36.0], ScYvYkjHkS, 5653781]
[sidebar, [833.0, 1062.0, 787.0, 36.0], ScYvYkjHkS, 5653781]
[figure-caption, [1090.0, 719.0, 512.0, 36.0], shoonya_20sVGGHALQFQBC, 5653781]
[figure-caption, [1090.0, 755.0, 512.0, 36.0], shoonya_20sVGGHALQFQBC, 5653781]
[figure-caption, [1090.0, 791.0, 512.0, 36.0], shoonya_20sVGGHALQFQBC, 5653781]
[figure-caption, [1090.0, 827.0, 512.0, 36.0], shoonya_20sVGGHALQFQBC, 5653781]
[figure-caption, [1090.0, 863.0, 512.0, 36.0], shoonya_20sVGGHALQFQBC, 5653781]
[figure-caption, [1090.0, 899.0, 512.0, 36.0], shoonya_20sVGGHALQFQBC, 5653781]
[figure-caption, [1090.0, 935.0, 512.0, 36.0], shoonya_20sVGGHALQFQBC, 5653781]
[figure-caption, [1090.0, 971.0, 512.0, 36.0], shoonya_20sVGGHALQFQBC, 5653781]
[paragraph, [87.0, 968.0, 736.0, 36.0], shoonya_5sEWCH3LXUMI7R, 5653781]
[paragraph, [87.0, 1004.0, 736.0, 36.0], shoonya_5sEWCH3LXUMI7R, 5653781]
[paragraph, [87.0, 1040.0, 736.0, 36.0], shoonya_5sEWCH3LXUMI7R, 5653781]
[paragraph, [87.0, 1076.0, 736.0, 36.0], shoonya_5sEWCH3LXUMI7R, 5653781]
[paragraph, [87.0, 1112.0, 736.0, 36.0], shoonya_5sEWCH3LXUMI7R, 5653781]
[paragraph, [87.0, 1148.0, 736.0, 36.0], shoonya_5sEWCH3LXUMI7R, 5653781]
[figure-caption, [870.0, 1027.0, 364.0, 36.0], QmIoKRX4Kt, 5653781]
[paragraph, [842.0, 1097.0, 770.0, 36.0], shoonya_1sTVP2N748EOBK, 5653781]
[paragraph, [842.0, 1133.0, 770.0, 36.0], shoonya_1sTVP2N748EOBK, 5653781]
[paragraph, [842.0, 1169.0, 770.0, 36.0], shoonya_1sTVP2N748EOBK, 5653781]
[paragraph, [842.0, 1205.0, 770.0, 36.0], shoonya_1sTVP2N748EOBK, 5653781]
[paragraph, [842.0, 1241.0, 770.0, 36.0], shoonya_1sTVP2N748EOBK, 5653781]
[paragraph, [842.0, 1277.0, 770.0, 36.0], shoonya_1sTVP2N748EOBK, 5653781]
[paragraph, [842.0, 1313.0, 770.0, 36.0], shoonya_1sTVP2N748EOBK, 5653781]
[paragraph, [842.0, 1349.0, 770.0, 36.0], shoonya_1sTVP2N748EOBK, 5653781]
[paragraph, [842.0, 1385.0, 770.0, 36.0], shoonya_1sTVP2N748EOBK, 5653781]
[paragraph, [842.0, 1421.0, 770.0, 36.0], shoonya_1sTVP2N748EOBK, 5653781]
[paragraph, [842.0, 1457.0, 770.0, 36.0], shoonya_1sTVP2N748EOBK, 5653781]
[paragraph, [842.0, 1493.0, 770.0, 36.0], shoonya_1sTVP2N748EOBK, 5653781]
[paragraph, [842.0, 1529.0, 770.0, 36.0], shoonya_1sTVP2N748EOBK, 5653781]
[paragraph, [157.0, 1193.0, 577.0, 36.0], shoonya_19sJ1PGR707W1K, 5653781]
[paragraph, [157.0, 1229.0, 577.0, 36.0], shoonya_19sJ1PGR707W1K, 5653781]
[paragraph, [157.0, 1265.0, 577.0, 36.0], shoonya_19sJ1PGR707W1K, 5653781]
[paragraph, [157.0, 1301.0, 577.0, 36.0], shoonya_19sJ1PGR707W1K, 5653781]
[paragraph, [157.0, 1337.0, 577.0, 36.0], shoonya_19sJ1PGR707W1K, 5653781]
[paragraph, [157.0, 1373.0, 577.0, 36.0], shoonya_19sJ1PGR707W1K, 5653781]
[paragraph, [157.0, 1409.0, 577.0, 36.0], shoonya_19sJ1PGR707W1K, 5653781]
[paragraph, [157.0, 1445.0, 577.0, 36.0], shoonya_19sJ1PGR707W1K, 5653781]
[paragraph, [157.0, 1481.0, 577.0, 36.0], shoonya_19sJ1PGR707W1K, 5653781]
[paragraph, [157.0, 1517.0, 577.0, 36.0], shoonya_19sJ1PGR707W1K, 5653781]
[paragraph, [101.0, 1564.0, 722.0, 36.0], shoonya_2sOT0YG0U0U5US, 5653781]
[paragraph, [101.0, 1600.0, 722.0, 36.0], shoonya_2sOT0YG0U0U5US, 5653781]
[paragraph, [101.0, 1636.0, 722.0, 36.0], shoonya_2sOT0YG0U0U5US, 5653781]
[paragraph, [101.0, 1672.0, 722.0, 36.0], shoonya_2sOT0YG0U0U5US, 5653781]
[paragraph, [101.0, 1708.0, 722.0, 36.0], shoonya_2sOT0YG0U0U5US, 5653781]
[paragraph, [101.0, 1744.0, 722.0, 36.0], shoonya_2sOT0YG0U0U5US, 5653781]
[paragraph, [101.0, 1780.0, 722.0, 36.0], shoonya_2sOT0YG0U0U5US, 5653781]
[paragraph, [860.0, 1579.0, 751.0, 36.0], shoonya_0sRYVPWSVQ3VS4, 5653781]
