[2339, 1653]
[folio, [1131.0, 329.0, 280.0, 36.0], H5Ta9FfmpZ, 5736063]
[sidebar, [1456.0, 430.0, 146.0, 36.0], Kh6OI1R6rG, 5736063]
[sidebar, [1456.0, 466.0, 146.0, 36.0], Kh6OI1R6rG, 5736063]
[figure-caption, [474.0, 1144.0, 779.0, 36.0], shoonya_3s8KNL5KC57IKE, 5736063]
[paragraph, [236.0, 1226.0, 580.0, 36.0], shoonya_0sFTI4ZFMRGHQZ, 5736063]
[paragraph, [236.0, 1262.0, 580.0, 36.0], shoonya_0sFTI4ZFMRGHQZ, 5736063]
[paragraph, [236.0, 1298.0, 580.0, 36.0], shoonya_0sFTI4ZFMRGHQZ, 5736063]
[paragraph, [236.0, 1334.0, 580.0, 36.0], shoonya_0sFTI4ZFMRGHQZ, 5736063]
[paragraph, [236.0, 1370.0, 580.0, 36.0], shoonya_0sFTI4ZFMRGHQZ, 5736063]
[paragraph, [236.0, 1406.0, 580.0, 36.0], shoonya_0sFTI4ZFMRGHQZ, 5736063]
[paragraph, [236.0, 1442.0, 580.0, 36.0], shoonya_0sFTI4ZFMRGHQZ, 5736063]
[paragraph, [236.0, 1478.0, 580.0, 36.0], shoonya_0sFTI4ZFMRGHQZ, 5736063]
[paragraph, [236.0, 1514.0, 580.0, 36.0], shoonya_0sFTI4ZFMRGHQZ, 5736063]
[paragraph, [236.0, 1550.0, 580.0, 36.0], shoonya_0sFTI4ZFMRGHQZ, 5736063]
[paragraph, [236.0, 1586.0, 580.0, 36.0], shoonya_0sFTI4ZFMRGHQZ, 5736063]
[paragraph, [236.0, 1622.0, 580.0, 36.0], shoonya_0sFTI4ZFMRGHQZ, 5736063]
[paragraph, [236.0, 1658.0, 580.0, 36.0], shoonya_0sFTI4ZFMRGHQZ, 5736063]
[paragraph, [236.0, 1694.0, 580.0, 36.0], shoonya_0sFTI4ZFMRGHQZ, 5736063]
[paragraph, [236.0, 1730.0, 580.0, 36.0], shoonya_0sFTI4ZFMRGHQZ, 5736063]
[paragraph, [236.0, 1766.0, 580.0, 36.0], shoonya_0sFTI4ZFMRGHQZ, 5736063]
[paragraph, [236.0, 1802.0, 580.0, 36.0], shoonya_0sFTI4ZFMRGHQZ, 5736063]
[paragraph, [236.0, 1838.0, 580.0, 36.0], shoonya_0sFTI4ZFMRGHQZ, 5736063]
[paragraph, [236.0, 1874.0, 580.0, 36.0], shoonya_0sFTI4ZFMRGHQZ, 5736063]
[paragraph, [835.0, 1227.0, 581.0, 36.0], shoonya_2sKTYLC3S4K598, 5736063]
[paragraph, [835.0, 1263.0, 581.0, 36.0], shoonya_2sKTYLC3S4K598, 5736063]
[paragraph, [835.0, 1299.0, 581.0, 36.0], shoonya_2sKTYLC3S4K598, 5736063]
[paragraph, [835.0, 1335.0, 581.0, 36.0], shoonya_2sKTYLC3S4K598, 5736063]
[paragraph, [835.0, 1371.0, 581.0, 36.0], shoonya_2sKTYLC3S4K598, 5736063]
[paragraph, [835.0, 1407.0, 581.0, 36.0], shoonya_2sKTYLC3S4K598, 5736063]
[paragraph, [835.0, 1443.0, 581.0, 36.0], shoonya_2sKTYLC3S4K598, 5736063]
[paragraph, [835.0, 1479.0, 581.0, 36.0], shoonya_2sKTYLC3S4K598, 5736063]
[paragraph, [835.0, 1515.0, 581.0, 36.0], shoonya_2sKTYLC3S4K598, 5736063]
[paragraph, [835.0, 1551.0, 581.0, 36.0], shoonya_2sKTYLC3S4K598, 5736063]
[paragraph, [835.0, 1587.0, 581.0, 36.0], shoonya_2sKTYLC3S4K598, 5736063]
[paragraph, [835.0, 1623.0, 581.0, 36.0], shoonya_2sKTYLC3S4K598, 5736063]
[paragraph, [835.0, 1659.0, 581.0, 36.0], shoonya_2sKTYLC3S4K598, 5736063]
[paragraph, [835.0, 1695.0, 581.0, 36.0], shoonya_2sKTYLC3S4K598, 5736063]
[paragraph, [835.0, 1731.0, 581.0, 36.0], shoonya_2sKTYLC3S4K598, 5736063]
[paragraph, [835.0, 1767.0, 581.0, 36.0], shoonya_2sKTYLC3S4K598, 5736063]
[paragraph, [835.0, 1803.0, 581.0, 36.0], shoonya_2sKTYLC3S4K598, 5736063]
[paragraph, [835.0, 1839.0, 581.0, 36.0], shoonya_2sKTYLC3S4K598, 5736063]
[paragraph, [835.0, 1875.0, 581.0, 36.0], shoonya_2sKTYLC3S4K598, 5736063]
[folio, [239.0, 1969.0, 228.0, 36.0], RM3CBkWbZ4, 5736063]
