[2000, 1414]
[section-title, [70.0, 82.0, 319.0, 52.5], shoonya_4s8A4505SBP75C, 6491337]
[section-title, [70.0, 134.5, 319.0, 52.5], shoonya_4s8A4505SBP75C, 6491337]
[author, [1290.0, 247.0, 56.0, 36.0], a2CRk2UJ90, 6491337]
[folio, [1217.0, 1273.0, 150.0, 36.0], shoonya_0s9DEXP3NELTCZ, 6491337]
[folio, [1217.0, 1309.0, 150.0, 36.0], shoonya_0s9DEXP3NELTCZ, 6491337]
[folio, [1217.0, 1345.0, 150.0, 36.0], shoonya_0s9DEXP3NELTCZ, 6491337]
[folio, [1217.0, 1381.0, 150.0, 36.0], shoonya_0s9DEXP3NELTCZ, 6491337]
[folio, [1217.0, 1417.0, 150.0, 36.0], shoonya_0s9DEXP3NELTCZ, 6491337]
[folio, [1217.0, 1453.0, 150.0, 36.0], shoonya_0s9DEXP3NELTCZ, 6491337]
[folio, [1217.0, 1489.0, 150.0, 36.0], shoonya_0s9DEXP3NELTCZ, 6491337]
[folio, [1217.0, 1525.0, 150.0, 36.0], shoonya_0s9DEXP3NELTCZ, 6491337]
[folio, [1217.0, 1561.0, 150.0, 36.0], shoonya_0s9DEXP3NELTCZ, 6491337]
[folio, [1217.0, 1597.0, 150.0, 36.0], shoonya_0s9DEXP3NELTCZ, 6491337]
[folio, [1217.0, 1633.0, 150.0, 36.0], shoonya_0s9DEXP3NELTCZ, 6491337]
[folio, [1217.0, 1669.0, 150.0, 36.0], shoonya_0s9DEXP3NELTCZ, 6491337]
[folio, [1217.0, 1705.0, 150.0, 36.0], shoonya_0s9DEXP3NELTCZ, 6491337]
[paragraph, [77.0, 1738.0, 960.0, 36.0], shoonya_3s7OKONL84XFHW, 6491337]
[paragraph, [77.0, 1774.0, 960.0, 36.0], shoonya_3s7OKONL84XFHW, 6491337]
