[1468, 909]
[headline, [333.0, 73.0, 261.0, 25.5], vXSybYD2qR, 5769789]
[paragraph, [72.0, 133.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 151.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 169.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 187.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 205.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 223.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 241.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 259.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 277.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 295.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 313.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 331.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 349.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 367.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 385.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 403.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 421.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 439.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 457.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 475.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 493.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 511.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 529.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 547.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 565.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 583.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 601.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 619.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 637.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 655.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 673.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 691.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 709.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 727.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 745.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 763.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 781.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 799.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 817.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 835.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 853.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 871.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 889.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 907.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 925.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 943.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 961.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 979.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 997.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 1015.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 1033.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 1051.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 1069.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 1087.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 1105.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 1123.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 1141.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 1159.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 1177.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 1195.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 1213.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 1231.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 1249.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 1267.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 1285.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 1303.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [72.0, 1321.0, 376.0, 18.0], WwYkHAVFYh, 5769789]
[paragraph, [460.0, 137.0, 362.0, 18.0], i0h3zHDpsS, 5769789]
[paragraph, [460.0, 155.0, 362.0, 18.0], i0h3zHDpsS, 5769789]
[paragraph, [460.0, 173.0, 362.0, 18.0], i0h3zHDpsS, 5769789]
[paragraph, [460.0, 191.0, 362.0, 18.0], i0h3zHDpsS, 5769789]
[paragraph, [460.0, 209.0, 362.0, 18.0], i0h3zHDpsS, 5769789]
[paragraph, [460.0, 227.0, 362.0, 18.0], i0h3zHDpsS, 5769789]
[paragraph, [460.0, 245.0, 362.0, 18.0], i0h3zHDpsS, 5769789]
[paragraph, [460.0, 263.0, 362.0, 18.0], i0h3zHDpsS, 5769789]
[paragraph, [460.0, 281.0, 362.0, 18.0], i0h3zHDpsS, 5769789]
[paragraph, [460.0, 299.0, 362.0, 18.0], i0h3zHDpsS, 5769789]
[paragraph, [460.0, 317.0, 362.0, 18.0], i0h3zHDpsS, 5769789]
[paragraph, [460.0, 335.0, 362.0, 18.0], i0h3zHDpsS, 5769789]
[paragraph, [460.0, 353.0, 362.0, 18.0], i0h3zHDpsS, 5769789]
[paragraph, [460.0, 371.0, 362.0, 18.0], i0h3zHDpsS, 5769789]
[paragraph, [460.0, 389.0, 362.0, 18.0], i0h3zHDpsS, 5769789]
[ordered-list, [453.0, 415.0, 366.0, 18.0], xbADgaNQuY, 5769789]
[ordered-list, [453.0, 433.0, 366.0, 18.0], xbADgaNQuY, 5769789]
[ordered-list, [453.0, 451.0, 366.0, 18.0], xbADgaNQuY, 5769789]
[ordered-list, [453.0, 469.0, 366.0, 18.0], xbADgaNQuY, 5769789]
[ordered-list, [453.0, 487.0, 366.0, 18.0], xbADgaNQuY, 5769789]
[ordered-list, [453.0, 505.0, 366.0, 18.0], xbADgaNQuY, 5769789]
[ordered-list, [453.0, 523.0, 366.0, 18.0], xbADgaNQuY, 5769789]
[ordered-list, [453.0, 541.0, 366.0, 18.0], xbADgaNQuY, 5769789]
[ordered-list, [453.0, 559.0, 366.0, 18.0], xbADgaNQuY, 5769789]
[ordered-list, [453.0, 577.0, 366.0, 18.0], xbADgaNQuY, 5769789]
[ordered-list, [453.0, 595.0, 366.0, 18.0], xbADgaNQuY, 5769789]
[ordered-list, [453.0, 613.0, 366.0, 18.0], xbADgaNQuY, 5769789]
[ordered-list, [453.0, 631.0, 366.0, 18.0], xbADgaNQuY, 5769789]
[ordered-list, [453.0, 649.0, 366.0, 18.0], xbADgaNQuY, 5769789]
[ordered-list, [453.0, 667.0, 366.0, 18.0], xbADgaNQuY, 5769789]
[ordered-list, [453.0, 685.0, 366.0, 18.0], xbADgaNQuY, 5769789]
[ordered-list, [453.0, 703.0, 366.0, 18.0], xbADgaNQuY, 5769789]
[ordered-list, [453.0, 721.0, 366.0, 18.0], xbADgaNQuY, 5769789]
[ordered-list, [453.0, 739.0, 366.0, 18.0], xbADgaNQuY, 5769789]
[ordered-list, [453.0, 757.0, 366.0, 18.0], xbADgaNQuY, 5769789]
[ordered-list, [453.0, 775.0, 366.0, 18.0], xbADgaNQuY, 5769789]
[ordered-list, [453.0, 793.0, 366.0, 18.0], xbADgaNQuY, 5769789]
[ordered-list, [453.0, 811.0, 366.0, 18.0], xbADgaNQuY, 5769789]
[ordered-list, [453.0, 829.0, 366.0, 18.0], xbADgaNQuY, 5769789]
[ordered-list, [453.0, 847.0, 366.0, 18.0], xbADgaNQuY, 5769789]
[ordered-list, [453.0, 865.0, 366.0, 18.0], xbADgaNQuY, 5769789]
[ordered-list, [453.0, 883.0, 366.0, 18.0], xbADgaNQuY, 5769789]
[ordered-list, [453.0, 901.0, 366.0, 18.0], xbADgaNQuY, 5769789]
[ordered-list, [453.0, 919.0, 366.0, 18.0], xbADgaNQuY, 5769789]
[ordered-list, [453.0, 937.0, 366.0, 18.0], xbADgaNQuY, 5769789]
[ordered-list, [453.0, 955.0, 366.0, 18.0], xbADgaNQuY, 5769789]
[ordered-list, [453.0, 973.0, 366.0, 18.0], xbADgaNQuY, 5769789]
[ordered-list, [453.0, 991.0, 366.0, 18.0], xbADgaNQuY, 5769789]
[ordered-list, [453.0, 1009.0, 366.0, 18.0], xbADgaNQuY, 5769789]
[ordered-list, [453.0, 1027.0, 366.0, 18.0], xbADgaNQuY, 5769789]
[ordered-list, [453.0, 1045.0, 366.0, 18.0], xbADgaNQuY, 5769789]
[ordered-list, [453.0, 1063.0, 366.0, 18.0], xbADgaNQuY, 5769789]
[ordered-list, [453.0, 1081.0, 366.0, 18.0], xbADgaNQuY, 5769789]
[ordered-list, [453.0, 1099.0, 366.0, 18.0], xbADgaNQuY, 5769789]
[paragraph, [474.0, 1117.0, 332.0, 18.0], ydKJ9DVuGd, 5769789]
[paragraph, [474.0, 1135.0, 332.0, 18.0], ydKJ9DVuGd, 5769789]
[paragraph, [470.0, 1147.0, 318.0, 18.0], tJ-XUsMrmT, 5769789]
[paragraph, [470.0, 1165.0, 318.0, 18.0], tJ-XUsMrmT, 5769789]
[paragraph, [470.0, 1183.0, 318.0, 18.0], tJ-XUsMrmT, 5769789]
[paragraph, [470.0, 1201.0, 318.0, 18.0], tJ-XUsMrmT, 5769789]
[paragraph, [470.0, 1219.0, 318.0, 18.0], tJ-XUsMrmT, 5769789]
[paragraph, [470.0, 1237.0, 318.0, 18.0], tJ-XUsMrmT, 5769789]
[paragraph, [455.0, 1259.0, 362.0, 18.0], g8rvkI5VUC, 5769789]
[paragraph, [455.0, 1277.0, 362.0, 18.0], g8rvkI5VUC, 5769789]
[paragraph, [455.0, 1295.0, 362.0, 18.0], g8rvkI5VUC, 5769789]
[paragraph, [455.0, 1313.0, 362.0, 18.0], g8rvkI5VUC, 5769789]
[paragraph, [455.0, 1331.0, 362.0, 18.0], g8rvkI5VUC, 5769789]
[footnote, [118.0, 1355.0, 608.0, 18.0], 0GMB8iUoaQ, 5769789]
[footnote, [118.0, 1373.0, 608.0, 18.0], 0GMB8iUoaQ, 5769789]
