[1242, 861]
[chapter-title, [334.0, 30.0, 278.0, 30.0], shoonya_10s5ISY4ZUHK3D, 5776005]
[paragraph, [156.0, 71.0, 634.0, 18.0], shoonya_4sG8JEX8Z7LTDJ, 5776005]
[paragraph, [156.0, 89.0, 634.0, 18.0], shoonya_4sG8JEX8Z7LTDJ, 5776005]
[paragraph, [155.0, 122.0, 637.0, 18.0], shoonya_5sFURSKA1AW834, 5776005]
[paragraph, [155.0, 140.0, 637.0, 18.0], shoonya_5sFURSKA1AW834, 5776005]
[paragraph, [155.0, 158.0, 637.0, 18.0], shoonya_5sFURSKA1AW834, 5776005]
[paragraph, [155.0, 172.0, 636.0, 18.0], shoonya_6sG3Q3D1ZO0K2X, 5776005]
[paragraph, [155.0, 190.0, 636.0, 18.0], shoonya_6sG3Q3D1ZO0K2X, 5776005]
[paragraph, [180.0, 222.0, 563.0, 18.0], shoonya_7sX34TNI990WE4, 5776005]
[paragraph, [327.0, 274.0, 242.0, 18.0], shoonya_9sK16LEJ7BJA6S, 5776005]
[paragraph, [327.0, 292.0, 242.0, 18.0], shoonya_9sK16LEJ7BJA6S, 5776005]
[paragraph, [327.0, 310.0, 242.0, 18.0], shoonya_9sK16LEJ7BJA6S, 5776005]
[paragraph, [327.0, 328.0, 242.0, 18.0], shoonya_9sK16LEJ7BJA6S, 5776005]
[paragraph, [159.0, 374.0, 636.0, 18.0], shoonya_3sOZDV3096OPF1, 5776005]
[paragraph, [159.0, 392.0, 636.0, 18.0], shoonya_3sOZDV3096OPF1, 5776005]
[paragraph, [159.0, 410.0, 636.0, 18.0], shoonya_3sOZDV3096OPF1, 5776005]
[paragraph, [159.0, 428.0, 636.0, 18.0], shoonya_3sOZDV3096OPF1, 5776005]
[paragraph, [159.0, 446.0, 636.0, 18.0], shoonya_3sOZDV3096OPF1, 5776005]
[paragraph, [159.0, 464.0, 636.0, 18.0], shoonya_3sOZDV3096OPF1, 5776005]
[paragraph, [159.0, 482.0, 636.0, 18.0], shoonya_3sOZDV3096OPF1, 5776005]
[quote, [224.0, 525.0, 447.0, 18.0], shoonya_11s5UYTJWHAAM8, 5776005]
[quote, [224.0, 543.0, 447.0, 18.0], shoonya_11s5UYTJWHAAM8, 5776005]
[quote, [224.0, 561.0, 447.0, 18.0], shoonya_11s5UYTJWHAAM8, 5776005]
[quote, [224.0, 579.0, 447.0, 18.0], shoonya_11s5UYTJWHAAM8, 5776005]
[quote, [224.0, 597.0, 447.0, 18.0], shoonya_11s5UYTJWHAAM8, 5776005]
[paragraph, [161.0, 652.0, 633.0, 18.0], shoonya_0s1ND9IO13TTVS, 5776005]
[paragraph, [161.0, 670.0, 633.0, 18.0], shoonya_0s1ND9IO13TTVS, 5776005]
[paragraph, [161.0, 688.0, 633.0, 18.0], shoonya_0s1ND9IO13TTVS, 5776005]
[paragraph, [161.0, 706.0, 633.0, 18.0], shoonya_0s1ND9IO13TTVS, 5776005]
[paragraph, [161.0, 724.0, 633.0, 18.0], shoonya_0s1ND9IO13TTVS, 5776005]
[paragraph, [161.0, 742.0, 633.0, 18.0], shoonya_0s1ND9IO13TTVS, 5776005]
[paragraph, [161.0, 760.0, 633.0, 18.0], shoonya_0s1ND9IO13TTVS, 5776005]
[paragraph, [161.0, 778.0, 633.0, 18.0], shoonya_0s1ND9IO13TTVS, 5776005]
[paragraph, [161.0, 796.0, 633.0, 18.0], shoonya_0s1ND9IO13TTVS, 5776005]
[paragraph, [161.0, 814.0, 633.0, 18.0], shoonya_0s1ND9IO13TTVS, 5776005]
[paragraph, [161.0, 832.0, 633.0, 18.0], shoonya_0s1ND9IO13TTVS, 5776005]
[paragraph, [161.0, 850.0, 633.0, 18.0], shoonya_0s1ND9IO13TTVS, 5776005]
[paragraph, [161.0, 868.0, 633.0, 18.0], shoonya_0s1ND9IO13TTVS, 5776005]
[paragraph, [161.0, 886.0, 633.0, 18.0], shoonya_0s1ND9IO13TTVS, 5776005]
[paragraph, [162.0, 906.0, 633.0, 18.0], shoonya_1s55PLOAPX4BPU, 5776005]
[paragraph, [162.0, 924.0, 633.0, 18.0], shoonya_1s55PLOAPX4BPU, 5776005]
[paragraph, [162.0, 942.0, 633.0, 18.0], shoonya_1s55PLOAPX4BPU, 5776005]
[paragraph, [162.0, 960.0, 633.0, 18.0], shoonya_1s55PLOAPX4BPU, 5776005]
[paragraph, [162.0, 978.0, 633.0, 18.0], shoonya_1s55PLOAPX4BPU, 5776005]
[paragraph, [162.0, 996.0, 633.0, 18.0], shoonya_1s55PLOAPX4BPU, 5776005]
[paragraph, [164.0, 1032.0, 630.0, 18.0], shoonya_2s5B5W61VS5WD0, 5776005]
[paragraph, [164.0, 1050.0, 630.0, 18.0], shoonya_2s5B5W61VS5WD0, 5776005]
