[1600, 2134]
[section-title, [969.0, 143.0, 218.0, 49.5], Hj7ds4OScN, 5719430]
[paragraph, [162.0, 327.0, 131.0, 36.0], Au8tG4kLxw, 5719430]
[paragraph, [151.0, 393.0, 1816.0, 36.0], shoonya_0s5J1FUYFPTPSN, 5719430]
[paragraph, [151.0, 429.0, 1816.0, 36.0], shoonya_0s5J1FUYFPTPSN, 5719430]
[paragraph, [151.0, 465.0, 1816.0, 36.0], shoonya_0s5J1FUYFPTPSN, 5719430]
[paragraph, [151.0, 501.0, 1816.0, 36.0], shoonya_0s5J1FUYFPTPSN, 5719430]
[paragraph, [151.0, 537.0, 1816.0, 36.0], shoonya_0s5J1FUYFPTPSN, 5719430]
[paragraph, [151.0, 573.0, 1816.0, 36.0], shoonya_0s5J1FUYFPTPSN, 5719430]
[paragraph, [151.0, 609.0, 1816.0, 36.0], shoonya_0s5J1FUYFPTPSN, 5719430]
[paragraph, [151.0, 645.0, 1816.0, 36.0], shoonya_0s5J1FUYFPTPSN, 5719430]
[paragraph, [151.0, 681.0, 1816.0, 36.0], shoonya_0s5J1FUYFPTPSN, 5719430]
[paragraph, [167.0, 772.0, 1806.0, 36.0], A9vOgrsmO_, 5719430]
[paragraph, [167.0, 808.0, 1806.0, 36.0], A9vOgrsmO_, 5719430]
[paragraph, [167.0, 844.0, 1806.0, 36.0], A9vOgrsmO_, 5719430]
[paragraph, [167.0, 880.0, 1806.0, 36.0], A9vOgrsmO_, 5719430]
[paragraph, [167.0, 916.0, 1806.0, 36.0], A9vOgrsmO_, 5719430]
[paragraph, [167.0, 952.0, 1806.0, 36.0], A9vOgrsmO_, 5719430]
[paragraph, [167.0, 988.0, 1806.0, 36.0], A9vOgrsmO_, 5719430]
[paragraph, [167.0, 1024.0, 1806.0, 36.0], A9vOgrsmO_, 5719430]
[paragraph, [167.0, 1060.0, 1806.0, 36.0], A9vOgrsmO_, 5719430]
[paragraph, [167.0, 1096.0, 1806.0, 36.0], A9vOgrsmO_, 5719430]
[paragraph, [161.0, 1171.0, 1811.0, 36.0], shoonya_5s3YE0J5ETCIPI, 5719430]
[paragraph, [161.0, 1207.0, 1811.0, 36.0], shoonya_5s3YE0J5ETCIPI, 5719430]
[paragraph, [161.0, 1243.0, 1811.0, 36.0], shoonya_5s3YE0J5ETCIPI, 5719430]
[paragraph, [161.0, 1279.0, 1811.0, 36.0], shoonya_5s3YE0J5ETCIPI, 5719430]
[paragraph, [161.0, 1315.0, 1811.0, 36.0], shoonya_5s3YE0J5ETCIPI, 5719430]
