[2339, 1653]
[folio, [235.0, 330.0, 144.0, 36.0], mbdTtUSnIe, 5735365]
[folio, [1267.0, 330.0, 127.0, 36.0], rw_05NOQNc, 5735365]
[paragraph, [1099.0, 387.0, 313.0, 36.0], shoonya_8sZIS21FQJBW8M, 5735365]
[paragraph, [1099.0, 423.0, 313.0, 36.0], shoonya_8sZIS21FQJBW8M, 5735365]
[paragraph, [1099.0, 459.0, 313.0, 36.0], shoonya_8sZIS21FQJBW8M, 5735365]
[paragraph, [1099.0, 495.0, 313.0, 36.0], shoonya_8sZIS21FQJBW8M, 5735365]
[paragraph, [238.0, 388.0, 581.0, 36.0], shoonya_9sKHCRB5QP69PL, 5735365]
[paragraph, [238.0, 424.0, 581.0, 36.0], shoonya_9sKHCRB5QP69PL, 5735365]
[sidebar, [1432.0, 390.0, 130.0, 36.0], TE5PV9UPP8, 5735365]
[paragraph, [236.0, 480.0, 579.0, 36.0], shoonya_1sBZIR70KX3ZOW, 5735365]
[paragraph, [236.0, 516.0, 579.0, 36.0], shoonya_1sBZIR70KX3ZOW, 5735365]
[paragraph, [236.0, 552.0, 579.0, 36.0], shoonya_1sBZIR70KX3ZOW, 5735365]
[paragraph, [236.0, 588.0, 579.0, 36.0], shoonya_1sBZIR70KX3ZOW, 5735365]
[paragraph, [236.0, 624.0, 579.0, 36.0], shoonya_1sBZIR70KX3ZOW, 5735365]
[paragraph, [236.0, 660.0, 579.0, 36.0], shoonya_1sBZIR70KX3ZOW, 5735365]
[paragraph, [236.0, 696.0, 579.0, 36.0], shoonya_1sBZIR70KX3ZOW, 5735365]
[paragraph, [236.0, 732.0, 579.0, 36.0], shoonya_1sBZIR70KX3ZOW, 5735365]
[paragraph, [236.0, 768.0, 579.0, 36.0], shoonya_1sBZIR70KX3ZOW, 5735365]
[paragraph, [236.0, 804.0, 579.0, 36.0], shoonya_1sBZIR70KX3ZOW, 5735365]
[paragraph, [236.0, 840.0, 579.0, 36.0], shoonya_1sBZIR70KX3ZOW, 5735365]
[paragraph, [236.0, 876.0, 579.0, 36.0], shoonya_1sBZIR70KX3ZOW, 5735365]
[paragraph, [1106.0, 574.0, 313.0, 36.0], mx6oWdH0Un, 5735365]
[paragraph, [1106.0, 610.0, 313.0, 36.0], mx6oWdH0Un, 5735365]
[paragraph, [1106.0, 646.0, 313.0, 36.0], mx6oWdH0Un, 5735365]
[paragraph, [1106.0, 682.0, 313.0, 36.0], mx6oWdH0Un, 5735365]
[paragraph, [837.0, 745.0, 577.0, 36.0], shoonya_2sJRKHDBB3RL6K, 5735365]
[paragraph, [837.0, 781.0, 577.0, 36.0], shoonya_2sJRKHDBB3RL6K, 5735365]
[paragraph, [837.0, 817.0, 577.0, 36.0], shoonya_2sJRKHDBB3RL6K, 5735365]
[paragraph, [837.0, 853.0, 577.0, 36.0], shoonya_2sJRKHDBB3RL6K, 5735365]
[paragraph, [837.0, 889.0, 577.0, 36.0], shoonya_2sJRKHDBB3RL6K, 5735365]
[paragraph, [837.0, 925.0, 577.0, 36.0], shoonya_2sJRKHDBB3RL6K, 5735365]
[paragraph, [837.0, 961.0, 577.0, 36.0], shoonya_2sJRKHDBB3RL6K, 5735365]
[paragraph, [837.0, 997.0, 577.0, 36.0], shoonya_2sJRKHDBB3RL6K, 5735365]
[paragraph, [837.0, 1033.0, 577.0, 36.0], shoonya_2sJRKHDBB3RL6K, 5735365]
[paragraph, [234.0, 921.0, 583.0, 36.0], shoonya_3sOXOCXKGI0VL2, 5735365]
[paragraph, [234.0, 957.0, 583.0, 36.0], shoonya_3sOXOCXKGI0VL2, 5735365]
[paragraph, [234.0, 993.0, 583.0, 36.0], shoonya_3sOXOCXKGI0VL2, 5735365]
[paragraph, [234.0, 1029.0, 583.0, 36.0], shoonya_3sOXOCXKGI0VL2, 5735365]
[paragraph, [234.0, 1065.0, 583.0, 36.0], shoonya_3sOXOCXKGI0VL2, 5735365]
[paragraph, [234.0, 1101.0, 583.0, 36.0], shoonya_3sOXOCXKGI0VL2, 5735365]
[paragraph, [234.0, 1137.0, 583.0, 36.0], shoonya_3sOXOCXKGI0VL2, 5735365]
[paragraph, [836.0, 1100.0, 579.0, 36.0], shoonya_0sZ8QN4K2OPLEX, 5735365]
[paragraph, [836.0, 1136.0, 579.0, 36.0], shoonya_0sZ8QN4K2OPLEX, 5735365]
[paragraph, [836.0, 1172.0, 579.0, 36.0], shoonya_0sZ8QN4K2OPLEX, 5735365]
[paragraph, [836.0, 1208.0, 579.0, 36.0], shoonya_0sZ8QN4K2OPLEX, 5735365]
[paragraph, [836.0, 1244.0, 579.0, 36.0], shoonya_0sZ8QN4K2OPLEX, 5735365]
[paragraph, [836.0, 1280.0, 579.0, 36.0], shoonya_0sZ8QN4K2OPLEX, 5735365]
[paragraph, [836.0, 1316.0, 579.0, 36.0], shoonya_0sZ8QN4K2OPLEX, 5735365]
[paragraph, [836.0, 1352.0, 579.0, 36.0], shoonya_0sZ8QN4K2OPLEX, 5735365]
[paragraph, [836.0, 1388.0, 579.0, 36.0], shoonya_0sZ8QN4K2OPLEX, 5735365]
[paragraph, [836.0, 1424.0, 579.0, 36.0], shoonya_0sZ8QN4K2OPLEX, 5735365]
[paragraph, [836.0, 1460.0, 579.0, 36.0], shoonya_0sZ8QN4K2OPLEX, 5735365]
[paragraph, [836.0, 1496.0, 579.0, 36.0], shoonya_0sZ8QN4K2OPLEX, 5735365]
[paragraph, [836.0, 1532.0, 579.0, 36.0], shoonya_0sZ8QN4K2OPLEX, 5735365]
[paragraph, [836.0, 1568.0, 579.0, 36.0], shoonya_0sZ8QN4K2OPLEX, 5735365]
[paragraph, [836.0, 1604.0, 579.0, 36.0], shoonya_0sZ8QN4K2OPLEX, 5735365]
[paragraph, [836.0, 1640.0, 579.0, 36.0], shoonya_0sZ8QN4K2OPLEX, 5735365]
[paragraph, [836.0, 1676.0, 579.0, 36.0], shoonya_0sZ8QN4K2OPLEX, 5735365]
[paragraph, [836.0, 1712.0, 579.0, 36.0], shoonya_0sZ8QN4K2OPLEX, 5735365]
[paragraph, [836.0, 1748.0, 579.0, 36.0], shoonya_0sZ8QN4K2OPLEX, 5735365]
[paragraph, [836.0, 1784.0, 579.0, 36.0], shoonya_0sZ8QN4K2OPLEX, 5735365]
[paragraph, [836.0, 1820.0, 579.0, 36.0], shoonya_0sZ8QN4K2OPLEX, 5735365]
[paragraph, [836.0, 1856.0, 579.0, 36.0], shoonya_0sZ8QN4K2OPLEX, 5735365]
[paragraph, [836.0, 1892.0, 579.0, 36.0], shoonya_0sZ8QN4K2OPLEX, 5735365]
[author, [695.0, 1193.0, 117.0, 36.0], wBo9uzVhqp, 5735365]
[paragraph, [236.0, 1229.0, 578.0, 36.0], shoonya_6sQTPT8R8MWMV3, 5735365]
[paragraph, [236.0, 1265.0, 578.0, 36.0], shoonya_6sQTPT8R8MWMV3, 5735365]
[paragraph, [236.0, 1301.0, 578.0, 36.0], shoonya_6sQTPT8R8MWMV3, 5735365]
[paragraph, [236.0, 1337.0, 578.0, 36.0], shoonya_6sQTPT8R8MWMV3, 5735365]
[paragraph, [236.0, 1373.0, 578.0, 36.0], shoonya_6sQTPT8R8MWMV3, 5735365]
[paragraph, [236.0, 1409.0, 578.0, 36.0], shoonya_6sQTPT8R8MWMV3, 5735365]
[paragraph, [236.0, 1445.0, 578.0, 36.0], shoonya_6sQTPT8R8MWMV3, 5735365]
[paragraph, [232.0, 1636.0, 157.0, 36.0], shoonya_13s3182EIWSD92, 5735365]
[paragraph, [238.0, 1727.0, 579.0, 36.0], shoonya_7sLOHI52NJX6Y5, 5735365]
[paragraph, [238.0, 1763.0, 579.0, 36.0], shoonya_7sLOHI52NJX6Y5, 5735365]
[paragraph, [238.0, 1799.0, 579.0, 36.0], shoonya_7sLOHI52NJX6Y5, 5735365]
[paragraph, [238.0, 1835.0, 579.0, 36.0], shoonya_7sLOHI52NJX6Y5, 5735365]
[paragraph, [238.0, 1871.0, 579.0, 36.0], shoonya_7sLOHI52NJX6Y5, 5735365]
[paragraph, [238.0, 1907.0, 579.0, 36.0], shoonya_7sLOHI52NJX6Y5, 5735365]
[folio, [239.0, 1965.0, 227.0, 36.0], p0cXdv6MXx, 5735365]
