[2200, 1700]
[paragraph, [354.0, 55.0, 1084.0, 36.0], yN5vGxNVDn, 5731218]
[paragraph, [354.0, 91.0, 1084.0, 36.0], yN5vGxNVDn, 5731218]
[paragraph, [354.0, 127.0, 1084.0, 36.0], yN5vGxNVDn, 5731218]
[paragraph, [354.0, 163.0, 1084.0, 36.0], yN5vGxNVDn, 5731218]
[paragraph, [354.0, 199.0, 1084.0, 36.0], yN5vGxNVDn, 5731218]
[paragraph, [354.0, 235.0, 1084.0, 36.0], yN5vGxNVDn, 5731218]
[paragraph, [354.0, 271.0, 1084.0, 36.0], yN5vGxNVDn, 5731218]
[paragraph, [354.0, 307.0, 1084.0, 36.0], yN5vGxNVDn, 5731218]
[paragraph, [354.0, 343.0, 1084.0, 36.0], yN5vGxNVDn, 5731218]
[paragraph, [354.0, 379.0, 1084.0, 36.0], yN5vGxNVDn, 5731218]
[paragraph, [354.0, 415.0, 1084.0, 36.0], yN5vGxNVDn, 5731218]
[paragraph, [354.0, 451.0, 1084.0, 36.0], yN5vGxNVDn, 5731218]
[paragraph, [354.0, 487.0, 1084.0, 36.0], yN5vGxNVDn, 5731218]
[paragraph, [354.0, 523.0, 1084.0, 36.0], yN5vGxNVDn, 5731218]
[paragraph, [354.0, 559.0, 1084.0, 36.0], yN5vGxNVDn, 5731218]
[paragraph, [982.0, 613.0, 462.0, 36.0], whsNznH4Be, 5731218]
[paragraph, [982.0, 649.0, 462.0, 36.0], whsNznH4Be, 5731218]
[paragraph, [982.0, 685.0, 462.0, 36.0], whsNznH4Be, 5731218]
[paragraph, [982.0, 721.0, 462.0, 36.0], whsNznH4Be, 5731218]
[paragraph, [982.0, 757.0, 462.0, 36.0], whsNznH4Be, 5731218]
[paragraph, [982.0, 793.0, 462.0, 36.0], whsNznH4Be, 5731218]
[paragraph, [982.0, 829.0, 462.0, 36.0], whsNznH4Be, 5731218]
[paragraph, [982.0, 865.0, 462.0, 36.0], whsNznH4Be, 5731218]
[paragraph, [982.0, 901.0, 462.0, 36.0], whsNznH4Be, 5731218]
[paragraph, [982.0, 937.0, 462.0, 36.0], whsNznH4Be, 5731218]
[paragraph, [982.0, 973.0, 462.0, 36.0], whsNznH4Be, 5731218]
[paragraph, [982.0, 1009.0, 462.0, 36.0], whsNznH4Be, 5731218]
[paragraph, [982.0, 1045.0, 462.0, 36.0], whsNznH4Be, 5731218]
[paragraph, [982.0, 1081.0, 462.0, 36.0], whsNznH4Be, 5731218]
[paragraph, [982.0, 1117.0, 462.0, 36.0], whsNznH4Be, 5731218]
[paragraph, [982.0, 1153.0, 462.0, 36.0], whsNznH4Be, 5731218]
[paragraph, [982.0, 1189.0, 462.0, 36.0], whsNznH4Be, 5731218]
[paragraph, [982.0, 1225.0, 462.0, 36.0], whsNznH4Be, 5731218]
[paragraph, [982.0, 1261.0, 462.0, 36.0], whsNznH4Be, 5731218]
[paragraph, [982.0, 1297.0, 462.0, 36.0], whsNznH4Be, 5731218]
[paragraph, [343.0, 1333.0, 1085.0, 36.0], shoonya_0sZBX12HSD46UG, 5731218]
[paragraph, [343.0, 1369.0, 1085.0, 36.0], shoonya_0sZBX12HSD46UG, 5731218]
[paragraph, [343.0, 1405.0, 1085.0, 36.0], shoonya_0sZBX12HSD46UG, 5731218]
[paragraph, [343.0, 1441.0, 1085.0, 36.0], shoonya_0sZBX12HSD46UG, 5731218]
[paragraph, [343.0, 1477.0, 1085.0, 36.0], shoonya_0sZBX12HSD46UG, 5731218]
[paragraph, [343.0, 1513.0, 1085.0, 36.0], shoonya_0sZBX12HSD46UG, 5731218]
[paragraph, [343.0, 1549.0, 1085.0, 36.0], shoonya_0sZBX12HSD46UG, 5731218]
[paragraph, [343.0, 1585.0, 1085.0, 36.0], shoonya_0sZBX12HSD46UG, 5731218]
[paragraph, [343.0, 1621.0, 1085.0, 36.0], shoonya_0sZBX12HSD46UG, 5731218]
[paragraph, [343.0, 1657.0, 1085.0, 36.0], shoonya_0sZBX12HSD46UG, 5731218]
[paragraph, [343.0, 1693.0, 1085.0, 36.0], shoonya_0sZBX12HSD46UG, 5731218]
[paragraph, [343.0, 1729.0, 1085.0, 36.0], shoonya_0sZBX12HSD46UG, 5731218]
[paragraph, [343.0, 1765.0, 1085.0, 36.0], shoonya_0sZBX12HSD46UG, 5731218]
[paragraph, [343.0, 1801.0, 1085.0, 36.0], shoonya_0sZBX12HSD46UG, 5731218]
[paragraph, [343.0, 1837.0, 1085.0, 36.0], shoonya_0sZBX12HSD46UG, 5731218]
[folio, [345.0, 2004.0, 352.0, 36.0], G6QUV7yeEp, 5731218]
