[1300, 911]
[chapter-title, [345.0, 84.0, 324.0, 30.0], shoonya_8s3B2YD0RUJIJU, 5776607]
[paragraph, [198.0, 120.0, 623.0, 18.0], shoonya_14sR893YJPWDWH, 5776607]
[paragraph, [198.0, 138.0, 623.0, 18.0], shoonya_14sR893YJPWDWH, 5776607]
[paragraph, [198.0, 156.0, 623.0, 18.0], shoonya_14sR893YJPWDWH, 5776607]
[paragraph, [192.0, 169.0, 644.0, 18.0], shoonya_9sO5OBYXIIV0F8, 5776607]
[paragraph, [192.0, 187.0, 644.0, 18.0], shoonya_9sO5OBYXIIV0F8, 5776607]
[paragraph, [192.0, 205.0, 644.0, 18.0], shoonya_9sO5OBYXIIV0F8, 5776607]
[paragraph, [193.0, 223.0, 633.0, 18.0], shoonya_13sRURWXILNTSB, 5776607]
[paragraph, [193.0, 241.0, 633.0, 18.0], shoonya_13sRURWXILNTSB, 5776607]
[paragraph, [193.0, 259.0, 633.0, 18.0], shoonya_13sRURWXILNTSB, 5776607]
[paragraph, [193.0, 277.0, 633.0, 18.0], shoonya_13sRURWXILNTSB, 5776607]
[paragraph, [205.0, 300.0, 601.0, 18.0], shoonya_12s8JSHHTDZPHO, 5776607]
[paragraph, [191.0, 321.0, 637.0, 18.0], shoonya_5sPY7CHR5GRXE2, 5776607]
[paragraph, [191.0, 339.0, 637.0, 18.0], shoonya_5sPY7CHR5GRXE2, 5776607]
[paragraph, [191.0, 357.0, 637.0, 18.0], shoonya_5sPY7CHR5GRXE2, 5776607]
[paragraph, [193.0, 376.0, 627.0, 18.0], shoonya_3sVZDAV8B2GDRO, 5776607]
[paragraph, [193.0, 394.0, 627.0, 18.0], shoonya_3sVZDAV8B2GDRO, 5776607]
[paragraph, [195.0, 426.0, 627.0, 18.0], shoonya_2s1G7AF6EOA7CL, 5776607]
[paragraph, [195.0, 444.0, 627.0, 18.0], shoonya_2s1G7AF6EOA7CL, 5776607]
[paragraph, [195.0, 462.0, 627.0, 18.0], shoonya_2s1G7AF6EOA7CL, 5776607]
[paragraph, [195.0, 480.0, 627.0, 18.0], shoonya_2s1G7AF6EOA7CL, 5776607]
[paragraph, [195.0, 498.0, 627.0, 18.0], shoonya_2s1G7AF6EOA7CL, 5776607]
[paragraph, [195.0, 525.0, 628.0, 18.0], shoonya_10s6ZSI7NMTB7A, 5776607]
[paragraph, [195.0, 543.0, 628.0, 18.0], shoonya_10s6ZSI7NMTB7A, 5776607]
[paragraph, [197.0, 572.0, 566.0, 18.0], shoonya_4sBR70HXOO2VB0, 5776607]
[paragraph, [197.0, 590.0, 566.0, 18.0], shoonya_4sBR70HXOO2VB0, 5776607]
[paragraph, [197.0, 608.0, 566.0, 18.0], shoonya_4sBR70HXOO2VB0, 5776607]
[paragraph, [217.0, 625.0, 378.0, 18.0], shoonya_7s4AEP7KKG2ZER, 5776607]
[paragraph, [197.0, 675.0, 627.0, 18.0], shoonya_0sPSQX155A7ZI3, 5776607]
[paragraph, [197.0, 693.0, 627.0, 18.0], shoonya_0sPSQX155A7ZI3, 5776607]
[paragraph, [197.0, 711.0, 627.0, 18.0], shoonya_0sPSQX155A7ZI3, 5776607]
[paragraph, [197.0, 729.0, 627.0, 18.0], shoonya_0sPSQX155A7ZI3, 5776607]
[paragraph, [197.0, 747.0, 627.0, 18.0], shoonya_0sPSQX155A7ZI3, 5776607]
[paragraph, [197.0, 765.0, 627.0, 18.0], shoonya_0sPSQX155A7ZI3, 5776607]
[paragraph, [197.0, 783.0, 627.0, 18.0], shoonya_0sPSQX155A7ZI3, 5776607]
[paragraph, [197.0, 801.0, 627.0, 18.0], shoonya_0sPSQX155A7ZI3, 5776607]
[paragraph, [197.0, 819.0, 627.0, 18.0], shoonya_0sPSQX155A7ZI3, 5776607]
[paragraph, [197.0, 837.0, 627.0, 18.0], shoonya_0sPSQX155A7ZI3, 5776607]
[paragraph, [197.0, 855.0, 627.0, 18.0], shoonya_0sPSQX155A7ZI3, 5776607]
[paragraph, [197.0, 873.0, 627.0, 18.0], shoonya_0sPSQX155A7ZI3, 5776607]
[paragraph, [197.0, 891.0, 627.0, 18.0], shoonya_0sPSQX155A7ZI3, 5776607]
[paragraph, [197.0, 909.0, 627.0, 18.0], shoonya_0sPSQX155A7ZI3, 5776607]
[paragraph, [197.0, 927.0, 627.0, 18.0], shoonya_0sPSQX155A7ZI3, 5776607]
[paragraph, [197.0, 945.0, 627.0, 18.0], shoonya_0sPSQX155A7ZI3, 5776607]
[paragraph, [198.0, 977.0, 630.0, 18.0], shoonya_1sM8RMMQS2RNYT, 5776607]
[paragraph, [198.0, 995.0, 630.0, 18.0], shoonya_1sM8RMMQS2RNYT, 5776607]
[paragraph, [198.0, 1013.0, 630.0, 18.0], shoonya_1sM8RMMQS2RNYT, 5776607]
[paragraph, [198.0, 1031.0, 630.0, 18.0], shoonya_1sM8RMMQS2RNYT, 5776607]
[paragraph, [198.0, 1049.0, 630.0, 18.0], shoonya_1sM8RMMQS2RNYT, 5776607]
[paragraph, [198.0, 1067.0, 630.0, 18.0], shoonya_1sM8RMMQS2RNYT, 5776607]
[paragraph, [198.0, 1085.0, 630.0, 18.0], shoonya_1sM8RMMQS2RNYT, 5776607]
[paragraph, [198.0, 1103.0, 630.0, 18.0], shoonya_1sM8RMMQS2RNYT, 5776607]
