[1806, 1178]
[paragraph, [158.0, 53.0, 932.0, 36.0], shoonya_0s6QQZGVRE5NZ9, 5750458]
[paragraph, [158.0, 89.0, 932.0, 36.0], shoonya_0s6QQZGVRE5NZ9, 5750458]
[paragraph, [158.0, 125.0, 932.0, 36.0], shoonya_0s6QQZGVRE5NZ9, 5750458]
[paragraph, [158.0, 161.0, 932.0, 36.0], shoonya_0s6QQZGVRE5NZ9, 5750458]
[paragraph, [158.0, 197.0, 932.0, 36.0], shoonya_0s6QQZGVRE5NZ9, 5750458]
[paragraph, [158.0, 233.0, 932.0, 36.0], shoonya_0s6QQZGVRE5NZ9, 5750458]
[paragraph, [158.0, 269.0, 932.0, 36.0], shoonya_0s6QQZGVRE5NZ9, 5750458]
[paragraph, [158.0, 305.0, 932.0, 36.0], shoonya_0s6QQZGVRE5NZ9, 5750458]
[paragraph, [158.0, 341.0, 932.0, 36.0], shoonya_0s6QQZGVRE5NZ9, 5750458]
[paragraph, [154.0, 400.0, 937.0, 36.0], QV7yh3Flvs, 5750458]
[paragraph, [154.0, 436.0, 937.0, 36.0], QV7yh3Flvs, 5750458]
[paragraph, [154.0, 472.0, 937.0, 36.0], QV7yh3Flvs, 5750458]
[paragraph, [154.0, 508.0, 937.0, 36.0], QV7yh3Flvs, 5750458]
[paragraph, [154.0, 544.0, 937.0, 36.0], QV7yh3Flvs, 5750458]
[paragraph, [154.0, 580.0, 937.0, 36.0], QV7yh3Flvs, 5750458]
[paragraph, [154.0, 616.0, 937.0, 36.0], QV7yh3Flvs, 5750458]
[paragraph, [154.0, 652.0, 937.0, 36.0], QV7yh3Flvs, 5750458]
[paragraph, [154.0, 688.0, 937.0, 36.0], QV7yh3Flvs, 5750458]
[paragraph, [154.0, 724.0, 937.0, 36.0], QV7yh3Flvs, 5750458]
[paragraph, [154.0, 760.0, 937.0, 36.0], QV7yh3Flvs, 5750458]
[paragraph, [154.0, 796.0, 937.0, 36.0], QV7yh3Flvs, 5750458]
[paragraph, [154.0, 832.0, 937.0, 36.0], QV7yh3Flvs, 5750458]
[paragraph, [154.0, 868.0, 937.0, 36.0], QV7yh3Flvs, 5750458]
[paragraph, [154.0, 904.0, 937.0, 36.0], QV7yh3Flvs, 5750458]
[paragraph, [154.0, 940.0, 937.0, 36.0], QV7yh3Flvs, 5750458]
[paragraph, [154.0, 976.0, 937.0, 36.0], QV7yh3Flvs, 5750458]
[paragraph, [154.0, 1012.0, 937.0, 36.0], QV7yh3Flvs, 5750458]
[paragraph, [154.0, 1048.0, 937.0, 36.0], QV7yh3Flvs, 5750458]
[paragraph, [154.0, 1084.0, 937.0, 36.0], QV7yh3Flvs, 5750458]
[paragraph, [154.0, 1120.0, 937.0, 36.0], QV7yh3Flvs, 5750458]
[paragraph, [154.0, 1156.0, 937.0, 36.0], QV7yh3Flvs, 5750458]
[paragraph, [154.0, 1192.0, 937.0, 36.0], QV7yh3Flvs, 5750458]
[paragraph, [154.0, 1228.0, 937.0, 36.0], QV7yh3Flvs, 5750458]
[paragraph, [154.0, 1264.0, 937.0, 36.0], QV7yh3Flvs, 5750458]
[paragraph, [151.0, 1324.0, 949.0, 36.0], jpTcUnORbl, 5750458]
[paragraph, [151.0, 1360.0, 949.0, 36.0], jpTcUnORbl, 5750458]
[paragraph, [151.0, 1396.0, 949.0, 36.0], jpTcUnORbl, 5750458]
[paragraph, [151.0, 1432.0, 949.0, 36.0], jpTcUnORbl, 5750458]
[paragraph, [151.0, 1468.0, 949.0, 36.0], jpTcUnORbl, 5750458]
[paragraph, [151.0, 1504.0, 949.0, 36.0], jpTcUnORbl, 5750458]
[paragraph, [209.0, 1540.0, 896.0, 36.0], BLRodp-ac-, 5750458]
[folio, [567.0, 1595.0, 151.0, 36.0], shoonya_1sCVC4S1VB41ET, 5750458]
