[1164, 755]
[paragraph, [55.0, 77.0, 649.0, 18.0], shoonya_0s5545E1OP8FP3, 5691991]
[paragraph, [55.0, 95.0, 649.0, 18.0], shoonya_0s5545E1OP8FP3, 5691991]
[paragraph, [55.0, 113.0, 649.0, 18.0], shoonya_0s5545E1OP8FP3, 5691991]
[paragraph, [55.0, 131.0, 649.0, 18.0], shoonya_0s5545E1OP8FP3, 5691991]
[paragraph, [55.0, 149.0, 649.0, 18.0], shoonya_0s5545E1OP8FP3, 5691991]
[paragraph, [55.0, 167.0, 649.0, 18.0], shoonya_0s5545E1OP8FP3, 5691991]
[paragraph, [55.0, 185.0, 649.0, 18.0], shoonya_0s5545E1OP8FP3, 5691991]
[paragraph, [55.0, 203.0, 649.0, 18.0], shoonya_0s5545E1OP8FP3, 5691991]
[paragraph, [55.0, 221.0, 649.0, 18.0], shoonya_0s5545E1OP8FP3, 5691991]
[paragraph, [55.0, 239.0, 649.0, 18.0], shoonya_0s5545E1OP8FP3, 5691991]
[paragraph, [55.0, 257.0, 649.0, 18.0], shoonya_0s5545E1OP8FP3, 5691991]
[paragraph, [55.0, 275.0, 649.0, 18.0], shoonya_0s5545E1OP8FP3, 5691991]
[paragraph, [55.0, 293.0, 649.0, 18.0], shoonya_0s5545E1OP8FP3, 5691991]
[paragraph, [55.0, 311.0, 649.0, 18.0], shoonya_0s5545E1OP8FP3, 5691991]
[paragraph, [55.0, 329.0, 649.0, 18.0], shoonya_0s5545E1OP8FP3, 5691991]
[paragraph, [55.0, 347.0, 649.0, 18.0], shoonya_0s5545E1OP8FP3, 5691991]
[paragraph, [55.0, 365.0, 649.0, 18.0], shoonya_0s5545E1OP8FP3, 5691991]
[paragraph, [55.0, 383.0, 649.0, 18.0], shoonya_0s5545E1OP8FP3, 5691991]
[paragraph, [55.0, 401.0, 649.0, 18.0], shoonya_0s5545E1OP8FP3, 5691991]
[paragraph, [55.0, 419.0, 649.0, 18.0], shoonya_0s5545E1OP8FP3, 5691991]
[paragraph, [55.0, 437.0, 649.0, 18.0], shoonya_0s5545E1OP8FP3, 5691991]
[paragraph, [55.0, 455.0, 649.0, 18.0], shoonya_0s5545E1OP8FP3, 5691991]
[paragraph, [55.0, 473.0, 649.0, 18.0], shoonya_0s5545E1OP8FP3, 5691991]
[paragraph, [55.0, 491.0, 649.0, 18.0], shoonya_0s5545E1OP8FP3, 5691991]
[paragraph, [55.0, 509.0, 649.0, 18.0], shoonya_0s5545E1OP8FP3, 5691991]
[paragraph, [55.0, 527.0, 649.0, 18.0], shoonya_0s5545E1OP8FP3, 5691991]
[paragraph, [55.0, 545.0, 649.0, 18.0], shoonya_0s5545E1OP8FP3, 5691991]
[paragraph, [55.0, 563.0, 649.0, 18.0], shoonya_0s5545E1OP8FP3, 5691991]
[paragraph, [55.0, 581.0, 649.0, 18.0], shoonya_0s5545E1OP8FP3, 5691991]
[paragraph, [55.0, 599.0, 649.0, 18.0], shoonya_0s5545E1OP8FP3, 5691991]
[paragraph, [43.0, 619.0, 671.0, 18.0], RkAlvgwMot, 5691991]
[paragraph, [43.0, 637.0, 671.0, 18.0], RkAlvgwMot, 5691991]
[paragraph, [43.0, 655.0, 671.0, 18.0], RkAlvgwMot, 5691991]
[paragraph, [55.0, 689.0, 648.0, 18.0], shoonya_1sUUDGO9FU0K6S, 5691991]
[paragraph, [55.0, 707.0, 648.0, 18.0], shoonya_1sUUDGO9FU0K6S, 5691991]
[paragraph, [55.0, 725.0, 648.0, 18.0], shoonya_1sUUDGO9FU0K6S, 5691991]
[paragraph, [55.0, 743.0, 648.0, 18.0], shoonya_1sUUDGO9FU0K6S, 5691991]
[paragraph, [55.0, 761.0, 648.0, 18.0], shoonya_1sUUDGO9FU0K6S, 5691991]
[paragraph, [55.0, 779.0, 648.0, 18.0], shoonya_1sUUDGO9FU0K6S, 5691991]
[paragraph, [55.0, 797.0, 648.0, 18.0], shoonya_1sUUDGO9FU0K6S, 5691991]
[paragraph, [55.0, 815.0, 648.0, 18.0], shoonya_1sUUDGO9FU0K6S, 5691991]
[paragraph, [55.0, 833.0, 648.0, 18.0], shoonya_1sUUDGO9FU0K6S, 5691991]
[paragraph, [55.0, 851.0, 648.0, 18.0], shoonya_1sUUDGO9FU0K6S, 5691991]
[paragraph, [55.0, 869.0, 648.0, 18.0], shoonya_1sUUDGO9FU0K6S, 5691991]
[paragraph, [55.0, 887.0, 648.0, 18.0], shoonya_1sUUDGO9FU0K6S, 5691991]
[paragraph, [55.0, 905.0, 648.0, 18.0], shoonya_1sUUDGO9FU0K6S, 5691991]
[paragraph, [55.0, 923.0, 648.0, 18.0], shoonya_1sUUDGO9FU0K6S, 5691991]
[paragraph, [55.0, 941.0, 648.0, 18.0], shoonya_1sUUDGO9FU0K6S, 5691991]
[paragraph, [55.0, 959.0, 648.0, 18.0], shoonya_1sUUDGO9FU0K6S, 5691991]
[paragraph, [55.0, 977.0, 648.0, 18.0], shoonya_1sUUDGO9FU0K6S, 5691991]
